species,ab,ap,am,d_V,Wwb,Wwi,Ri,T_typical,metamorphosis,weaning,p_Am,kap,v,p_M,h_a,E_Hb_p,E_Hp
Gallotia_galloti,4.247460e+01,1.255982e+03,2.427015e+03,3.000000e-01,1.160000e+00,2.072000e+01,9.723878e-03,2.991500e+02,False,False,4.628610e+01,7.115700e-01,7.182800e-02,1.226020e+01,3.500000e-09,7.908252e-02,4.011000e+04
Speleomantes_imperialis,2.777790e+02,2.329009e+03,9.963115e+03,2.800000e-01,8.710000e-02,7.800000e+00,1.706294e-02,2.881500e+02,False,False,7.704116e+01,7.851000e-01,1.416900e-02,3.656230e+01,8.635000e-09,2.005106e-02,5.092000e+03
Aegolius_acadicus,7.603072e+00,1.224516e+01,7.530495e+02,2.800000e-01,7.500000e+00,1.211000e+02,9.295537e-02,3.126500e+02,False,False,1.763952e+04,9.955000e-01,7.224000e-02,1.181546e+04,3.588000e-14,4.059799e-03,1.990000e+04
Geocrinia_vitellina,1.396923e+02,9.125000e+02,2.920000e+03,2.800000e-01,2.080000e-02,1.567753e+00,8.219178e-02,2.881500e+02,False,False,3.223141e+01,6.374000e-01,2.236000e-02,1.890000e+01,8.325000e-09,3.786667e-02,1.200000e+03
Coracias_naevius,3.739438e+00,7.156265e+00,1.018075e+03,2.800000e-01,1.470000e+01,1.680000e+02,2.946738e-02,3.132500e+02,False,False,6.410880e+03,9.953100e-01,3.321000e-02,3.627523e+03,1.039000e-14,4.310788e-02,4.672000e+03
Eleutherodactylus_coqui,2.100112e+01,2.539227e+02,2.090566e+03,2.800000e-01,6.540000e-02,2.200000e+01,4.305053e-01,2.936500e+02,False,False,1.188520e+02,5.986800e-01,7.564000e-02,2.751520e+01,1.207000e-08,4.497534e-02,5.881000e+03
Gammarus_roeselii,1.053785e+01,6.879222e+02,2.502689e+03,1.700000e-01,1.230000e-04,5.910000e-02,5.949982e+00,2.861500e+02,True,False,4.613270e+01,8.279100e-01,1.384600e-02,3.985945e+02,1.373000e-05,6.622134e-03,1.265000e+01
Cryptobranchus_alleganiensis,6.330281e+01,2.373855e+03,1.260301e+04,2.800000e-01,1.665745e-01,2.500000e+03,4.165670e-01,2.911500e+02,False,False,2.083549e+02,9.733400e-01,2.709100e-02,1.958570e+01,1.896000e-09,2.797084e-04,4.115000e+04
Phoebetria_palpebrata,2.946306e+01,4.535823e+01,1.971463e+03,2.800000e-01,2.300000e+02,3.000000e+03,1.775331e-02,3.121500e+02,False,False,1.479828e+04,9.947900e-01,1.142500e-01,2.723623e+03,4.858000e-15,4.880577e-03,6.657000e+05
Buteo_rufofuscus,1.582869e+01,2.205817e+01,1.031396e+03,2.800000e-01,3.000000e+01,1.330000e+03,4.266064e-02,3.141500e+02,False,False,5.592748e+03,9.981900e-01,8.682500e-02,1.141454e+03,6.559000e-13,4.125514e-03,2.916000e+04
Diuca_diuca,2.776372e+00,6.242437e+00,2.130718e+02,2.800000e-01,2.700000e+00,3.680000e+01,6.758285e-02,3.147500e+02,False,False,1.055417e+03,9.868200e-01,4.164500e-02,5.332582e+02,6.048000e-11,7.382582e-02,1.286000e+03
Sclerophrys_pardalis,2.097296e+01,1.193104e+03,3.516393e+03,2.800000e-01,4.200000e-03,1.180000e+02,7.234685e-01,2.881500e+02,False,False,3.042089e+02,9.891200e-01,2.230400e-01,6.548260e+01,3.459000e-08,5.634569e-05,4.964000e+03
Casuarius_bennetti,1.663701e+01,7.746512e+01,1.581531e+03,2.800000e-01,3.400000e+02,3.500000e+04,8.219884e-02,3.113200e+02,False,False,1.163850e+03,9.749800e-01,1.237700e-01,4.657330e+01,1.641000e-12,5.778885e-03,5.418000e+06
Leydigia_ciliata,8.295022e-01,2.049358e+00,2.040487e+01,1.700000e-01,3.529171e-06,4.911765e-05,1.042481e+00,3.021500e+02,False,False,2.680789e+01,8.013900e-01,1.858200e-02,6.512938e+02,7.934000e-06,3.369683e-01,1.293000e-02
Rana_arvalis,7.210998e+01,9.123109e+02,4.621105e+03,2.800000e-01,5.000000e-02,3.100000e+01,2.380383e+00,2.911500e+02,False,False,2.447748e+03,4.661400e-01,2.465300e-02,8.981370e+02,5.176000e-09,7.390006e-05,5.023000e+05
Indicator_indicator,2.875677e+00,9.134718e+00,2.855687e+02,2.800000e-01,3.400000e+00,4.680000e+01,2.626338e-01,3.120000e+02,False,False,5.947780e+03,9.606500e-01,2.368200e-02,5.418944e+03,4.948000e-11,1.406523e-02,2.514000e+04
Setophaga_discolor,2.449740e+00,5.915805e+00,4.572166e+02,2.800000e-01,1.100000e+00,7.700000e+00,1.351657e-01,3.147500e+02,False,False,6.849627e+02,9.386700e-01,4.097000e-02,4.981822e+02,3.117000e-12,1.048273e-01,2.403000e+03
Turdus_rubrocanus,2.245595e+00,6.258934e+00,7.768243e+02,2.800000e-01,3.900000e+00,9.217500e+01,6.533009e-02,3.147500e+02,False,False,1.995468e+03,9.920700e-01,4.627200e-02,8.638697e+02,1.072000e-12,4.070917e-02,1.396000e+03
Ichthyophis_kohtaoensis,5.688562e+01,6.105723e+02,2.768433e+03,2.800000e-01,1.900000e+00,3.560000e+02,1.697711e-01,2.961500e+02,False,False,1.690229e+02,7.136300e-01,2.606800e-02,2.098940e+01,8.446000e-09,3.222072e-02,8.119000e+04
Megascops_asio,7.059996e+00,1.133366e+01,1.113438e+03,2.800000e-01,1.100000e+01,1.641000e+02,7.901207e-02,3.126500e+02,False,False,1.796281e+04,9.961700e-01,1.107200e-01,9.717614e+03,5.159000e-17,4.339265e-03,2.641000e+04
Alca_torda,1.076397e+01,1.393218e+01,2.023694e+03,2.800000e-01,5.000000e+01,7.260000e+02,2.075413e-02,3.138500e+02,False,False,4.992262e+03,9.964000e-01,3.484900e-02,1.580796e+03,1.405000e-16,7.856656e-02,5.874000e+03
Oceanodroma_furcata,1.862846e+01,2.865939e+01,1.013895e+03,2.800000e-01,9.000000e+00,9.500000e+01,1.775331e-02,3.121500e+02,False,False,2.603950e+03,9.958100e-01,6.700100e-02,1.085999e+03,1.557000e-13,1.061514e-02,1.268000e+04
Artemisiospiza_belli,2.653885e+00,6.302375e+00,4.039487e+02,2.800000e-01,1.940000e+00,1.810000e+01,1.531878e-01,3.147500e+02,False,False,1.151337e+03,9.482900e-01,3.628000e-02,7.507402e+02,6.823000e-12,8.812205e-02,2.753000e+03
Heterodon_platirhinos,3.309706e+01,4.950175e+02,2.771523e+03,3.000000e-01,2.300000e+00,6.010000e+02,1.082438e-01,2.981500e+02,False,False,1.971528e+02,8.904900e-01,6.106000e-02,2.356070e+01,1.569000e-09,1.205323e-02,1.315000e+05
Peucaea_botterii,2.449740e+00,5.733381e+00,4.660946e+02,2.800000e-01,2.300000e+00,2.100000e+01,7.884665e-02,3.147500e+02,False,False,1.019837e+03,9.754400e-01,4.830800e-02,5.845174e+02,3.698000e-12,9.148167e-02,1.937000e+03
Anthus_pratensis,2.755957e+00,7.316570e+00,3.906317e+02,2.800000e-01,1.400000e+00,2.000000e+01,1.013743e-01,3.147500e+02,False,False,9.789229e+02,9.707700e-01,3.107300e-02,6.337506e+02,1.272000e-12,5.913095e-02,1.703000e+03
Motacilla_aguimp,2.653885e+00,8.126620e+00,3.906317e+02,2.800000e-01,2.000000e+00,2.500000e+01,8.785770e-02,3.147500e+02,False,False,1.218182e+03,9.639000e-01,3.356400e-02,7.479496e+02,4.023000e-12,5.707615e-02,2.784000e+03
Pachyptila_belcheri,6.226422e+00,2.853613e+01,1.357174e+03,2.800000e-01,2.500000e+01,2.500000e+02,1.842063e-02,3.125500e+02,False,False,1.854440e+03,7.806700e-01,3.520500e-02,4.910306e+02,3.944000e-13,7.807018e-02,1.710000e+05
Ploceus_cucullatus,2.653885e+00,9.586016e+00,1.065359e+03,2.800000e-01,3.500000e+00,3.400000e+01,4.505523e-02,3.147500e+02,False,False,1.755673e+03,9.538300e-01,3.245900e-02,1.089392e+03,1.601000e-14,7.272727e-02,3.905000e+03
Alectura_lathami,1.330538e+01,3.202933e+01,6.190436e+02,2.800000e-01,1.200000e+02,2.160000e+03,4.038488e-01,3.135500e+02,False,False,3.111787e+02,7.668000e-01,9.766700e-02,2.085950e+01,2.982000e-15,7.620033e-01,2.416000e+05
Procellaria_aequinoctialis,1.054525e+01,2.810872e+01,1.633708e+03,2.800000e-01,9.260000e+01,1.280000e+03,1.530262e-02,3.105500e+02,False,False,2.209600e+04,9.910700e-01,1.533800e-02,1.230194e+04,2.174000e-18,2.095935e-02,9.423000e+04
Phalacrocorax_carbo,5.472348e+00,1.088471e+01,1.310583e+03,2.800000e-01,4.850000e+01,2.300000e+03,8.301650e-02,3.138500e+02,False,False,2.598575e+04,9.979200e-01,9.484600e-02,6.823233e+03,2.049000e-18,1.831549e-03,9.249000e+04
Dolichonyx_oryzivorus,2.653885e+00,6.302375e+00,3.995097e+02,2.800000e-01,2.690000e+00,3.500000e+01,1.689571e-01,3.147500e+02,False,False,8.788659e+02,9.655600e-01,4.880900e-02,4.040172e+02,3.094000e-12,6.989547e-02,4.305000e+03
Cuora_flavomarginata,3.455126e+01,3.573557e+03,4.828215e+03,3.000000e-01,1.000000e+01,1.000000e+03,3.560322e-02,2.971500e+02,False,False,1.100735e+02,5.647800e-01,3.866000e-02,6.927800e+00,9.711000e-10,6.679005e-03,6.754000e+06
Solea_senegalensis,3.748369e+00,1.789186e+03,4.920262e+03,2.000000e-01,1.770000e-04,1.830000e+03,3.683777e+03,2.931500e+02,True,False,1.026472e+02,8.386600e-01,7.982500e-02,2.384920e+01,5.663000e-09,1.295290e-07,1.104000e+06
Cacatua_ophthalmica,7.736865e+00,3.090653e+01,3.523720e+03,2.800000e-01,2.070000e+01,5.600000e+02,7.094776e-03,3.119500e+02,False,False,9.940294e+03,9.979100e-01,2.084900e-02,5.094247e+03,2.069000e-15,5.687373e-03,1.481000e+04
Esox_lucius,2.887269e+01,1.944440e+03,1.296293e+04,2.000000e-01,4.800000e-03,2.460000e+04,1.542861e+02,2.851500e+02,False,False,8.050561e+02,9.281600e-01,2.321700e-02,5.176990e+01,3.822000e-08,2.568877e-06,9.183000e+04
Alosa_pseudoharengus,3.397861e-03,2.807132e+03,4.355889e+03,2.000000e-01,6.900000e-04,1.700000e+03,7.438205e+02,2.901500e+02,True,False,3.457517e+02,5.133700e-01,2.482100e-02,4.475280e+01,4.315000e-08,1.026306e-06,7.945000e+05
Streptopelia_decaocto,2.575260e+00,5.232379e+00,8.680143e+02,2.800000e-01,7.000000e+00,1.574000e+02,1.855960e-01,3.137800e+02,False,False,1.353623e+04,9.924700e-01,4.574900e-02,9.000000e+03,2.322000e-17,1.083019e-02,1.060000e+04
Desmognathus_fuscus,8.991691e+01,1.848114e+03,1.160410e+04,2.800000e-01,9.000000e-03,5.700000e+00,2.815385e-02,2.881500e+02,False,False,3.937536e+01,9.428900e-01,2.460600e-02,2.257350e+01,3.135000e-09,1.013223e-02,3.252000e+02
Dendrobaena_octaedra,9.200000e+01,1.340000e+02,1.460000e+03,1.600000e-01,2.870000e-03,3.860000e-01,7.770000e-01,2.931500e+02,False,False,1.627087e+03,7.986100e-01,2.081100e-02,4.984113e+03,1.714000e-08,3.076281e-03,1.678000e+02
Thalasseus_elegans,7.773977e+00,1.292232e+01,1.007029e+03,2.800000e-01,2.640000e+01,2.417000e+02,2.075413e-02,3.138500e+02,False,False,4.886445e+03,9.955600e-01,4.066000e-02,2.096423e+03,8.478000e-13,2.850639e-02,1.252000e+04
Tangara_parzudakii,2.653885e+00,8.856318e+00,4.438996e+02,2.800000e-01,2.500000e+00,2.800000e+01,4.505523e-02,3.147500e+02,False,False,1.016735e+03,9.730700e-01,4.311700e-02,5.419637e+02,2.658000e-13,5.473837e-02,3.440000e+03
Sporophila_plumbea,2.653885e+00,7.032073e+00,2.663398e+02,2.800000e-01,1.200000e+00,1.030000e+01,1.013743e-01,3.147500e+02,False,False,7.985184e+02,9.490400e-01,3.425900e-02,5.797322e+02,1.312000e-11,8.519752e-02,2.101000e+03
Antigone_antigone,6.370768e+00,2.243386e+01,2.248391e+03,2.800000e-01,1.385000e+02,8.786000e+03,3.718215e-02,3.126500e+02,False,False,1.041386e+04,9.967900e-01,6.128000e-02,1.517673e+03,2.670000e-15,2.439893e-03,2.978000e+05
Ammodramus_savannarum,2.449740e+00,5.550956e+00,3.995097e+02,2.800000e-01,2.000000e+00,2.042000e+01,2.703314e-01,3.147500e+02,False,False,9.730838e+02,9.332600e-01,4.566300e-02,5.409460e+02,6.468000e-12,8.908629e-02,4.728000e+03
Bombina_maxima,6.451020e+01,7.945102e+02,2.190000e+03,2.800000e-01,1.700000e-03,7.150000e+01,8.219178e-01,2.931500e+02,False,False,1.649369e+02,9.936900e-01,2.877900e-02,4.888190e+01,4.735000e-08,6.310867e-05,6.736000e+02
Streptocephalus_torvicornis,3.201805e+00,1.585716e+01,7.593212e+01,1.700000e-01,1.001412e-05,1.564706e-01,1.058449e+02,2.981500e+02,True,False,6.545223e+01,9.398900e-01,1.582400e-02,7.838072e+02,2.871000e-06,4.489914e-04,6.891000e+00
Euryalona_orientalis,9.758849e-01,3.238164e+00,1.064602e+01,1.700000e-01,4.508387e-06,4.764706e-05,2.385571e+00,3.021500e+02,False,False,3.490541e+01,6.857800e-01,1.978500e-02,7.495204e+02,4.373000e-05,1.456658e-01,4.003000e-02
Mytilus_edulis,2.357713e-01,4.305183e+02,2.041285e+04,9.000000e-02,2.690000e-08,1.246000e+02,2.424528e+03,2.911500e+02,True,False,1.106704e+01,9.964900e-01,6.099900e-02,2.646300e+00,4.282000e-09,4.153819e-07,5.578000e-01
Turdus_rufiventris,2.551812e+00,6.565151e+00,7.768243e+02,2.800000e-01,5.300000e+00,7.220000e+01,7.208837e-02,3.147500e+02,False,False,1.881165e+03,9.813200e-01,5.076000e-02,8.376174e+02,8.172000e-13,6.474606e-02,3.367000e+03
Parus_monticolus,2.551812e+00,9.593398e+00,6.658494e+02,2.800000e-01,1.100000e+00,1.430000e+01,1.576933e-01,3.147500e+02,False,False,7.875150e+02,9.209300e-01,3.110900e-02,5.029098e+02,1.591000e-12,4.291413e-02,5.264000e+03
Alectoris_rufa,7.175979e+00,8.496066e+00,2.987358e+02,2.800000e-01,1.390000e+01,4.300000e+02,3.580087e-01,3.138500e+02,False,False,3.879999e+03,9.766700e-01,3.558800e-02,1.311601e+03,3.384000e-11,1.426437e-01,4.751000e+03
Fregata_aquila,8.026110e+00,2.835546e+01,1.329856e+03,2.800000e-01,6.000000e+01,1.250000e+03,1.037706e-02,3.138500e+02,False,False,2.038275e+03,9.958300e-01,6.409600e-02,3.399674e+02,1.802000e-14,6.993295e-03,1.044000e+05
Lacerta_schreiberi,1.225540e+02,3.995120e+02,1.123218e+03,3.000000e-01,7.700000e-01,3.020000e+01,1.923046e-01,3.051500e+02,False,False,1.156961e+02,8.052100e-01,4.477800e-02,3.108950e+01,3.211000e-10,3.921858e-02,2.713000e+04
Alburnus_baliki,1.097912e+01,8.124549e+02,3.205903e+03,2.000000e-01,3.800000e-03,4.400000e+01,1.247698e+01,2.921500e+02,True,False,1.021669e+02,4.780100e-01,6.936600e-02,1.473340e+01,1.083000e-08,5.411927e-04,2.901000e+04
Pagellus_acarne,2.367019e+00,8.509009e+02,4.319810e+03,2.000000e-01,8.320000e-05,3.915300e+02,4.220092e+02,2.915500e+02,True,False,7.578178e+01,9.563400e-01,2.429600e-02,2.714350e+01,1.453000e-08,1.107800e-06,1.141000e+04
Triops_longicaudatus,6.649357e-01,3.636949e+00,1.774336e+01,1.700000e-01,1.567198e-05,5.550000e-01,2.646873e+01,2.981500e+02,False,False,1.450844e+03,9.900000e-01,6.028000e-02,3.382000e+03,2.861000e-05,1.538674e-04,1.810000e+00
Acipenser_nudiventris,2.150340e+01,1.067361e+04,2.561665e+04,2.000000e-01,2.874196e-02,8.000000e+04,6.089714e+02,2.861500e+02,False,False,4.207302e+02,7.561900e-01,9.331300e-02,9.483400e+00,5.067000e-09,1.930158e-07,3.107000e+07
Piranga_olivacea,2.755957e+00,7.681419e+00,5.282405e+02,2.800000e-01,2.970000e+00,2.730000e+01,9.011046e-02,3.147500e+02,False,False,1.324901e+03,9.573200e-01,3.522800e-02,7.899565e+02,3.378000e-12,8.134197e-02,3.398000e+03
Ardea_herodias,4.766821e+00,1.325453e+01,1.380024e+03,2.800000e-01,5.400000e+01,2.180000e+03,1.420265e-01,3.121500e+02,False,False,2.989921e+04,9.893200e-01,3.257000e-02,1.199995e+04,5.590000e-14,5.474816e-03,1.767000e+05
Macroramphosus_scolopax,9.481282e+00,7.978863e+02,3.194463e+03,2.000000e-01,3.800000e-04,2.720000e+01,2.399465e+01,2.891500e+02,False,False,1.096012e+02,8.500000e-01,5.712500e-02,3.460920e+01,5.943000e-08,8.292350e-05,2.928000e+03
Centropus_toulou,3.005079e+00,5.805068e+00,4.841033e+02,2.800000e-01,1.020000e+01,2.037500e+02,4.461858e-02,3.126500e+02,False,False,6.931952e+03,9.976200e-01,8.496500e-02,2.812075e+03,2.648000e-12,1.730349e-02,3.753000e+03
Aerodramus_fuciphagus,5.360218e+00,1.205766e+01,1.199621e+03,2.800000e-01,1.800000e+00,1.180000e+01,6.156512e-02,3.120500e+02,False,False,7.390051e+03,9.897900e-01,3.519300e-02,9.945881e+03,2.987000e-13,9.390408e-03,6.693000e+03
Glaucidium_brasilianum,6.924227e+00,1.156631e+01,7.530495e+02,2.800000e-01,7.000000e+00,7.300000e+01,9.109627e-02,3.126500e+02,False,False,1.900795e+04,9.939800e-01,6.224000e-02,1.611251e+04,2.021000e-14,5.490814e-03,1.905000e+04
Pterodroma_incerta,9.936523e+00,3.464355e+01,1.960449e+03,2.800000e-01,7.000000e+01,7.500000e+02,1.530262e-02,3.105500e+02,False,False,1.463940e+04,9.846800e-01,2.268700e-02,7.585312e+03,3.178000e-14,1.301317e-02,2.353000e+05
Charadrius_vociferus,3.467956e+00,6.550583e+00,5.110097e+02,2.800000e-01,9.000000e+00,1.210000e+02,8.532128e-02,3.141500e+02,False,False,2.392720e+03,9.887000e-01,3.204600e-02,1.080121e+03,1.658000e-12,5.426749e-02,5.331000e+03
Picoides_arcticus,2.875677e+00,6.787578e+00,2.798574e+02,2.800000e-01,3.500000e+00,6.800000e+01,7.003567e-02,3.120000e+02,False,False,4.957149e+03,9.957300e-01,6.101000e-02,2.887890e+03,1.702000e-11,1.098127e-02,3.577000e+03
Xiphocolaptes_falcirostris,3.062175e+00,1.108885e+01,4.438996e+02,2.800000e-01,8.000000e+00,1.100000e+02,4.505523e-02,3.147500e+02,False,False,1.857240e+03,9.665100e-01,4.605700e-02,7.212186e+02,7.312000e-12,4.812718e-02,1.148000e+04
Tyrannus_tyrannus,2.449740e+00,7.922475e+00,4.927286e+02,2.800000e-01,3.200000e+00,3.990000e+01,6.758285e-02,3.147500e+02,False,False,1.267544e+03,9.636600e-01,5.205200e-02,6.046040e+02,7.269000e-14,5.286918e-02,6.291000e+03
Clangula_hyemalis,1.001816e+01,1.451366e+01,1.064213e+03,2.800000e-01,2.775000e+01,6.360000e+02,1.599774e-01,3.141500e+02,False,False,2.931842e+04,9.915600e-01,3.971200e-02,1.623623e+04,2.843000e-14,6.123093e-03,7.604000e+04
Merlangius_merlangus,2.643383e+01,6.636468e+02,1.780327e+04,2.000000e-01,2.202854e-04,5.695000e+03,3.716152e+03,2.841500e+02,True,False,2.425537e+02,5.696800e-01,5.662300e-02,4.739590e+01,8.046000e-09,4.510891e-06,1.010000e+05
Turdus_migratorius,2.858030e+00,7.601067e+00,7.546294e+02,2.800000e-01,6.400000e+00,7.550000e+01,1.351657e-01,3.147500e+02,False,False,1.728612e+03,9.508300e-01,4.755600e-02,7.266850e+02,1.019000e-12,7.080486e-02,9.803000e+03
Turdus_olivaceus,3.062175e+00,8.534910e+00,8.345313e+02,2.800000e-01,2.800000e+00,6.729000e+01,9.011046e-02,3.147500e+02,False,False,1.401953e+03,9.843400e-01,3.103700e-02,6.777656e+02,1.398000e-12,3.848731e-02,2.089000e+03
Cyprinodon_elegans,5.000000e+00,1.550000e+02,1.277500e+03,2.000000e-01,5.200000e-04,3.820000e+00,4.456959e+00,2.931500e+02,True,False,6.339052e+01,9.642800e-01,6.523100e-02,6.210120e+01,3.108000e-08,1.131525e-03,7.299000e+01
Helix_pomatia,2.500000e+01,7.550000e+02,7.300000e+03,1.500000e-01,1.400000e-02,5.000000e+01,1.780822e-01,2.931500e+02,True,False,6.553112e+01,9.686300e-01,3.069500e-02,2.498540e+01,9.067000e-10,5.153038e-04,2.189000e+03
Podarcis_siculus,2.712357e+01,7.584422e+02,3.640523e+03,3.000000e-01,4.048407e-01,7.050000e+00,5.768402e-02,2.991500e+02,False,False,9.869199e+01,4.120300e-01,1.787900e-02,2.576610e+01,2.574000e-09,6.204533e-02,1.897000e+04
Plethodon_cinereus,2.408489e+01,1.196216e+03,1.465164e+04,2.800000e-01,1.410000e-03,1.200000e+00,1.706294e-02,2.881500e+02,False,False,3.168376e+01,9.860900e-01,5.627300e-02,3.020110e+01,4.938000e-10,6.885850e-03,1.901000e+01
Plectrophenax_nivalis,2.551812e+00,7.659698e+00,4.527776e+02,2.800000e-01,3.000000e+00,4.180000e+01,1.126381e-01,3.147500e+02,False,False,1.953350e+03,9.549600e-01,3.485900e-02,1.146651e+03,3.548000e-13,5.988858e-02,3.949000e+03
Lampornis_clemenciae,5.128481e+00,8.196646e+00,5.375424e+02,2.800000e-01,1.400000e+00,9.500000e+00,8.929528e-02,3.148000e+02,False,False,1.131468e+03,9.859600e-01,4.169100e-02,9.131395e+02,2.043000e-13,3.813221e-02,2.254000e+03
Coptodon_rendalli,3.238711e+00,2.215386e+02,3.364434e+03,2.900000e-01,5.925926e-03,2.500000e+03,9.344944e+02,3.011500e+02,False,False,2.959681e+02,8.503000e-01,5.516600e-02,2.252550e+01,8.487000e-10,4.917695e-06,4.374000e+05
Geothlypis_trichas,2.449740e+00,5.915805e+00,5.104846e+02,2.800000e-01,1.740000e+00,9.800000e+00,1.576933e-01,3.147500e+02,False,False,1.381575e+03,8.878400e-01,3.691900e-02,1.072312e+03,2.377000e-12,1.331292e-01,3.755000e+03
Sakesphorus_canadensis,5.271131e+00,6.940887e+00,4.688162e+02,2.800000e-01,3.300000e+00,2.450000e+01,9.385341e-02,3.141500e+02,False,False,9.296949e+03,9.945400e-01,5.242300e-02,9.499735e+03,1.003000e-13,2.306429e-02,2.131000e+03
Ardea_alba,5.515379e+00,1.325219e+01,1.226395e+03,2.800000e-01,3.500000e+01,1.000000e+03,1.115464e-01,3.126500e+02,False,False,9.531418e+03,9.931000e-01,1.002300e-01,2.372581e+03,6.210000e-13,3.506468e-03,1.546000e+05
Psiloscops_flammeolus,5.973843e+00,9.068567e+00,4.885825e+02,2.800000e-01,7.500000e+00,6.560000e+01,5.577322e-02,3.126500e+02,False,False,5.932946e+03,9.946300e-01,8.933100e-02,3.288429e+03,2.292000e-14,1.952123e-02,7.018000e+03
Merops_bulocki,4.822632e+00,8.619875e+00,4.619980e+02,2.800000e-01,2.500000e+00,3.480000e+01,9.090949e-02,3.127500e+02,False,False,8.815749e+03,9.947300e-01,7.879200e-02,6.808983e+03,3.746000e-13,8.701299e-03,4.081000e+03
Pomacentrus_coelestis,1.853940e+00,2.271077e+01,7.415761e+01,2.000000e-01,2.900000e-03,1.070000e+01,1.837183e+01,3.016500e+02,True,False,1.101028e+02,9.715700e-01,4.850000e-02,1.700136e+02,1.363000e-06,1.118414e-03,1.993000e+02
Tachycineta_cyaneoviridis,3.225491e+00,1.150756e+01,4.039487e+02,2.800000e-01,1.800000e+00,1.770000e+01,6.758285e-02,3.147500e+02,False,False,7.340915e+02,9.357600e-01,2.942700e-02,4.429257e+02,9.492000e-12,5.406063e-02,5.344000e+03
Alburnoides_eichwaldii_ZarrinGol,1.605659e+01,1.188188e+03,1.758197e+03,2.000000e-01,3.100000e-03,3.972000e+01,1.390629e+02,2.881500e+02,True,False,7.612278e+01,9.785800e-01,9.985700e-02,3.424930e+01,3.034000e-07,4.197758e-04,6.513000e+02
Heteronotia_binoei_3N1A,3.090354e+01,5.560351e+01,5.475000e+03,3.000000e-01,1.817239e-01,3.831962e+00,3.322151e-02,2.991500e+02,False,False,5.018636e+01,9.137500e-01,8.164400e-03,3.795860e+01,3.848000e-09,1.252039e-01,7.479000e+02
Aphrastura_spinicauda,2.858030e+00,1.081174e+01,4.438996e+02,2.800000e-01,2.100000e+00,1.100000e+01,1.385448e-01,3.147500e+02,False,False,9.751517e+02,6.089000e-01,3.626500e-02,4.491791e+02,4.567000e-12,9.496644e-02,3.278000e+04
Petrochelidon_ariel,2.817201e+00,9.749332e+00,7.102394e+02,2.800000e-01,1.300000e+00,1.300000e+01,2.252762e-01,3.147500e+02,False,False,6.275390e+02,8.409700e-01,3.690500e-02,3.441194e+02,1.115000e-12,5.655022e-02,1.374000e+04
Tetrao_urogallus,5.609293e+00,1.540306e+01,8.438692e+02,2.800000e-01,3.700000e+01,1.985000e+03,1.706426e-01,3.141500e+02,False,False,4.799453e+03,9.906100e-01,4.944000e-02,9.203226e+02,1.507000e-19,3.601411e-03,1.701000e+05
Mergus_serrator,9.567972e+00,1.933662e+01,1.026302e+03,2.800000e-01,4.650000e+01,9.080000e+02,2.075413e-01,3.138500e+02,False,False,1.880809e+04,9.653000e-01,2.259300e-02,9.500000e+03,6.053000e-14,8.001393e-03,4.308000e+05
Salmo_salar,6.388717e+02,3.389329e+03,9.782748e+03,2.000000e-01,1.600000e-01,1.240415e+04,1.926728e+01,2.831500e+02,True,False,1.613783e+02,4.175400e-01,2.977600e-02,1.395070e+01,8.075000e-09,5.846660e-04,1.063000e+06
Tringa_flavipes,4.274661e+00,6.971960e+00,9.376324e+02,2.800000e-01,1.150000e+01,8.065000e+01,4.266064e-02,3.141500e+02,False,False,8.744804e+03,9.940500e-01,3.912000e-02,6.626599e+03,4.304000e-13,3.543992e-02,6.092000e+03
Rhynchocyclus_fulvipectus,4.899480e+00,1.548010e+01,4.438996e+02,2.800000e-01,3.000000e+00,3.100000e+01,4.505523e-02,3.147500e+02,False,False,7.917105e+02,9.483800e-01,2.133000e-02,4.482641e+02,6.659000e-12,6.708567e-02,5.171000e+03
Rhynchophanes_mccownii,2.449740e+00,6.098230e+00,2.663398e+02,2.800000e-01,2.030000e+00,2.540000e+01,1.576933e-01,3.147500e+02,False,False,1.252346e+03,9.653000e-01,3.780900e-02,7.483992e+02,6.437000e-12,6.603134e-02,2.361000e+03
Circaetus_cinereus,1.009275e+01,2.698290e+01,4.011612e+02,2.800000e-01,1.000000e+02,2.048000e+03,1.698223e-02,3.116700e+02,False,False,6.605108e+03,9.954800e-01,8.060200e-02,1.241434e+03,2.982000e-11,5.639563e-03,2.103000e+05
Passer_domesticus,2.245595e+00,7.353481e+00,1.020969e+03,2.800000e-01,2.900000e+00,2.530000e+01,4.505523e-01,3.147500e+02,False,False,3.924509e+02,8.362000e-01,8.408500e-02,1.338039e+02,1.688000e-13,8.756598e-02,3.410000e+04
Pipilo_maculatus,2.653885e+00,6.667224e+00,4.882896e+02,2.800000e-01,8.000000e+00,3.900000e+01,9.011046e-02,3.147500e+02,False,False,1.351266e+03,9.054400e-01,7.049300e-02,5.691447e+02,3.982000e-13,1.376655e-01,2.039000e+04
Sterna_dougallii,6.876980e+00,9.913181e+00,1.238308e+03,2.800000e-01,1.480000e+01,1.120000e+02,4.150825e-02,3.138500e+02,False,False,4.735089e+03,9.948100e-01,9.046300e-02,2.043164e+03,1.137000e-13,2.669098e-02,1.097000e+04
