species,ab,ap,am,d_V,Wwb,Wwi,Ri,T_typical,metamorphosis,weaning,p_Am,kap,v,p_M,h_a,E_Hb_p,E_Hp
Platalea_regia,4.325449e+00,1.165574e+01,2.039056e+03,2.800000e-01,6.900000e+01,1.575000e+03,5.503527e-02,3.121500e+02,False,False,3.471970e+04,9.978400e-01,1.873900e-01,8.960223e+03,1.159000e-27,1.648999e-03,1.849000e+05
Neurergus_kaiseri,2.809903e+01,2.372361e+03,7.032787e+03,2.800000e-01,1.679028e-01,2.124173e+01,2.559441e-01,2.881500e+02,False,False,4.398383e+02,4.873600e-01,8.550300e-02,1.131245e+02,3.370000e-09,7.402863e-04,2.445000e+05
Macrobiotus_hufelandii,2.850000e+01,4.950000e+01,9.000000e+02,7.000000e-02,4.480000e-07,6.570000e-05,1.250000e-01,2.931500e+02,True,False,1.011610e+00,8.942000e-01,1.032000e-03,2.879000e+01,1.785000e-07,3.797151e-01,2.036000e-04
Phaethon_aethereus,9.872356e+00,2.373380e+01,1.035417e+03,2.800000e-01,5.000000e+01,8.500000e+02,2.034184e-02,3.116800e+02,False,False,4.679860e+03,9.940600e-01,4.492900e-02,1.269772e+03,2.373000e-12,1.179789e-02,6.452000e+04
Alopias_vulpinus,4.621314e+02,3.724236e+03,6.796051e+03,2.000000e-01,7.548833e+03,2.938000e+05,7.357214e-03,2.963500e+02,False,False,9.718533e+02,6.627600e-01,3.823000e-02,1.855490e+01,2.108000e-09,2.954145e-02,1.134000e+08
Sardinella_gibbosa,1.265535e+00,2.309602e+02,1.847682e+03,2.000000e-01,3.200000e-04,2.610000e+02,3.160718e+02,2.981500e+02,True,False,6.959666e+02,9.748600e-01,3.877600e-02,1.809591e+02,4.256000e-09,3.970614e-07,2.246000e+04
Quiscalus_major,2.653885e+00,7.761771e+00,6.170205e+02,2.800000e-01,6.630000e+00,1.112000e+02,9.011046e-02,3.147500e+02,False,False,2.186511e+03,9.743700e-01,4.910600e-02,8.874375e+02,4.109000e-14,4.769119e-02,6.865000e+03
Coccyzus_erythropthalmus,2.404063e+00,5.498788e+00,2.689463e+02,2.800000e-01,7.500000e+00,4.850000e+01,5.019590e-02,3.126500e+02,False,False,7.923558e+03,9.942900e-01,9.635000e-02,5.181056e+03,8.417000e-12,1.947076e-02,8.654000e+03
Pecten_maximus,2.393850e+00,6.947057e+02,1.384624e+04,9.000000e-02,1.155556e-06,2.222222e+02,3.033302e+04,2.861500e+02,True,False,5.820433e+01,8.865400e-01,3.021500e-02,4.905920e+01,9.121000e-09,7.857143e-08,3.234000e+03
Daphnia_pulex,5.780373e+00,1.298037e+01,5.400000e+01,1.700000e-01,1.529412e-04,1.000000e-02,7.000000e+00,2.931500e+02,False,False,5.208255e+02,4.378000e-01,4.889000e-02,1.599000e+03,7.909000e-05,6.622517e-02,3.926000e+00
Pterodroma_atrata,8.951822e+00,2.381185e+01,1.633708e+03,2.800000e-01,5.800000e+01,5.600000e+02,1.530262e-02,3.105500e+02,False,False,3.916806e+03,9.920500e-01,5.788100e-02,1.046165e+03,8.471000e-26,1.952149e-02,7.607000e+04
Mercenaria_mercenaria,7.500000e-01,2.227892e+03,7.426307e+04,9.000000e-02,2.200000e-08,1.366667e+02,5.318929e+04,2.881500e+02,True,False,1.773398e+00,9.805000e-01,2.288400e-02,4.727100e+00,1.153000e-11,7.389807e-09,1.452000e+02
Emydoidea_blandingii,2.235670e+01,2.926283e+03,2.129546e+04,3.000000e-01,8.000000e+00,5.000000e+03,3.305869e-02,2.901500e+02,False,False,2.243143e+02,9.022800e-01,4.143500e-02,1.460540e+01,8.022000e-10,6.992017e-03,5.512000e+05
Fenneropenaeus_chinensis,5.020758e+00,9.820683e+01,9.921714e+02,1.700000e-01,1.150000e-05,9.180000e+01,1.988395e+03,2.911500e+02,True,False,3.242806e+03,9.382700e-01,1.914800e-02,3.156154e+03,1.821000e-06,4.713163e-07,2.036000e+02
Setophaga_caerulescens,2.551812e+00,6.747576e+00,4.438996e+02,2.800000e-01,1.500000e+00,9.000000e+00,1.583691e-01,3.147500e+02,False,False,1.115929e+03,8.594500e-01,3.500900e-02,8.298741e+02,4.016000e-12,1.186542e-01,5.023000e+03
Charadrius_hiaticula,3.146849e+00,6.357918e+00,9.751377e+02,2.800000e-01,6.800000e+00,6.400000e+01,8.532128e-02,3.141500e+02,False,False,1.086486e+04,9.910500e-01,3.337400e-02,1.000243e+04,1.788000e-17,1.812532e-02,9.655000e+03
Aulacorhynchus_prasinus,2.644968e+00,9.216961e+00,9.423769e+02,2.800000e-01,7.000000e+00,1.300000e+02,5.252676e-02,3.120000e+02,False,False,5.078702e+03,9.933300e-01,2.927900e-02,2.994852e+03,3.605000e-13,1.416502e-02,7.575000e+03
Arremon_castaneiceps,2.858030e+00,9.060463e+00,4.438996e+02,2.800000e-01,4.260000e+00,3.500000e+01,4.505523e-02,3.147500e+02,False,False,9.877289e+02,9.615000e-01,4.839000e-02,4.640159e+02,1.808000e-12,7.452439e-02,6.991000e+03
Apteryx_mantelli,2.717927e+01,2.948539e+01,3.041406e+03,2.800000e-01,2.392500e+02,2.350000e+03,9.863860e-02,3.113200e+02,False,False,3.081686e+02,8.213900e-01,8.567700e-02,2.200450e+01,9.146000e-15,8.853119e-01,2.982000e+05
Perna_canaliculus,5.665630e+00,1.946224e+02,1.075477e+04,1.380000e-01,4.108007e-07,2.536232e+02,1.859639e+05,2.881500e+02,True,False,3.280993e+01,8.575600e-01,1.359100e-02,2.658900e+01,3.083000e-09,2.389861e-07,2.801000e+02
Coturnix_japonica,4.287045e+00,1.260360e+01,2.890991e+02,2.800000e-01,6.500000e+00,2.500000e+02,5.050171e+00,3.138500e+02,False,False,3.935599e+03,4.032400e-01,2.423500e-02,7.285121e+02,4.632000e-11,2.628369e-02,2.115000e+05
Calidris_minuta,8.415254e+00,1.072722e+01,6.891598e+02,2.800000e-01,4.200000e+00,2.500000e+01,1.706426e-01,3.141500e+02,False,False,5.170971e+03,9.772300e-01,3.573100e-02,4.937204e+03,6.311000e-14,4.632712e-02,6.970000e+03
Spizella_pusilla,2.449740e+00,5.474747e+00,5.054452e+02,2.800000e-01,1.200000e+00,1.228000e+01,1.630246e-01,3.136500e+02,False,False,1.660262e+03,9.554500e-01,2.809900e-02,1.488502e+03,5.985000e-12,1.167289e-01,8.028000e+02
Sterna_hirundo,7.175979e+00,1.060821e+01,1.590045e+03,2.800000e-01,1.250000e+01,1.200000e+02,5.188532e-02,3.138500e+02,False,False,2.565636e+03,9.918600e-01,5.463900e-02,1.041096e+03,1.287000e-13,4.259505e-02,8.285000e+03
Anas_sparsa,6.350846e+00,3.018806e+01,1.339614e+03,2.800000e-01,3.500000e+01,9.300000e+02,8.689072e-02,3.143500e+02,False,False,1.136851e+04,9.905800e-01,2.433000e-02,4.836547e+03,1.022000e-17,8.309750e-03,7.774000e+04
Anaxyrus_americanus,2.097296e+01,1.779170e+03,2.109836e+04,2.800000e-01,4.200000e-03,1.200000e+02,1.365035e+01,2.881500e+02,False,False,6.666641e+02,7.981000e-01,1.752800e-01,1.264292e+02,1.867000e-10,9.107045e-06,5.465000e+05
Numida_meleagris,6.909120e+00,3.278283e+01,5.781983e+02,2.800000e-01,2.580000e+01,1.578000e+03,1.867871e-01,3.138500e+02,False,False,4.997054e+03,9.640600e-01,1.926700e-02,1.433000e+03,1.205000e-11,1.874450e-03,6.818000e+05
Thripadectes_holostictus,3.062175e+00,1.072400e+01,6.658494e+02,2.800000e-01,5.000000e+00,4.560000e+01,2.252762e-02,3.147500e+02,False,False,1.377552e+03,9.682500e-01,4.231400e-02,6.789244e+02,3.167000e-13,7.158692e-02,5.413000e+03
Ambystoma_maculatum,1.009324e+02,2.971606e+03,1.548761e+04,2.800000e-01,4.200000e-03,1.284000e+01,2.066168e-01,2.901500e+02,False,False,4.320985e+01,9.620300e-01,2.146100e-02,1.941940e+01,6.220000e-10,3.742522e-03,2.474000e+02
Toxostoma_curvirostre,2.858030e+00,6.506520e+00,2.219498e+02,2.800000e-01,2.515456e+00,3.593700e+01,9.011046e-02,3.147500e+02,False,False,1.238485e+03,9.817400e-01,3.607500e-02,6.813889e+02,2.093000e-11,7.127223e-02,1.462000e+03
Pseudemys_texana,2.235670e+01,8.111366e+02,2.336002e+04,3.000000e-01,3.394675e+00,4.800000e+03,2.768833e-02,2.951500e+02,False,False,2.678430e+02,9.893300e-01,2.297900e-02,2.187700e+01,5.827000e-11,7.540970e-03,1.196000e+04
Ardenna_grisea,2.477375e+01,5.486653e+01,1.915136e+03,2.800000e-01,1.130000e+02,9.500000e+02,1.775331e-02,3.121500e+02,False,False,1.831358e+04,9.704600e-01,4.845700e-02,6.936458e+03,1.251000e-14,6.569390e-03,1.542000e+06
Mergus_merganser,8.969973e+00,1.873862e+01,7.131112e+02,2.800000e-01,4.150000e+01,1.445000e+03,2.075413e-01,3.138500e+02,False,False,3.236315e+03,9.797000e-01,5.537900e-02,5.996214e+02,1.173000e-12,8.783842e-03,2.327000e+05
Ciconia_maguari,4.421034e+00,1.422099e+01,1.097301e+03,2.800000e-01,1.380000e+02,3.800000e+03,5.707460e-02,3.126500e+02,False,False,1.032024e+04,9.872800e-01,1.990400e-02,2.827755e+03,2.266000e-12,3.064115e-02,1.045000e+05
Anthus_hellmayri,2.755957e+00,6.951721e+00,3.950707e+02,2.800000e-01,2.000000e+00,1.875000e+01,9.011046e-02,3.147500e+02,False,False,9.678621e+02,9.665000e-01,3.592600e-02,6.084946e+02,5.508000e-13,7.671489e-02,2.143000e+03
Hyperolius_viridiflavus,6.327677e+00,8.352534e+01,5.081125e+03,2.800000e-01,1.800000e-03,3.500000e+00,4.286453e+00,2.981500e+02,False,False,2.016008e+02,8.920700e-01,2.049300e-02,1.632701e+02,1.109000e-10,8.580858e-04,8.181000e+02
Cacomantis_merulinus,2.604402e+00,5.257023e+00,6.939550e+02,2.800000e-01,1.150000e+00,2.480000e+01,3.718215e-01,3.126500e+02,False,False,6.188868e+03,9.759200e-01,1.987900e-02,7.608577e+03,1.152000e-12,2.528798e-02,2.587000e+03
Agelaius_phoeniceus,2.449740e+00,6.827928e+00,8.877992e+02,2.800000e-01,3.150000e+00,3.960000e+01,1.182700e-01,3.147500e+02,False,False,1.740937e+03,9.628000e-01,4.246300e-02,9.514529e+02,1.597000e-16,6.196603e-02,3.886000e+03
Pleurobrachia_bachei,1.927096e+00,9.614066e+01,2.612285e+02,1.000000e-02,3.333333e-07,9.000000e+00,5.837801e+02,2.881500e+02,True,False,2.464862e+00,9.796600e-01,9.791100e-02,1.425290e+01,1.067400e-05,1.059908e-05,1.171800e+00
Amblyopsis_rosae,2.645403e+02,2.804127e+03,6.331621e+03,2.000000e-01,4.200000e-03,3.270642e+00,3.948436e-02,2.873500e+02,False,False,3.823698e+01,9.448000e-01,2.192100e-02,2.678800e+01,2.827000e-08,2.039711e-03,4.709000e+02
Cochlearius_cochlearius,7.193973e+00,1.308869e+01,6.239553e+02,2.800000e-01,2.430000e+01,6.020000e+02,5.205501e-02,3.126500e+02,False,False,6.274281e+03,9.971000e-01,1.201300e-01,1.506438e+03,4.742000e-12,5.562855e-03,3.349000e+04
Pleuroxus_aduncus,3.977981e+00,1.856391e+01,9.016757e+01,1.700000e-01,2.481991e-06,1.529412e-05,1.587687e-01,2.901500e+02,False,False,4.585915e+01,7.882000e-01,2.180000e-02,1.682000e+03,3.118000e-05,1.387812e-01,1.805000e-02
Anthus_spragueii,2.858030e+00,6.688944e+00,3.950707e+02,2.800000e-01,1.650000e+00,2.410000e+01,1.013743e-01,3.147500e+02,False,False,1.206516e+03,9.759500e-01,2.977800e-02,7.945338e+02,1.248000e-12,7.209744e-02,1.211000e+03
Bucephala_clangula,8.146149e+00,2.075843e+01,9.621281e+02,2.800000e-01,3.810000e+01,8.000000e+02,2.172268e-01,3.133500e+02,False,False,1.161669e+04,9.582100e-01,1.454000e-02,6.149172e+03,9.153000e-13,2.355627e-02,1.555000e+05
Zanda_latirostris,6.940726e+00,1.920242e+01,2.352516e+03,2.800000e-01,2.700000e+01,7.800000e+02,3.485631e-02,3.119500e+02,False,False,1.862537e+04,9.956800e-01,2.745000e-02,9.498517e+03,1.729000e-16,4.343116e-03,5.077000e+04
Anas_acuta,5.675349e+00,1.450395e+01,1.261355e+03,2.800000e-01,2.500000e+01,6.800000e+02,1.737814e-01,3.133500e+02,False,False,8.906884e+03,9.937900e-01,1.276500e-01,2.289950e+03,1.311000e-17,2.536694e-03,1.349000e+05
Pangasianodon_hypophthalmus,4.641682e-01,6.324294e+02,5.055722e+03,2.000000e-01,7.000000e-04,4.400000e+04,5.821956e+05,2.971500e+02,True,False,1.119505e+03,4.500000e-01,1.002800e-01,2.793160e+01,2.240000e-10,1.511787e-07,8.017000e+06
Geospiza_fortis,2.449740e+00,7.192777e+00,4.438996e+02,2.800000e-01,1.900000e+00,1.600000e+01,6.758285e-02,3.147500e+02,False,False,1.000971e+03,9.627500e-01,4.339800e-02,6.277666e+02,9.446000e-14,7.384454e-02,2.856000e+03
Poecilia_reticulata,1.857274e+01,6.765782e+01,6.052722e+02,2.000000e-01,2.700598e-03,1.074593e+00,2.878160e+00,2.991500e+02,False,False,8.357348e+01,5.085300e-01,9.553700e-03,5.901250e+01,6.650000e-07,6.349500e-02,8.103000e+01
Thraupis_episcopus,2.704921e+00,9.089779e+00,4.217046e+02,2.800000e-01,2.700000e+00,3.550000e+01,9.011046e-02,3.147500e+02,False,False,1.126448e+03,9.589600e-01,3.837500e-02,5.770398e+02,3.256000e-12,4.888929e-02,5.492000e+03
Acanthisitta_chloris,8.014527e+00,1.109715e+01,4.688162e+02,2.800000e-01,1.000000e+00,7.000000e+00,1.279819e-01,3.141500e+02,False,False,3.037650e+03,9.813200e-01,2.606900e-02,4.238578e+03,1.013000e-14,2.528452e-02,2.759000e+03
Ophiura_ophiura,5.243240e+00,1.919026e+03,2.870674e+03,9.000000e-02,5.236000e-07,1.186778e+01,3.356703e+02,2.831500e+02,True,False,4.903733e+00,9.000000e-01,6.507700e-02,3.383700e+00,1.174000e-06,3.122605e-05,4.698000e+00
Phaeognathus_hubrichti,8.000000e+01,3.010328e+03,1.154549e+04,2.800000e-01,1.790000e-01,1.400000e+01,1.365035e-02,2.881500e+02,False,False,7.550378e+01,7.299100e-01,2.618500e-02,2.563420e+01,3.897000e-09,2.308454e-02,1.514000e+04
Torpedo_marmorata,4.897260e+02,7.325017e+03,1.172131e+04,2.000000e-01,1.100000e+01,9.000000e+04,1.450350e-02,2.881500e+02,False,False,4.324396e+02,9.609000e-01,1.667000e-02,1.743000e+01,6.503000e-08,8.553402e-03,4.438000e+04
Tachycineta_stolzmanni,3.368392e+00,1.394901e+01,4.039487e+02,2.800000e-01,1.100000e+00,1.650000e+01,1.207480e-01,3.147500e+02,False,False,7.097924e+02,8.849700e-01,2.320300e-02,4.403400e+02,1.134000e-11,3.599031e-02,8.255000e+03
Arapaima_gigas,4.359145e+00,5.303627e+02,3.535751e+03,2.000000e-01,1.984954e-02,1.000000e+05,1.131301e+02,3.011500e+02,False,False,7.583351e+02,9.905000e-01,3.239000e-02,2.899000e+01,9.977000e-10,7.074570e-07,3.661000e+05
Cerorhinca_monocerata,1.345496e+01,1.939535e+01,1.358766e+03,2.800000e-01,5.450000e+01,5.441000e+02,2.075413e-02,3.138500e+02,False,False,7.954030e+03,9.937700e-01,2.896100e-02,3.411219e+03,7.515000e-15,3.059110e-02,3.282000e+04
Uria_aalge,9.268972e+00,1.190915e+01,2.062241e+03,2.800000e-01,7.040000e+01,9.920000e+02,2.075413e-02,3.138500e+02,False,False,1.096197e+04,9.968300e-01,3.544200e-02,4.014260e+03,1.417000e-17,7.886683e-02,7.254000e+03
Pelobates_varaldii,2.845398e+00,9.708208e+02,3.464403e+03,2.800000e-01,3.100000e-03,3.960000e+01,3.243884e+00,2.901500e+02,False,False,7.114557e+01,8.277900e-01,3.249400e-02,1.909340e+01,6.274000e-10,1.733820e-04,2.055000e+04
Falco_tinnunculus,6.193766e+00,1.057509e+01,1.359307e+03,2.800000e-01,1.460000e+01,1.840000e+02,7.879013e-02,3.120000e+02,False,False,5.525002e+03,9.924400e-01,1.110000e-01,1.985024e+03,2.939000e-13,1.435093e-02,2.519000e+04
Platalea_leucorodia,4.237174e+00,9.947087e+00,1.695458e+03,2.800000e-01,5.660000e+01,1.467000e+03,7.101325e-02,3.121500e+02,False,False,1.932428e+04,9.974800e-01,2.328000e-01,3.990557e+03,1.112000e-24,2.323204e-03,1.448000e+05
Dermatemys_mawii,9.625774e+01,1.333771e+03,1.997699e+03,3.000000e-01,3.120000e+01,2.200000e+04,2.262603e-01,3.011500e+02,False,False,5.841863e+02,7.996100e-01,1.259800e-02,3.138180e+01,8.179000e-09,2.180809e-03,5.044000e+06
Zenaida_macroura,2.403576e+00,1.436061e+01,1.517813e+03,2.800000e-01,5.000000e+00,1.100000e+02,2.062178e-01,3.137800e+02,False,False,1.238276e+04,9.791400e-01,4.508900e-02,8.886940e+03,5.799000e-17,1.489809e-03,1.570000e+05
Cinclus_cinclus,3.184662e+00,6.833152e+00,4.705336e+02,2.800000e-01,4.152000e+00,6.170000e+01,1.013743e-01,3.147500e+02,False,False,1.147807e+03,9.810700e-01,4.062200e-02,4.991484e+02,6.844000e-13,7.626204e-02,2.595000e+03
Pelobates_cultripes,5.690796e+00,9.736662e+02,3.464403e+03,2.800000e-01,3.100000e-03,4.000000e+01,4.789378e+00,2.901500e+02,False,False,5.188556e+01,7.084000e-01,1.559200e-02,1.235030e+01,1.295000e-09,2.077822e-04,2.994000e+04
Emberiza_citrinella,2.653885e+00,7.032073e+00,5.859475e+02,2.800000e-01,2.700000e+00,2.970000e+01,9.011046e-02,3.147500e+02,False,False,1.013732e+03,9.705900e-01,4.201800e-02,5.324807e+02,5.188000e-13,7.030400e-02,3.125000e+03
Sinosuthora_zappeyi,2.858030e+00,7.236218e+00,5.770695e+02,2.800000e-01,1.000000e+00,1.000000e+01,6.983561e-02,3.147500e+02,False,False,5.788640e+02,9.751700e-01,3.276600e-02,4.067523e+02,2.834000e-14,7.720644e-02,1.056000e+03
Lophophanes_cristatus,3.266320e+00,1.092815e+01,5.149236e+02,2.800000e-01,1.150000e+00,1.400000e+01,2.703314e-01,3.147500e+02,False,False,5.037371e+02,8.344200e-01,3.199300e-02,2.642743e+02,2.204000e-13,4.996689e-02,1.510000e+04
Xanthocephalus_xanthocephalus,2.449740e+00,6.827928e+00,7.990193e+02,2.800000e-01,3.300000e+00,3.800000e+01,9.011046e-02,3.147500e+02,False,False,1.637281e+03,9.657700e-01,4.555800e-02,8.829780e+02,5.229000e-14,6.694045e-02,3.896000e+03
Streptoprocne_biscutata,5.593270e+00,1.073317e+01,9.096060e+02,2.800000e-01,1.000000e+01,1.190000e+02,3.518007e-02,3.120500e+02,False,False,1.057516e+04,9.936500e-01,1.909300e-02,9.430147e+03,3.900000e-12,2.965058e-02,4.951000e+03
Ramphastos_sulfuratus,3.192203e+00,1.250253e+01,9.423769e+02,2.800000e-01,1.500000e+01,4.000000e+02,1.313169e-01,3.120000e+02,False,False,4.932456e+03,9.887300e-01,9.271300e-02,1.397063e+03,1.250000e-14,3.902230e-03,1.166000e+05
Peucaea_cassinii,2.449740e+00,5.733381e+00,4.660946e+02,2.800000e-01,1.600000e+00,1.810000e+01,9.011046e-02,3.147500e+02,False,False,9.855743e+02,9.793200e-01,4.014200e-02,6.198257e+02,4.143000e-12,7.860585e-02,1.162000e+03
Micrathene_whitneyi,6.516919e+00,1.101164e+01,7.530495e+02,2.800000e-01,5.000000e+00,4.600000e+01,9.295537e-02,3.126500e+02,False,False,1.650609e+03,9.863200e-01,9.224000e-02,7.044695e+02,1.069000e-13,2.583835e-02,1.163000e+04
Geochelone_elegans,5.766593e+01,1.676748e+03,3.934369e+03,3.000000e-01,3.500000e+01,6.600000e+03,1.729375e-01,3.021500e+02,False,False,1.110786e+02,5.450200e-01,4.020600e-02,3.455600e+00,2.394000e-10,6.800387e-03,2.069000e+07
Otis_tarda,4.345662e+00,8.988233e+00,1.420902e+03,2.800000e-01,8.850000e+01,3.816000e+03,4.979232e-02,3.134000e+02,False,False,1.543109e+04,9.957200e-01,2.354600e-02,4.577563e+03,1.359000e-20,3.545777e-02,1.693000e+04
Synthliboramphus_scrippsi,9.717471e+00,9.981489e+00,7.227479e+02,2.800000e-01,2.440000e+01,1.661000e+02,4.150825e-02,3.141500e+02,False,False,1.941350e+02,9.656800e-01,1.096000e-01,3.683800e+01,3.308000e-14,9.204473e-01,6.260000e+03
Thryothorus_ludovicianus,3.021346e+00,7.472504e+00,4.083877e+02,2.800000e-01,1.400000e+00,1.830000e+01,9.686875e-02,3.147500e+02,False,False,9.413464e+02,9.696200e-01,2.784000e-02,6.426447e+02,1.078000e-12,7.015743e-02,1.461000e+03
Bubo_bengalensis,9.503841e+00,1.760907e+01,3.691512e+03,2.800000e-01,4.880000e+01,2.992000e+03,4.647769e-02,3.126500e+02,False,False,9.676370e+03,9.979700e-01,8.110000e-02,1.805671e+03,2.060000e-21,3.328025e-03,5.652000e+04
Tolmomyias_sulphurescens,4.082900e+00,1.247443e+01,4.438996e+02,2.800000e-01,1.500000e+00,1.750000e+01,7.884665e-02,3.147500e+02,False,False,6.297470e+02,9.426400e-01,2.214100e-02,3.998011e+02,5.121000e-12,5.866736e-02,3.842000e+03
Limosa_haemastica,3.902952e+00,5.829594e+00,1.593975e+03,2.800000e-01,2.100000e+01,3.000000e+02,8.532128e-02,3.141500e+02,False,False,1.873356e+04,9.937400e-01,3.596300e-02,1.201904e+04,1.015000e-13,3.989389e-02,7.728000e+03
Passerculus_sandwichensis,2.551812e+00,1.106496e+01,4.438996e+02,2.800000e-01,1.400000e+00,2.800000e+01,7.118727e-02,3.147500e+02,False,False,4.732997e+03,8.441900e-01,2.761700e-02,3.924901e+03,1.517000e-13,4.163992e-02,3.427000e+03
Zootoca_vivipara,3.806684e+01,9.570785e+02,4.600151e+03,3.000000e-01,1.900000e-01,5.000000e+00,1.863548e-02,2.868500e+02,False,False,5.162430e+02,7.251500e-01,2.376500e-02,3.444866e+02,1.533000e-07,3.551373e-02,6.375000e+03
Porphyrio_martinica,5.272736e+00,1.447185e+01,3.890640e+02,2.800000e-01,1.340000e+01,2.150000e+02,1.219594e-01,3.127500e+02,False,False,1.428642e+03,9.772100e-01,9.528000e-02,3.587703e+02,1.639000e-11,1.478504e-02,8.583000e+04
Leucogeranus_leucogeranus,5.809820e+00,1.700977e+01,1.947171e+03,2.800000e-01,1.217000e+02,5.283200e+03,3.718215e-02,3.126500e+02,False,False,1.427001e+04,9.962500e-01,3.934000e-02,3.144826e+03,1.491000e-14,6.494176e-03,1.202000e+05
Ardenna_carneipes,2.388897e+01,3.947549e+01,1.701091e+03,2.800000e-01,9.900000e+01,9.000000e+02,1.775331e-02,3.121500e+02,False,False,4.913851e+03,9.904300e-01,8.264600e-02,1.087364e+03,3.599000e-14,1.180696e-02,2.673000e+05
Anas_diazi,6.909120e+00,2.658428e+01,9.805420e+02,2.800000e-01,3.180000e+01,1.200000e+03,2.172268e-01,3.143500e+02,False,False,1.229274e+04,9.841400e-01,4.250400e-02,4.822138e+03,2.867000e-15,4.810127e-03,1.896000e+05
Calidris_bairdii,8.214891e+00,1.052686e+01,1.350191e+03,2.800000e-01,6.100000e+00,3.800000e+01,8.532128e-02,3.141500e+02,False,False,1.342456e+04,9.920100e-01,4.610700e-02,1.402057e+04,3.827000e-19,2.225532e-02,7.050000e+03
Trichiurus_lepturus_japonicus,2.704494e+00,1.857045e+02,6.681688e+03,2.000000e-01,4.250000e-04,5.000000e+03,7.205925e+02,2.911500e+02,True,False,1.377926e+03,9.661300e-01,2.288100e-02,2.673848e+02,1.019000e-08,1.709501e-06,3.105000e+03
Procambarus_virginalis,4.500000e+01,2.650000e+02,1.154000e+03,1.700000e-01,5.300000e-03,3.000000e+01,8.035714e+00,2.931500e+02,False,False,2.612714e+02,8.423800e-01,1.168600e-02,1.191478e+02,4.167000e-07,1.998312e-03,4.739000e+02
Crinia_georgiana,9.775128e+01,1.346445e+03,5.754712e+03,2.800000e-01,1.035714e-02,4.285714e+00,1.737706e-01,2.851500e+02,False,False,6.956839e+02,8.590000e-01,5.556000e-02,4.687000e+02,5.200000e-07,4.585409e-03,1.686000e+03
Thalassarche_melanophrys,1.499887e+01,3.252099e+01,2.345043e+03,2.800000e-01,1.758000e+02,3.170000e+03,1.876298e-02,3.127500e+02,False,False,5.992402e+03,9.898900e-01,1.699400e-02,1.546033e+03,1.071000e-13,2.893468e-02,1.286000e+05
Falco_berigora,6.636178e+00,1.148693e+01,1.370730e+03,2.800000e-01,3.100000e+01,6.814000e+02,4.902497e-02,3.120000e+02,False,False,1.100627e+04,9.938500e-01,3.310100e-02,4.609987e+03,1.378000e-12,2.959338e-02,1.451000e+04
Aeronautes_saxatalis,5.593270e+00,1.213496e+01,5.685038e+02,2.800000e-01,1.700000e+00,3.800000e+01,7.563714e-02,3.120500e+02,False,False,4.507700e+03,9.939600e-01,2.634300e-02,4.017641e+03,1.196000e-11,6.735002e-03,3.317000e+03
Setophaga_citrina,2.449740e+00,5.550956e+00,3.639977e+02,2.800000e-01,1.900000e+00,1.030000e+01,1.621988e-01,3.147500e+02,False,False,1.589967e+03,8.926200e-01,3.536200e-02,1.290097e+03,6.164000e-12,1.529814e-01,3.069000e+03
Calotriton_asper,9.857291e+01,3.926138e+03,2.487917e+04,2.800000e-01,4.020000e-02,1.400000e+01,2.612627e-02,2.831500e+02,False,False,8.690360e+01,8.481100e-01,1.131100e-01,3.119870e+01,1.872000e-09,7.994718e-03,5.680000e+03
Lissotriton_vulgaris,5.375850e+01,1.343963e+03,1.569748e+04,2.800000e-01,8.200000e-03,5.200000e+00,4.459314e-01,2.931500e+02,False,False,1.625909e+02,6.103600e-01,6.083900e-02,6.217980e+01,2.854000e-09,5.645161e-03,4.030000e+03
Chasmistes_liorus,1.754565e+01,4.286988e+03,3.130924e+04,2.000000e-01,4.200000e-03,3.559000e+03,8.432015e+01,2.861500e+02,True,False,4.019026e+03,8.880400e-01,2.709900e-02,7.406216e+02,1.362000e-09,4.569357e-08,2.069000e+06
Atherina_presbyter,4.174714e+01,5.075802e+02,3.924371e+03,2.000000e-01,2.200000e-03,7.040000e+01,8.791218e+00,2.851500e+02,True,False,1.214038e+02,6.546000e-01,2.951000e-02,3.583000e+01,5.235000e-07,8.332532e-04,4.162000e+03
