species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,1-kap,v,s_p_M,s_Hb_bj,s_Hbj_p,E_Hp,k_J,1/s_M,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C,data_split
Geronticus_eremita,5.001552e+00,1.599782e+03,2.800000e-01,3.700000e+01,1.141900e+03,1.202000e+03,6.169591e-02,3.137500e+02,False,3.083773e+03,3.801000e-02,3.762100e-02,8.479892e-01,1.000000e+00,2.422343e-02,7.179000e+04,2.736200e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Gerrhosaurus_validus,4.015379e+01,2.412301e+03,3.000000e-01,1.100000e+01,1.111879e+02,6.539100e+02,2.852048e-02,3.031500e+02,False,2.792896e+02,4.587000e-02,2.273300e-02,1.281256e-01,1.000000e+00,5.922890e-02,3.294000e+04,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,train
Gerygone_flavolateralis,3.674610e+00,2.175108e+02,2.800000e-01,1.137000e+00,6.783000e+00,7.140000e+00,4.730799e-02,3.147500e+02,False,4.347380e+02,3.352000e-02,2.542300e-02,6.916189e-01,1.000000e+00,1.030797e-01,1.104000e+03,1.408000e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Gerygone_igata,3.906603e+00,2.635673e+02,2.800000e-01,1.180000e+00,7.410000e+00,7.800000e+00,1.461258e-01,3.126500e+02,False,1.701267e+02,1.249400e-01,3.622200e-02,3.561033e-01,1.000000e+00,1.580696e-01,5.719000e+03,3.632600e-03,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Gila_intermedia,4.987017e+00,1.159137e+03,2.000000e-01,1.200000e-03,3.661240e+00,7.160000e+02,7.657675e+00,2.861500e+02,True,5.205566e+02,1.520000e-02,2.070800e-02,1.768393e-03,9.993614e-01,1.007722e-04,1.554000e+02,2.000000e-03,9.997911e-01,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,test
Girardinus_creolus,1.680417e+01,5.476360e+02,2.000000e-01,1.600000e-02,6.648078e-01,1.210000e+00,5.478091e-01,3.006500e+02,True,2.734881e+02,1.419400e-01,1.902900e-02,1.112239e-01,2.236186e-01,2.149167e-02,1.381000e+03,2.000000e-03,6.702595e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Girardinus_denticulatus,1.680417e+01,5.476360e+02,2.000000e-01,1.230000e-02,5.443526e-01,1.400000e+00,5.478091e-01,3.006500e+02,True,1.696486e+02,1.148700e-01,1.493900e-02,4.715774e-02,1.383753e-01,7.661403e-02,4.306000e+02,2.000000e-03,5.771559e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,val
Girardinus_falcatus,1.500373e+01,5.476360e+02,2.000000e-01,8.400000e-03,3.548648e-01,7.800000e-01,5.478091e-01,3.006500e+02,True,1.863785e+02,1.212600e-01,1.191200e-02,5.407393e-02,1.324178e-01,6.714027e-02,3.308000e+02,2.000000e-03,5.760740e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,test
Girardinus_metallicus,1.680417e+01,5.476360e+02,2.000000e-01,6.700000e-03,2.668951e-01,7.500000e-01,9.586659e-01,3.006500e+02,True,2.674184e+02,1.474300e-01,7.189200e-03,3.846886e-02,3.076845e-02,2.782254e-01,3.550000e+02,2.000000e-03,3.904502e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Girardinus_microdactylus,1.680417e+01,5.476360e+02,2.000000e-01,1.380000e-02,8.224455e-01,1.360000e+00,5.478091e-01,3.006500e+02,True,2.623343e+02,1.044900e-01,1.046900e-02,5.841333e-02,5.474853e-02,1.238874e-01,6.179000e+02,2.000000e-03,4.545484e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Girardinus_uninotatus,1.680417e+01,5.476360e+02,2.000000e-01,3.440000e-02,9.001816e-01,1.450000e+00,6.847614e-01,3.006500e+02,True,3.944165e+02,3.288900e-01,1.407900e-02,1.015337e-01,1.709045e-01,5.638991e-02,3.529000e+03,2.000000e-03,6.393477e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Glaniopsis_hanitschi,1.004219e+01,2.022289e+03,2.000000e-01,1.000000e-03,6.000000e-01,7.000000e+00,1.317319e+00,2.971500e+02,True,1.159689e+01,1.000000e-01,2.500000e-02,3.064916e-02,7.272375e-01,1.753000e-03,4.417000e+02,3.000000e-04,9.025922e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,test
Glaucidium_brasilianum,5.205697e+00,7.061480e+02,2.800000e-01,7.000000e+00,6.935000e+01,7.300000e+01,9.714677e-02,3.133500e+02,False,1.226872e+03,1.205300e-01,2.321800e-02,8.122316e-01,1.000000e+00,6.787824e-02,2.201000e+04,2.206000e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Glaucostegus_cemiculus,9.308963e+01,3.119266e+03,2.000000e-01,2.382365e+02,2.390797e+04,1.128000e+05,4.488236e-02,2.985500e+02,False,6.073292e+02,2.637000e-02,3.727600e-02,1.235285e-01,1.000000e+00,5.543847e-03,8.256000e+05,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Globicephala_macrorhynchus,1.635685e+02,5.152407e+03,3.000000e-01,3.700000e+04,3.910000e+05,5.930000e+05,2.445459e-03,3.101500e+02,False,7.449805e+02,7.630000e-02,1.329300e-02,5.788144e-01,1.000000e+00,5.697689e-02,8.091000e+07,6.536900e-04,1.000000e+00,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Globicephala_melas,1.008299e+02,4.907055e+03,3.000000e-01,7.500000e+04,6.073000e+05,1.100000e+06,2.445459e-03,3.101500e+02,False,8.058366e+02,8.952000e-02,1.440000e-02,4.960272e-01,1.000000e+00,7.959732e-02,1.490000e+08,5.817400e-04,1.000000e+00,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Gloydius_blomhoffii,1.008760e+02,3.331884e+03,3.000000e-01,5.900000e+00,5.041711e+01,3.903270e+02,3.313441e-02,2.971500e+02,False,1.715183e+02,2.475100e-01,2.107800e-02,3.195719e-01,1.000000e+00,3.652089e-02,2.058000e+05,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Glyptemys_insculpta,4.086132e+01,3.516393e+04,3.000000e-01,4.500000e+00,6.187103e+02,1.600000e+03,2.047552e-02,2.881500e+02,False,1.981166e+02,1.978400e-01,6.502400e-02,4.586888e-01,1.000000e+00,4.090970e-03,1.484000e+06,1.316400e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,train
Glyptemys_muhlenbergii,4.571433e+01,1.213508e+04,3.000000e-01,4.972450e+00,1.091552e+02,2.470000e+02,9.888690e-03,2.951500e+02,False,1.332003e+02,1.532200e-01,1.138800e-01,5.386295e-01,1.000000e+00,1.213778e-02,5.066000e+05,7.646500e-04,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,train
Glyptocephalus_kitaharae,9.741005e+00,6.666500e+03,2.000000e-01,6.600000e-05,3.030000e+01,3.026000e+02,9.000225e+02,2.910500e+02,True,4.925883e+01,1.911500e-01,1.498400e-02,8.563419e-02,1.092886e-01,1.698999e-05,2.598000e+04,2.000000e-03,4.785624e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,train
Glyptocephalus_stelleri,3.558105e+01,3.733787e+04,2.000000e-01,6.600000e-05,1.346000e+02,1.500000e+03,6.251812e+01,2.779500e+02,True,5.592224e+01,2.050000e-02,2.247900e-02,5.526509e-02,1.134332e-02,3.136465e-05,1.341000e+04,2.000000e-03,2.252609e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,train
Gobio_gobio,2.187988e+01,4.259283e+03,2.000000e-01,5.200000e-04,5.180000e+00,9.660000e+01,1.282845e+01,2.891500e+02,True,1.622008e+02,3.165000e-02,1.089800e-02,1.891647e-02,9.994344e-01,3.973034e-05,4.450000e+02,2.000000e-03,9.998144e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,train
Gobionotothen_gibberifrons,3.933312e+02,5.742636e+04,2.000000e-01,4.200000e-03,5.122000e+02,1.770000e+03,3.716064e+01,2.725500e+02,True,8.728690e+03,5.751800e-01,1.628600e-02,5.668781e-02,2.679258e-01,1.133734e-06,1.331000e+06,2.000000e-03,6.654279e-01,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,train
Gobiosoma_bosc,2.116685e+00,7.725899e+02,2.000000e-01,2.200000e-04,1.000000e-01,1.860000e+00,4.659652e+01,3.001500e+02,False,4.487661e+01,4.089300e-01,3.231000e-02,2.903053e-02,1.000000e+00,1.746046e-03,3.414000e+02,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,train
Goniurosaurus_kuroiwae,1.729790e+01,1.473204e+03,3.000000e-01,3.172914e-01,9.682966e+00,2.018000e+01,1.900619e-02,2.981500e+02,False,8.264752e+01,5.316000e-02,5.271700e-02,3.802148e-01,1.000000e+00,2.128529e-02,5.384000e+03,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Gopherus_agassizii,4.796528e+01,1.587497e+04,3.000000e-01,2.750000e+01,1.229000e+03,2.473000e+03,3.164731e-02,2.971500e+02,False,9.198365e+01,4.725500e-01,4.085200e-02,2.362328e-01,1.000000e+00,1.163621e-02,1.204000e+07,1.373200e-04,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Gopherus_morafkai,4.796528e+01,2.022289e+04,3.000000e-01,2.240000e+01,2.207524e+03,4.200000e+03,2.057075e-02,2.971500e+02,False,9.908214e+01,1.475500e-01,3.194200e-02,3.587725e-01,1.000000e+00,4.196141e-03,4.976000e+06,2.223300e-04,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,test
Gopherus_polyphemus,8.428097e+01,4.170971e+04,3.000000e-01,3.890000e+01,2.780000e+03,5.500000e+03,2.808699e-02,2.971500e+02,False,1.783910e+02,2.564800e-01,2.074300e-02,4.184534e-01,1.000000e+00,5.343300e-03,9.030000e+06,3.769700e-04,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,train
Grallaricula_ferrugineipectus,3.470465e+00,2.219498e+02,2.800000e-01,2.300000e+00,1.565600e+01,1.648000e+01,4.505523e-02,3.147500e+02,False,9.539165e+02,3.086000e-02,2.952000e-02,7.491525e-01,1.000000e+00,1.093009e-01,1.602000e+03,2.722900e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,val
Grampus_griseus,1.045807e+02,3.940032e+03,3.000000e-01,2.000000e+04,1.791807e+05,4.250000e+05,4.494464e-03,3.086500e+02,False,1.613590e+03,1.776900e-01,2.165000e-02,8.283758e-01,1.000000e+00,3.761468e-02,1.308000e+08,2.000000e-03,1.000000e+00,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,test
Graptemys_ouachitensis,2.832546e+01,9.404684e+03,3.000000e-01,2.763000e+00,6.585003e+02,2.763000e+03,1.714040e-01,2.951500e+02,False,2.759438e+02,2.755100e-01,1.980400e-02,1.939868e-01,1.000000e+00,7.613964e-03,6.932000e+05,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,test
Graptemys_pseudogeographica,2.310761e+01,6.837420e+03,3.000000e-01,8.500000e+00,1.123393e+03,1.800000e+03,1.009591e-01,3.001500e+02,False,1.070971e+02,2.602800e-01,4.414100e-02,3.206104e-01,1.000000e+00,4.033070e-03,4.173000e+06,2.690800e-04,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,test
Grus_americana,5.809820e+00,1.188564e+03,2.800000e-01,1.372000e+02,6.601075e+03,6.948500e+03,4.038488e-02,3.135500e+02,False,4.161559e+03,4.350000e-02,4.028500e-02,9.092498e-01,1.000000e+00,1.550129e-02,3.890000e+05,2.234300e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,val
Grus_japonensis,6.551073e+00,1.355489e+03,2.800000e-01,1.342000e+02,4.987500e+03,5.250000e+03,3.718215e-02,3.126500e+02,False,4.242186e+03,3.182000e-01,2.873800e-02,9.843484e-01,1.000000e+00,1.453214e-02,2.800000e+06,1.834300e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,train
Grus_monacha,6.010159e+00,1.290942e+03,2.800000e-01,8.930000e+01,3.353500e+03,3.530000e+03,3.718215e-02,3.126500e+02,False,6.422370e+03,4.393000e-02,3.194700e-02,9.098971e-01,1.000000e+00,2.121495e-02,1.177000e+05,5.276400e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,val
Grus_virgo,5.869922e+00,1.337134e+03,2.800000e-01,7.340000e+01,1.940375e+03,2.042500e+03,4.038488e-02,3.135500e+02,False,3.272331e+03,9.672000e-02,4.306900e-02,9.417437e-01,1.000000e+00,2.736408e-02,3.881000e+05,2.211300e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,val
Gygis_alba,7.349220e+00,1.698474e+03,2.800000e-01,1.600000e+01,1.187500e+02,1.250000e+02,2.113662e-02,3.140500e+02,False,1.357646e+03,1.618000e-01,1.714000e-02,9.550075e-01,1.000000e+00,8.079318e-02,4.337000e+04,2.303200e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Gymnarchus_niloticus,1.709617e+00,1.248020e+03,2.000000e-01,5.500000e-02,3.440000e+02,1.850000e+04,1.104149e+01,3.051500e+02,True,1.147724e+03,2.680000e-03,4.186100e-02,2.121713e-03,5.236723e-02,1.462372e-03,1.661000e+03,2.000000e-03,3.813261e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,train
Gymnocephalus_cernuus,2.187988e+01,3.726873e+03,2.000000e-01,5.230000e-04,6.532144e-01,2.250000e+02,3.756500e+02,2.891500e+02,True,5.128690e+01,5.468100e-01,3.255800e-02,1.157383e-02,7.593335e-03,8.289003e-03,3.910000e+04,1.270800e-03,1.991612e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,train
Gymnocharacinus_bergii,7.291188e+00,1.995963e+03,2.000000e-01,1.400000e-03,4.471704e-01,4.400000e+00,6.012136e-01,2.941500e+02,True,8.040382e+02,8.190000e-03,1.753800e-02,6.493386e-03,9.998768e-01,6.919011e-04,1.173000e+01,2.000000e-03,9.999642e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,val
Gymnorhinus_cyanocephalus,3.368392e+00,6.480934e+02,2.800000e-01,6.260000e+00,9.975000e+01,1.050000e+02,8.560494e-02,3.147500e+02,False,1.355096e+03,4.423000e-02,3.626500e-02,8.308552e-01,1.000000e+00,3.545577e-02,1.481000e+04,2.122100e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,train
Gymnosarda_unicolor,1.561536e+00,3.799738e+03,2.000000e-01,6.000000e-04,5.000000e+03,2.276000e+05,1.052704e+05,2.996500e+02,True,6.738740e+02,3.427800e-01,2.147300e-02,1.637332e-02,3.810836e-01,2.220636e-07,2.452000e+06,2.000000e-03,7.252166e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Gymnotus_carapo,8.274264e+00,1.691260e+03,2.000000e-01,2.600000e-03,4.530000e+01,1.200000e+03,4.607660e+01,2.976500e+02,True,1.023030e+02,2.916000e-02,1.971300e-02,2.773718e-02,3.675573e-01,1.339468e-04,3.912000e+03,2.000000e-03,7.172513e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,train
Gypaetus_barbatus,1.138108e+01,2.054917e+03,2.800000e-01,1.250000e+02,5.866250e+03,6.175000e+03,2.919826e-02,3.131500e+02,False,3.157583e+03,3.010000e-02,2.105700e-02,8.242499e-01,1.000000e+00,2.048366e-02,1.530000e+05,2.033700e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,train
Gyps_africanus,1.122797e+01,1.012047e+03,2.800000e-01,2.000000e+02,5.890000e+03,6.200000e+03,1.946550e-02,3.131500e+02,False,2.673896e+03,4.116000e-02,2.724400e-02,8.926258e-01,1.000000e+00,2.473796e-02,3.301000e+05,1.608800e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,train
Gyps_coprotheres,1.143212e+01,1.541188e+03,2.800000e-01,1.300000e+02,8.098750e+03,8.525000e+03,1.946550e-02,3.131500e+02,False,3.122654e+03,1.604000e-02,2.034700e-02,8.291182e-01,1.000000e+00,1.362685e-02,1.147000e+05,1.770500e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,train
Gyps_rueppellii,1.122797e+01,2.126839e+03,2.800000e-01,1.000000e+02,8.075000e+03,8.500000e+03,1.946550e-02,3.131500e+02,False,3.195344e+03,2.596000e-02,1.887500e-02,9.074010e-01,1.000000e+00,1.057692e-02,1.768000e+05,1.859900e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,test
Gyrinophilus_gulolineatus,2.924275e+01,1.316411e+04,2.800000e-01,1.720000e-03,6.838169e+00,1.040000e+01,1.686403e-02,2.861500e+02,False,4.638468e+03,5.300000e-04,1.785500e-02,6.422169e-02,1.000000e+00,1.561214e-05,2.965000e+01,2.000000e-03,1.000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,train
Gyrinophilus_palleucus,2.408489e+01,1.084221e+04,2.800000e-01,1.720000e-03,6.868217e+00,3.290000e+01,2.047552e-02,2.881500e+02,False,7.144627e+01,1.240000e-03,5.105100e-02,1.507703e-01,1.000000e+00,2.094258e-04,6.026000e+01,2.000000e-03,1.000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,test
Haematopus_bachmani,5.307770e+00,2.034384e+03,2.800000e-01,3.250000e+01,5.209800e+02,5.484000e+02,5.706888e-02,3.140500e+02,False,2.381793e+03,5.499000e-02,3.851500e-02,8.396607e-01,1.000000e+00,4.790039e-02,6.144000e+04,2.487400e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,test
Haematopus_moquini,6.736785e+00,1.655894e+03,2.800000e-01,3.400000e+01,6.365000e+02,6.700000e+02,4.227325e-02,3.140500e+02,False,1.553490e+03,2.952000e-02,3.115200e-02,7.253448e-01,1.000000e+00,4.443075e-02,4.058000e+04,1.461700e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,train
Haematopus_ostralegus,5.205697e+00,2.048577e+03,2.800000e-01,3.200000e+01,4.560000e+02,4.800000e+02,6.340987e-02,3.140500e+02,False,2.185365e+03,5.708000e-02,3.424500e-02,8.091914e-01,1.000000e+00,5.259077e-02,5.288000e+04,2.389100e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,train
Haemorhous_mexicanus,2.858030e+00,5.149236e+02,2.800000e-01,1.300000e+00,2.479500e+01,2.610000e+01,2.703314e-01,3.147500e+02,False,1.122493e+03,6.356000e-02,2.715300e-02,7.179647e-01,1.000000e+00,3.914963e-02,4.304000e+03,2.786000e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,val
Hafferia_fortis,2.653885e+00,3.995097e+02,2.800000e-01,4.800000e+00,3.325000e+01,3.500000e+01,4.505523e-02,3.147500e+02,False,1.389245e+03,4.796000e-02,5.544800e-02,8.593419e-01,1.000000e+00,1.003687e-01,7.052000e+03,2.950800e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,val
Halcyon_smyrnensis,4.749488e+00,3.513295e+02,2.800000e-01,1.470000e+01,8.683000e+01,9.140000e+01,1.017563e-01,3.131500e+02,False,2.496615e+03,1.863900e-01,4.735400e-02,8.074196e-01,1.000000e+00,1.212185e-01,4.727000e+04,3.812900e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Haliaeetus_albicilla,8.369945e+00,1.566523e+03,2.800000e-01,9.000000e+01,5.293400e+03,5.572000e+03,3.893101e-02,3.131500e+02,False,3.459314e+03,4.523000e-02,3.074800e-02,9.011726e-01,1.000000e+00,1.237681e-02,3.795000e+05,1.616200e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Haliaeetus_pelagicus,8.472017e+00,9.324539e+02,2.800000e-01,1.100000e+02,7.490750e+03,7.885000e+03,3.893101e-02,3.131500e+02,False,2.657937e+03,1.126000e-02,3.145900e-02,6.387584e-01,1.000000e+00,1.427557e-02,9.856000e+04,1.307900e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,train
Halobaena_caerulea,1.020725e+01,1.357174e+03,2.800000e-01,4.400000e+01,2.375000e+02,2.500000e+02,1.842063e-02,3.125500e+02,False,1.747175e+03,2.843300e-01,2.203800e-02,9.375621e-01,1.000000e+00,1.590214e-01,1.635000e+05,1.945300e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,train
Halosauropsis_macrochir,8.319028e+01,6.832002e+04,2.000000e-01,1.800000e-03,1.840220e+01,5.170000e+02,1.317330e+01,2.764500e+02,False,2.792113e+03,9.358000e-02,5.035800e-02,2.218499e-03,1.000000e+00,2.361865e-05,3.388000e+03,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Harengula_humeralis,3.260833e+00,1.190204e+03,2.000000e-01,2.400000e-03,1.500000e+01,1.252000e+02,5.041152e+02,2.998500e+02,True,3.044669e+02,6.740300e-01,2.575800e-02,5.550755e-02,7.828768e-01,1.196170e-04,7.050000e+04,2.000000e-03,9.227046e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,val
Harengula_jaguana,2.855310e+00,5.210940e+02,2.000000e-01,2.400000e-03,5.380000e+00,1.012000e+02,2.993702e+02,3.013500e+02,True,2.834052e+02,4.074000e-01,2.422100e-02,1.766138e-02,8.637099e-01,3.093331e-04,9.986000e+03,2.000000e-03,9.533831e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,train
Harpia_harpyja,1.143212e+01,8.630652e+02,2.800000e-01,1.250000e+02,7.885000e+03,8.300000e+03,1.946550e-02,3.131500e+02,False,2.452071e+03,2.254000e-02,2.256900e-02,8.785619e-01,1.000000e+00,1.160087e-02,2.305000e+05,1.249800e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,val
Helix_pomatia,2.500000e+01,7.300000e+03,1.500000e-01,1.400000e-02,2.194880e+01,5.000000e+01,1.780822e-01,2.931500e+02,True,6.553112e+01,3.137000e-02,3.069500e-02,1.754807e-01,5.198157e-01,9.913202e-04,2.189000e+03,2.000000e-03,8.101859e-01,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,train
Heloderma_suspectum,5.946027e+02,6.102126e+03,3.000000e-01,1.996956e+01,2.048256e+02,7.000000e+02,4.262449e-02,2.991500e+02,False,1.012370e+03,1.032200e-01,2.973100e-02,9.792948e-02,1.000000e+00,4.094262e-02,1.220000e+05,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Hemibagrus_baramensis,9.003341e+00,2.022289e+03,2.000000e-01,1.800000e-03,2.900000e+01,3.220000e+02,1.384570e+02,2.971500e+02,True,4.041188e+01,1.000000e-01,2.500000e-02,4.198943e-02,2.039134e-02,2.493819e-03,1.537000e+04,2.000000e-03,2.750752e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Hemidactylus_turcicus,3.638031e+01,1.377678e+03,3.000000e-01,3.680000e-01,2.500000e+00,5.500000e+00,1.302935e-02,2.981500e+02,False,9.856150e+01,1.471600e-01,3.852200e-02,1.519394e-01,1.000000e+00,1.302952e-01,3.083000e+03,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Hemimysis_speluncola,1.967972e+01,4.225351e+02,1.700000e-01,9.941176e-05,9.176471e-04,3.270588e-03,1.641284e-01,2.931500e+02,True,6.114346e+01,1.000000e-01,9.420400e-03,9.164116e-03,6.289385e-02,9.579487e-01,6.825000e-01,2.000000e-03,5.059357e-01,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,train
Hemiphaga_novaeseelandiae,4.892995e+00,9.698484e+02,2.800000e-01,1.860000e+01,5.605000e+02,5.900000e+02,2.062178e-02,3.137800e+02,False,5.320848e+03,8.150000e-03,1.408800e-02,6.938878e-01,1.000000e+00,4.246725e-02,1.374000e+03,1.003300e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,train
