species,ab,ap,am,d_V,Wwb,Wwi,Ri,T_typical,metamorphosis,weaning,p_Am,kap,v,p_M,h_a,E_Hb_p,E_Hp,class_other,class_Actinopterygii,class_Aves,class_Mammalia,class_Reptilia,class_Amphibia,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C
Lissotriton_vulgaris,5.375850e+01,1.343963e+03,1.569748e+04,2.800000e-01,8.200000e-03,5.200000e+00,4.459314e-01,2.931500e+02,False,False,1.625909e+02,6.103600e-01,6.083900e-02,6.217980e+01,2.854000e-09,5.645161e-03,4.030000e+03,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True
Lithobates_catesbeianus,2.116685e+00,1.279617e+03,5.840000e+03,2.800000e-01,1.800000e-03,8.000000e+02,4.542798e+01,2.831500e+02,False,False,8.534509e+02,9.556200e-01,3.113700e-02,1.501758e+02,3.925000e-09,5.594082e-07,2.163000e+05,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True
Lonchura_oryzivora,2.858030e+00,1.489805e+01,2.663398e+02,2.800000e-01,2.000000e+00,2.480000e+01,1.126381e-01,3.147500e+02,False,False,8.776346e+02,8.763800e-01,2.777500e-02,4.679899e+02,2.748000e-11,4.167795e-02,1.329000e+04,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Lophochroa_leadbeateri,5.881971e+00,1.492104e+01,4.418139e+03,2.800000e-01,1.200000e+01,3.920000e+02,5.733862e-02,3.119500e+02,False,False,1.428995e+04,9.957200e-01,4.220600e-02,7.477816e+03,4.636000e-29,3.075053e-03,3.291000e+04,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
Lophophanes_cristatus,3.266320e+00,1.092815e+01,5.149236e+02,2.800000e-01,1.150000e+00,1.400000e+01,2.703314e-01,3.147500e+02,False,False,5.037371e+02,8.344200e-01,3.199300e-02,2.642743e+02,2.204000e-13,4.996689e-02,1.510000e+04,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Lophotibis_cristata,4.060625e+00,1.254833e+01,8.618110e+02,2.800000e-01,3.640000e+01,5.830000e+02,5.325993e-02,3.121500e+02,False,False,1.911326e+04,9.910300e-01,3.095000e-02,1.045700e+04,2.203000e-13,1.055779e-02,7.225000e+04,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Loxioides_bailleui,3.388807e+00,1.261949e+01,5.770695e+02,2.800000e-01,2.600000e+00,3.760000e+01,4.505523e-02,3.147500e+02,False,False,1.170183e+03,9.674800e-01,2.697300e-02,6.599796e+02,3.301000e-13,4.894929e-02,3.569000e+03,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Loxops_coccineus,3.062175e+00,9.629457e+00,4.438996e+02,2.800000e-01,1.200000e+00,1.040000e+01,3.379142e-02,3.147500e+02,False,False,7.900466e+02,9.643400e-01,2.853300e-02,6.068288e+02,3.482000e-13,7.554698e-02,1.554000e+03,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Lumbricus_rubellus,2.897842e+01,8.772919e+01,2.065010e+03,1.600000e-01,8.000000e-03,3.810000e+00,9.716591e-02,2.956500e+02,False,False,3.455621e+02,9.850200e-01,2.336700e-02,3.716324e+02,4.751000e-09,3.641052e-03,3.878000e+01,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False
Lybius_torquatus,4.092310e+00,9.412495e+00,7.424787e+02,2.800000e-01,8.000000e+00,5.320000e+01,6.128122e-02,3.120000e+02,False,False,7.668760e+03,9.798400e-01,2.169200e-02,7.629516e+03,3.727000e-13,4.065918e-02,1.335000e+04,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True
Macrochelys_temminckii,4.670403e+01,2.827351e+03,1.777086e+04,3.000000e-01,2.994233e+00,5.850000e+04,1.186774e-01,2.971500e+02,False,False,5.024430e+02,9.844500e-01,9.558400e-03,2.577460e+01,1.686000e-10,5.342321e-04,1.706000e+05,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
Macronectes_giganteus,2.404358e+01,3.916714e+01,2.647393e+03,2.800000e-01,2.110000e+02,5.400000e+03,1.775331e-02,3.121500e+02,False,False,7.452854e+03,9.965000e-01,7.490600e-02,1.080320e+03,2.364000e-16,7.242438e-03,2.281000e+05,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True
Macroramphosus_gracilis,9.481282e+00,7.978863e+02,2.662052e+03,2.000000e-01,3.800000e-04,3.320000e+01,2.605133e+01,2.891500e+02,False,False,1.105432e+02,8.500000e-01,5.755000e-02,3.289400e+01,1.082000e-07,7.957093e-05,3.123000e+03,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Macroramphosus_scolopax,9.481282e+00,7.978863e+02,3.194463e+03,2.000000e-01,3.800000e-04,2.720000e+01,2.399465e+01,2.891500e+02,False,False,1.096012e+02,8.500000e-01,5.712500e-02,3.460920e+01,5.943000e-08,8.292350e-05,2.928000e+03,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Macrothrix_triserialis,8.295022e-01,2.160254e+00,9.758849e+00,1.700000e-01,1.002573e-05,3.588235e-05,4.627379e+00,3.021500e+02,False,False,1.208741e+02,4.651000e-01,2.409600e-02,2.251172e+03,3.601000e-05,1.337246e-01,1.278000e-01,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Magumma_parva,2.858030e+00,9.425312e+00,4.217046e+02,2.800000e-01,1.200000e+00,1.030000e+01,6.758285e-02,3.147500e+02,False,False,5.369891e+02,9.502900e-01,3.363700e-02,3.532189e+02,4.460000e-13,6.790803e-02,3.088000e+03,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Malacochersus_tornieri,6.198902e+01,1.414021e+03,5.002519e+03,3.000000e-01,1.500000e+01,4.702000e+02,2.070957e-02,3.001500e+02,False,False,4.298408e+02,3.769700e-01,1.515100e-02,3.418720e+01,2.323000e-10,1.653951e-02,2.569000e+06,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
Malurus_splendens,2.755957e+00,6.769296e+00,6.658494e+02,2.800000e-01,3.300000e+00,3.000000e+01,1.351657e-01,3.147500e+02,False,False,1.228439e+03,9.488300e-01,4.385800e-02,6.506892e+02,1.321000e-12,8.582117e-02,5.346000e+03,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Mannophryne_trinitatis,1.111259e+01,4.074618e+01,1.158885e+03,2.800000e-01,2.240000e-02,1.900000e+00,6.212870e-02,3.001500e+02,False,False,1.497347e+02,9.757200e-01,2.084000e-02,1.502089e+02,2.806000e-09,2.539868e-02,9.406000e+01,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True
Manorina_melanophrys,3.164247e+00,7.177586e+00,6.037035e+02,2.800000e-01,2.500000e+00,2.550000e+01,4.505523e-02,3.147500e+02,False,False,8.004390e+02,9.871400e-01,3.440700e-02,4.447264e+02,2.522000e-12,8.811303e-02,9.767000e+02,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Mareca_americana,4.079601e+00,1.921434e+01,9.805420e+02,2.800000e-01,2.400000e+01,7.100000e+02,1.955041e-01,3.143500e+02,False,False,2.537409e+03,9.829000e-01,5.931300e-02,5.505318e+02,2.773000e-14,2.019065e-02,6.399000e+04,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True
Mareca_strepera,4.079601e+00,2.488987e+01,1.288975e+03,2.800000e-01,2.200000e+01,7.300000e+02,2.172268e-01,3.143500e+02,False,False,1.991886e+04,9.872100e-01,3.145200e-02,9.962556e+03,3.518000e-16,3.630759e-03,1.476000e+05,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True
Margarops_fuscatus,2.858030e+00,6.506520e+00,7.546294e+02,2.800000e-01,5.000000e+00,1.004800e+02,5.406628e-02,3.147500e+02,False,False,1.751820e+03,9.926000e-01,4.281600e-02,7.292943e+02,1.311000e-14,5.703732e-02,1.313000e+03,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Masius_chrysopterus,4.491190e+00,1.032877e+01,4.438996e+02,2.800000e-01,1.400000e+00,1.174000e+01,4.505523e-02,3.147500e+02,False,False,5.952374e+02,9.703400e-01,1.943100e-02,4.588724e+02,4.735000e-12,1.005850e-01,9.914000e+02,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Mecistops_cataphractus,3.248272e+01,2.919485e+03,1.295687e+04,3.000000e-01,1.504945e+02,6.850000e+04,5.418227e-02,2.981500e+02,False,False,5.724653e+02,8.665700e-01,3.359500e-02,1.856960e+01,1.001000e-10,8.385744e-04,4.293000e+07,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Megaceryle_alcyon,4.088753e+00,9.151744e+00,8.579962e+02,2.800000e-01,1.100000e+01,1.516000e+02,9.848528e-02,3.127500e+02,False,False,4.546192e+03,9.903700e-01,1.292100e-01,1.566329e+03,8.171000e-15,1.452483e-02,2.336000e+04,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
Megascops_asio,7.059996e+00,1.133366e+01,1.113438e+03,2.800000e-01,1.100000e+01,1.641000e+02,7.901207e-02,3.126500e+02,False,False,1.796281e+04,9.961700e-01,1.107200e-01,9.717614e+03,5.159000e-17,4.339265e-03,2.641000e+04,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
Megascops_choliba,7.059996e+00,1.148103e+01,1.113438e+03,2.800000e-01,1.200000e+01,1.480000e+02,4.182992e-02,3.126500e+02,False,False,1.284062e+04,9.970400e-01,9.224000e-02,6.843024e+03,6.183000e-16,6.929404e-03,1.459000e+04,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Megascops_kennicottii,7.059996e+00,1.118629e+01,1.021996e+03,2.800000e-01,1.401000e+01,1.940000e+02,7.436430e-02,3.126500e+02,False,False,1.762723e+04,9.954800e-01,8.058500e-02,9.929581e+03,2.374000e-15,6.534777e-03,2.401000e+04,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Megascops_trichopsis,7.059996e+00,1.089156e+01,1.113438e+03,2.800000e-01,1.200000e+01,9.440000e+01,6.506876e-02,3.126500e+02,False,False,7.291183e+03,9.932300e-01,9.224000e-02,3.744091e+03,8.716000e-16,1.458754e-02,1.685000e+04,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Melampitta_lugubris,5.613987e+00,1.838370e+01,7.990193e+02,2.800000e-01,5.200000e+00,4.275000e+01,2.252762e-02,3.147500e+02,False,False,9.589419e+02,9.394700e-01,2.157900e-02,5.083209e+02,1.843000e-12,8.710569e-02,7.957000e+03,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Melanerpes_formicivorus,3.096883e+00,7.478212e+00,9.823565e+02,2.800000e-01,4.700000e+00,7.900000e+01,1.715874e-01,3.120000e+02,False,False,1.287681e+04,9.905300e-01,6.422000e-02,9.493760e+03,1.303000e-18,5.778240e-03,1.921000e+04,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True
Melanitta_deglandi,1.122034e+01,1.956912e+01,1.003267e+03,2.800000e-01,5.450000e+01,1.361000e+03,2.346335e-01,3.141500e+02,False,False,7.661311e+02,9.628300e-01,1.837400e-01,7.863780e+01,7.727000e-14,3.638101e-02,3.139000e+05,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
Melanitta_perspicillata,1.122034e+01,1.828469e+01,4.453754e+02,2.800000e-01,4.380000e+01,8.590000e+02,1.493122e-01,3.141500e+02,False,False,1.153479e+04,9.862300e-01,5.236300e-02,3.729700e+03,5.938000e-12,5.550497e-03,2.416000e+05,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
Meleagris_gallopavo,4.966471e+00,1.379507e+01,5.984529e+02,2.800000e-01,4.700000e+01,1.500000e+04,2.389495e-01,3.143500e+02,False,False,1.050335e+04,9.960800e-01,2.012500e-02,1.832415e+03,1.226000e-12,3.921133e-03,3.601000e+04,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Melospiza_lincolnii,2.653885e+00,6.667224e+00,3.373637e+02,2.800000e-01,1.690000e+00,1.830000e+01,9.686875e-02,3.147500e+02,False,False,8.507980e+02,9.729900e-01,3.586800e-02,5.234716e+02,1.367000e-11,7.231135e-02,1.683000e+03,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
Melospiza_melodia,2.858030e+00,6.141671e+00,5.016066e+02,2.800000e-01,2.400000e+00,3.500000e+01,2.252762e-01,3.147500e+02,False,False,1.298089e+03,9.583500e-01,3.261200e-02,7.333313e+02,4.773000e-12,8.135657e-02,2.639000e+03,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
Melozone_aberti,2.858030e+00,7.418642e+00,3.817537e+02,2.800000e-01,3.630000e+00,4.600000e+01,1.013743e-01,3.147500e+02,False,False,1.064923e+03,9.738300e-01,4.482400e-02,4.820369e+02,4.579000e-12,6.117704e-02,4.129000e+03,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Melozone_crissalis,2.245595e+00,5.164387e+00,5.681915e+02,2.800000e-01,1.220000e+01,4.700000e+01,9.011046e-02,3.147500e+02,False,False,1.613533e+03,9.098300e-01,1.047500e-01,6.104121e+02,2.962000e-14,1.760595e-01,2.690000e+04,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
Menura_novaehollandiae,1.020725e+01,2.735515e+01,7.945803e+02,2.800000e-01,4.100000e+01,6.802000e+02,2.252762e-02,3.147500e+02,False,False,1.660294e+03,9.720500e-01,2.043300e-02,4.435223e+02,4.443000e-12,6.190476e-02,2.646000e+04,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True
Mergus_merganser,8.969973e+00,1.873862e+01,7.131112e+02,2.800000e-01,4.150000e+01,1.445000e+03,2.075413e-01,3.138500e+02,False,False,3.236315e+03,9.797000e-01,5.537900e-02,5.996214e+02,1.173000e-12,8.783842e-03,2.327000e+05,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
Mergus_serrator,9.567972e+00,1.933662e+01,1.026302e+03,2.800000e-01,4.650000e+01,9.080000e+02,2.075413e-01,3.138500e+02,False,False,1.880809e+04,9.653000e-01,2.259300e-02,9.500000e+03,6.053000e-14,8.001393e-03,4.308000e+05,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True
Merops_apiaster,4.193593e+00,9.708637e+00,4.619980e+02,2.800000e-01,4.850000e+00,5.660000e+01,8.636402e-02,3.127500e+02,False,False,6.135532e+03,9.909800e-01,7.682800e-02,3.776750e+03,1.182000e-12,1.137631e-02,1.148000e+04,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Merops_bulocki,4.822632e+00,8.619875e+00,4.619980e+02,2.800000e-01,2.500000e+00,3.480000e+01,9.090949e-02,3.127500e+02,False,False,8.815749e+03,9.947300e-01,7.879200e-02,6.808983e+03,3.746000e-13,8.701299e-03,4.081000e+03,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Merops_orientalis,2.935515e+00,7.817685e+00,4.619980e+02,2.800000e-01,3.153000e+00,2.500000e+01,5.303054e-02,3.127500e+02,False,False,5.669600e+03,9.901800e-01,4.577400e-02,5.230527e+03,2.716000e-12,2.313959e-02,4.542000e+03,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Merops_pusillus,3.983913e+00,8.233209e+00,4.619980e+02,2.800000e-01,2.500000e+00,1.480000e+01,6.666696e-02,3.127500e+02,False,False,4.442605e+03,9.831300e-01,4.111000e-02,4.643975e+03,2.437000e-12,3.868303e-02,4.237000e+03,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Merops_viridis,4.822632e+00,1.024727e+01,4.619980e+02,2.800000e-01,4.170000e+00,3.230000e+01,6.060633e-02,3.127500e+02,False,False,7.140457e+03,9.892600e-01,5.468300e-02,6.144010e+03,1.627000e-12,1.740263e-02,8.832000e+03,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Mesitornis_variegatus,4.163338e+00,6.953312e+00,6.400999e+02,2.800000e-01,5.000000e+00,1.070000e+02,1.237307e-01,3.137800e+02,False,False,4.892656e+03,9.900800e-01,2.461800e-02,3.252398e+03,1.457000e-33,3.067535e-02,3.687000e+03,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Micrathene_whitneyi,6.516919e+00,1.101164e+01,7.530495e+02,2.800000e-01,5.000000e+00,4.600000e+01,9.295537e-02,3.126500e+02,False,False,1.650609e+03,9.863200e-01,9.224000e-02,7.044695e+02,1.069000e-13,2.583835e-02,1.163000e+04,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Microbates_cinereiventris,2.653885e+00,8.309044e+00,1.864378e+02,2.800000e-01,8.000000e-01,9.000000e+00,1.841633e-01,3.147500e+02,False,False,4.602407e+02,9.271900e-01,3.627400e-02,2.945204e+02,2.778000e-11,5.643661e-02,4.086000e+03,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Microcarbo_africanus,3.001332e+00,8.402601e+00,6.928285e+02,2.800000e-01,1.200000e+01,5.130000e+02,7.101325e-02,3.121500e+02,False,False,2.391491e+04,9.984300e-01,1.054000e-01,9.882604e+03,1.300000e-15,1.444253e-03,2.323000e+04,False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True
Microcarbo_coronatus,4.086020e+00,8.706326e+00,1.204580e+03,2.800000e-01,1.360000e+01,7.900000e+02,6.226238e-02,3.138500e+02,False,False,2.350616e+04,9.989300e-01,7.388100e-02,9.399925e+03,4.421000e-19,1.420987e-03,1.601000e+04,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Microcarbo_niger,3.830643e+00,7.394879e+00,1.204580e+03,2.800000e-01,1.260000e+01,4.270000e+02,6.226238e-02,3.138500e+02,False,False,1.604992e+04,9.981400e-01,5.747900e-02,7.449115e+03,3.432000e-18,5.020808e-03,8.891000e+03,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Micromonacha_lanceolata,4.245787e+00,7.135750e+00,4.688162e+02,2.800000e-01,3.840000e+00,2.700000e+01,4.266064e-02,3.141500e+02,False,False,3.086414e+03,9.946900e-01,5.208700e-02,2.215825e+03,5.676000e-13,3.012566e-02,2.467000e+03,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Microspingus_torquatus,2.266009e+00,5.732075e+00,3.995097e+02,2.800000e-01,1.460000e+00,1.100000e+01,6.758285e-02,3.147500e+02,False,False,1.151115e+03,9.709900e-01,3.824600e-02,8.932476e+02,1.351000e-12,8.984587e-02,1.103000e+03,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Milvus_migrans,1.282324e+01,1.847473e+01,1.125159e+03,2.800000e-01,5.200000e+01,8.500000e+02,5.332580e-02,3.141500e+02,False,False,2.081536e+04,9.956900e-01,7.065800e-02,7.844085e+03,5.916000e-18,5.691882e-03,9.756000e+04,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True
Milvus_milvus,1.262288e+01,1.827436e+01,1.781502e+03,2.800000e-01,5.200000e+01,1.150000e+03,5.119277e-02,3.141500e+02,False,False,1.549324e+04,9.964000e-01,6.222200e-02,4.997399e+03,2.279000e-19,6.072700e-03,6.740000e+04,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True
Mimus_polyglottos,2.490569e+00,7.051181e+00,8.877992e+02,2.800000e-01,4.590000e+00,4.781000e+01,2.083804e-01,3.147500e+02,False,False,1.560156e+03,9.030800e-01,5.017600e-02,6.994717e+02,1.113000e-16,7.109897e-02,1.647000e+04,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False
Mionectes_macconnelli,2.858030e+00,8.513189e+00,4.882896e+02,2.800000e-01,1.500000e+00,1.350000e+01,5.631904e-02,3.147500e+02,False,False,8.586183e+02,9.549000e-01,3.394400e-02,5.872750e+02,3.868000e-12,7.500948e-02,2.637000e+03,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Mionectes_oleagineus,2.858030e+00,1.015501e+01,4.882896e+02,2.800000e-01,1.700000e+00,1.000000e+01,5.631904e-02,3.147500e+02,False,False,5.678505e+02,8.922600e-01,4.340100e-02,3.398191e+02,3.064000e-12,9.029689e-02,8.791000e+03,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Mobula_birostris,2.353896e+02,2.078642e+03,1.154801e+04,2.000000e-01,9.000000e+03,3.000000e+06,1.298925e-03,2.981500e+02,False,False,1.648053e+03,9.735700e-01,1.335400e-01,1.718710e+01,1.244000e-10,2.622378e-02,1.001000e+08,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False
Mohoua_novaeseelandiae,3.470465e+00,1.040260e+01,6.658494e+02,2.800000e-01,1.400000e+00,1.300000e+01,6.758285e-02,3.147500e+02,False,False,7.832505e+02,9.394000e-01,2.472200e-02,5.649459e+02,4.028000e-14,7.296182e-02,2.907000e+03,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True
Moina_micrura,6.404136e-01,1.589565e+00,3.796606e+00,1.700000e-01,2.823529e-06,2.205882e-05,3.409624e+00,2.981500e+02,False,False,2.665575e+02,7.263500e-01,2.808400e-02,1.056153e+04,3.270000e-03,1.261457e-01,2.073000e-02,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
Moina_weismanni,4.990321e-01,1.164408e+00,7.540929e+00,1.700000e-01,1.167795e-05,1.529412e-04,1.599871e+01,3.021500e+02,False,False,2.198408e+02,4.623000e-01,2.597400e-02,2.795786e+03,1.065000e-04,1.535917e-01,1.058000e-01,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Molgula_complanata,3.670268e+01,2.805133e+02,1.913783e+03,6.000000e-02,2.450000e-05,1.570000e+00,4.777622e+00,2.831500e+02,False,False,1.737933e+01,9.000000e-01,1.898800e-02,1.596240e+01,1.021000e-05,1.340328e-02,1.954000e-01,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Molothrus_aeneus,2.449740e+00,6.827928e+00,2.663398e+02,2.800000e-01,4.500000e+00,5.690000e+01,3.829695e-01,3.147500e+02,False,False,1.607922e+03,8.735600e-01,5.455500e-02,6.515219e+02,5.196000e-12,6.003795e-02,2.635000e+04,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True
Molothrus_ater,2.245595e+00,5.164387e+00,7.501904e+02,2.800000e-01,2.960000e+00,3.760000e+01,8.109942e-01,3.147500e+02,False,False,1.383121e+03,8.560900e-01,5.363600e-02,6.044904e+02,3.908000e-16,7.442815e-02,1.705000e+04,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True
Molothrus_bonariensis,2.347667e+00,6.725855e+00,3.995097e+02,2.800000e-01,4.500000e+00,4.700000e+01,3.829695e-01,3.147500e+02,False,False,1.646998e+03,8.294500e-01,5.550400e-02,6.785390e+02,2.541000e-13,7.066667e-02,3.150000e+04,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,True
Molothrus_rufoaxillaris,2.245595e+00,6.623783e+00,3.995097e+02,2.800000e-01,3.300000e+00,4.800000e+01,3.829695e-01,3.147500e+02,False,False,4.020508e+03,9.132400e-01,2.903400e-02,2.790249e+03,7.098000e-13,6.578874e-02,3.607000e+03,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,True
Morelia_spilota,3.051402e+01,3.840891e+02,3.465036e+03,3.000000e-01,3.040000e+01,1.590000e+04,1.696952e-01,3.011500e+02,False,False,8.087166e+02,9.487100e-01,5.491300e-02,4.413190e+01,3.968000e-10,3.258537e-03,1.435000e+06,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Morphnus_guianensis,1.070443e+01,2.864516e+01,9.911041e+02,2.800000e-01,5.100000e+01,1.750000e+03,3.396447e-02,3.116700e+02,False,False,2.362651e+03,9.941200e-01,8.060200e-02,3.450657e+02,1.127000e-12,6.319785e-03,1.304000e+05,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Morus_bassanus,6.635845e+00,2.206804e+01,2.106649e+03,2.800000e-01,8.000000e+01,4.000000e+03,1.775331e-02,3.121500e+02,False,False,3.018754e+04,9.979200e-01,2.025600e-02,1.167988e+04,6.423000e-13,4.102814e-03,6.147000e+04,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Morus_capensis,8.982380e+00,4.774963e+01,3.890047e+02,2.800000e-01,7.000000e+01,2.665000e+03,2.056530e-02,3.137500e+02,False,False,2.408473e+03,9.954400e-01,2.405100e-02,4.422108e+02,1.384000e-10,2.568952e-02,2.596000e+04,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Morus_serrator,6.790167e+00,2.345694e+01,1.858808e+03,2.800000e-01,9.100000e+01,3.500000e+03,1.775331e-02,3.121500e+02,False,False,2.313485e+04,9.968900e-01,1.791000e-02,8.908724e+03,1.180000e-12,6.537658e-03,7.183000e+04,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
Motacilla_aguimp,2.653885e+00,8.126620e+00,3.906317e+02,2.800000e-01,2.000000e+00,2.500000e+01,8.785770e-02,3.147500e+02,False,False,1.218182e+03,9.639000e-01,3.356400e-02,7.479496e+02,4.023000e-12,5.707615e-02,2.784000e+03,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Motacilla_alba,2.653885e+00,7.396922e+00,6.081425e+02,2.800000e-01,2.320000e+00,2.720000e+01,1.126381e-01,3.147500e+02,False,False,1.045683e+03,9.595400e-01,4.232400e-02,5.629978e+02,1.189000e-14,6.292671e-02,4.189000e+03,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True
Motacilla_citreola,2.347667e+00,6.725855e+00,4.438996e+02,2.800000e-01,1.000000e+00,1.800000e+01,1.126381e-01,3.147500e+02,False,False,1.098367e+03,9.784900e-01,2.997000e-02,7.710316e+02,2.228000e-12,4.597959e-02,9.800000e+02,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Motacilla_clara,2.653885e+00,8.491469e+00,3.906317e+02,2.800000e-01,2.000000e+00,2.500000e+01,5.406628e-02,3.147500e+02,False,False,1.105971e+03,9.720200e-01,3.794700e-02,6.503878e+02,7.797000e-13,5.475372e-02,2.619000e+03,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
