species,ab,ap,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,weaning,foetus,p_Am,kap,v,p_M,h_a,E_Hb,E_Hp,Wwj,E_Hj,Wwx,E_Hx,class_other,class_Actinopterygii,class_Aves,class_Mammalia,class_Reptilia,class_Amphibia,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C
Macrochelys_temminckii,4.670403e+01,2.827351e+03,1.777086e+04,3.000000e-01,2.994233e+00,8.000000e+03,5.850000e+04,1.186774e-01,2.971500e+02,False,False,False,5.024430e+02,9.844500e-01,9.558400e-03,2.577460e+01,1.686000e-10,9.114000e+01,1.706000e+05,,,,,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
Ctenophorus_adelaidensis,1.046268e+01,4.240748e+01,6.294838e+02,3.000000e-01,5.800000e-01,2.500000e+00,5.400000e+00,1.429743e-02,3.031500e+02,False,False,False,2.481703e+02,9.083800e-01,1.718300e-02,1.577668e+02,5.139000e-08,2.476000e+02,2.572000e+03,,,,,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Zootoca_vivipara,3.806684e+01,9.570785e+02,4.600151e+03,3.000000e-01,1.900000e-01,2.200000e+00,5.000000e+00,1.863548e-02,2.868500e+02,False,False,False,5.162430e+02,7.251500e-01,2.376500e-02,3.444866e+02,1.533000e-07,2.264000e+02,6.375000e+03,,,,,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Heteronotia_binoei_EA6,2.947668e+01,5.573285e+01,5.475000e+03,3.000000e-01,1.599166e-01,1.795292e+00,3.169125e+00,2.514441e-02,2.991500e+02,False,False,False,5.326876e+01,9.352500e-01,8.300000e-03,4.243940e+01,3.678000e-09,5.921000e+01,7.151000e+02,,,,,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Bimastos_rubidus,1.722827e+01,6.010045e+01,2.065010e+03,1.600000e-01,2.500000e-02,2.700000e-01,4.000000e-01,4.357171e-01,2.956500e+02,False,False,False,5.934821e+02,3.469100e-01,5.365000e-02,4.328040e+02,1.066000e-09,6.211000e+01,2.317000e+03,,,,,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False
Pseudemys_texana,2.235670e+01,8.111366e+02,2.336002e+04,3.000000e-01,3.394675e+00,1.233301e+02,4.800000e+03,2.768833e-02,2.951500e+02,False,False,False,2.678430e+02,9.893300e-01,2.297900e-02,2.187700e+01,5.827000e-11,9.019000e+01,1.196000e+04,,,,,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False
Argopecten_purpuratus,4.839344e+00,9.289326e+01,2.678307e+03,9.000000e-02,1.482222e-06,1.777778e+00,2.137778e+02,6.084888e+05,2.891500e+02,True,False,False,5.186611e+01,9.719000e-01,3.876000e-02,5.168000e+01,5.544000e-08,2.859000e-06,7.557000e+01,1.088889e-05,4.535000e-04,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Cyprinodon_variegatus,3.796606e+00,3.699081e+01,6.057942e+02,2.000000e-01,1.200000e-03,3.690562e-01,7.910156e+00,3.961741e+00,2.996500e+02,True,False,False,7.220810e+01,9.924500e-01,3.984100e-02,1.016582e+02,9.394000e-09,3.941000e-02,3.541000e+01,1.711262e-02,1.499000e+00,,,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
Coptodon_rendalli,3.238711e+00,2.215386e+02,3.364434e+03,2.900000e-01,5.925926e-03,1.021639e+02,2.500000e+03,9.344944e+02,3.011500e+02,False,False,False,2.959681e+02,8.503000e-01,5.516600e-02,2.252550e+01,8.487000e-10,2.151000e+00,4.374000e+05,,,,,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
Crotalus_horridus,1.628349e+02,3.244636e+03,1.329577e+04,3.000000e-01,2.250000e+01,2.466857e+02,1.625000e+03,2.271399e-02,2.991500e+02,False,False,False,2.112742e+02,5.436600e-01,1.049100e-01,1.064260e+01,5.745000e-10,1.143000e+05,3.735000e+06,,,,,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Rhyacotriton_olympicus,9.579247e+02,1.520262e+04,3.884917e+04,2.800000e-01,1.925772e-03,1.304976e-01,8.000000e-01,6.177738e-03,2.801500e+02,False,False,False,1.799041e+01,8.032400e-01,7.902500e-03,1.712280e+01,1.551000e-08,3.811000e+00,2.286000e+02,3.758192e-02,5.637000e+01,,,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
Hydromedusa_maximiliani,1.904553e+02,2.465530e+03,2.527861e+04,3.000000e-01,7.800000e+00,2.296191e+02,5.200000e+02,1.186774e-02,2.971500e+02,False,False,False,9.775492e+01,8.260100e-01,1.557600e-02,1.240880e+01,1.215000e-11,7.704000e+03,6.023000e+05,,,,,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Pacifastacus_leniusculus,1.284527e+02,2.999127e+03,1.913783e+04,1.700000e-01,3.500000e-02,2.900000e+01,8.940000e+01,3.657678e-01,2.831500e+02,False,False,False,2.098752e+02,9.136200e-01,4.727000e-02,5.661740e+01,1.419000e-08,3.236100e+00,9.641000e+03,,,,,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
Carcharhinus_obscurus,1.126370e+03,1.535784e+04,2.846295e+04,2.000000e-01,2.222621e+03,6.078343e+04,3.470000e+05,1.405336e-02,2.861500e+02,False,False,True,8.743432e+02,7.006600e-01,3.237500e-02,1.665110e+01,6.451000e-09,4.366000e+05,2.351000e+07,,,,,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Mytilaster_minimus,1.100000e+00,1.831000e+02,3.650000e+03,9.000000e-02,3.645000e-07,1.500000e-02,5.000000e-01,1.400000e+03,2.931500e+02,True,False,False,1.272596e+00,8.678000e-01,4.576000e-02,1.928000e+01,1.011000e-10,1.281000e-04,2.401000e+00,9.765625e-04,3.704000e-01,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Claudius_angustatus,6.011293e+01,9.440507e+02,2.846280e+03,3.000000e-01,3.800000e+00,1.185000e+02,4.000000e+02,3.393904e-02,3.011500e+02,False,False,False,5.079112e+01,8.674500e-01,4.379700e-02,6.367700e+00,3.786000e-10,3.742000e+03,2.097000e+05,,,,,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Lepidochelys_olivacea,2.235670e+01,6.205000e+03,1.825000e+04,3.000000e-01,1.700000e+01,4.490000e+04,4.000000e+04,1.780822e-01,2.931500e+02,False,False,False,9.719230e+02,8.942900e-01,5.756400e-02,3.238500e+01,3.273000e-10,4.785000e+03,2.554000e+07,,,,,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True
Aneides_aeneus,1.763279e+02,6.062884e+03,1.569748e+04,2.800000e-01,1.410000e-02,1.946806e+00,7.200000e+00,5.351176e-02,2.881500e+02,False,False,False,1.072346e+02,7.703500e-01,2.077300e-02,5.196790e+01,8.366000e-09,1.800000e+01,1.537000e+04,,,,,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
Eulimnadia_texana,4.435841e-01,2.217920e+00,9.758849e+00,1.700000e-01,3.600000e-06,3.351602e-03,4.580000e-02,2.161935e+03,3.021500e+02,False,False,False,5.994046e+02,8.565000e-01,8.613000e-02,2.018995e+03,1.034000e-04,1.021000e-03,2.054000e+00,,,,,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Varanus_komodoensis,2.240838e+01,1.514305e+03,1.894026e+04,3.000000e-01,9.000000e+01,1.800000e+04,8.700000e+04,1.519977e-01,2.981500e+02,False,False,False,6.343436e+02,9.712000e-01,1.279600e-01,1.709580e+01,6.071000e-11,1.273000e+04,2.481000e+06,,,,,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Stichopus_vastus,5.291711e-01,1.936766e+02,1.062311e+03,9.000000e-02,4.200000e-06,1.820000e+02,2.850000e+03,8.801565e+04,3.001500e+02,True,False,False,9.066790e+00,9.852700e-01,3.958600e-02,7.677900e+00,2.291000e-09,1.342000e-04,7.061000e+03,2.280000e-02,2.044000e-01,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
Plestiodon_septentrionalis,3.009742e+01,2.715383e+02,1.931527e+03,3.000000e-01,3.508737e-01,6.166956e+00,1.284000e+01,3.313441e-02,2.981500e+02,False,False,True,9.949411e+02,7.951500e-01,1.672700e-02,7.150465e+02,3.372000e-09,1.509000e+02,7.107000e+03,,,,,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
Procambarus_virginalis,4.500000e+01,2.650000e+02,1.154000e+03,1.700000e-01,5.300000e-03,1.537000e+00,3.000000e+01,8.035714e+00,2.931500e+02,False,False,False,2.612714e+02,8.423800e-01,1.168600e-02,1.191478e+02,4.167000e-07,9.470000e-01,4.739000e+02,,,,,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
Andrias_davidianus,8.435198e+01,3.078847e+03,3.358742e+04,2.800000e-01,2.210000e-01,7.458750e+02,3.000000e+04,8.038723e-01,2.831500e+02,False,False,False,5.604525e+02,9.874100e-01,3.685700e-02,2.636150e+01,8.358000e-10,6.373000e+00,6.897000e+04,,,,,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
Hyla_arborea,6.826274e+00,2.226023e+02,1.420231e+04,2.800000e-01,1.800000e-03,1.700000e+00,4.800000e+00,3.412587e+00,2.901500e+02,False,False,False,8.277984e+02,7.188400e-01,1.803000e-02,7.015085e+02,2.147000e-09,8.986000e-01,3.034000e+03,6.000000e-01,6.552000e+02,,,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True
Alopias_vulpinus,4.621314e+02,3.724236e+03,6.796051e+03,2.000000e-01,7.548833e+03,1.496000e+05,2.938000e+05,7.357214e-03,2.963500e+02,False,False,False,9.718533e+02,6.627600e-01,3.823000e-02,1.855490e+01,2.108000e-09,3.350000e+06,1.134000e+08,,,,,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Crotalus_oreganus,2.845398e+01,7.213346e+02,5.543045e+03,3.000000e-01,1.450000e+01,1.433007e+02,2.269000e+02,2.309200e-02,2.991500e+02,False,False,False,2.081904e+02,4.345200e-01,4.947000e-02,1.700910e+01,4.555000e-11,8.592000e+04,1.041000e+06,,,,,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Alle_alle,8.670974e+00,1.230121e+01,7.805677e+02,2.800000e-01,2.150000e+01,1.400000e+02,1.635000e+02,2.075413e-02,3.138500e+02,False,False,False,9.911631e+03,9.953700e-01,2.649200e-02,6.827502e+03,5.151000e-14,3.167000e+02,7.881000e+03,,,,,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True
Rhinobatos_rhinobatos,4.407534e+02,2.930328e+03,4.102459e+03,2.000000e-01,4.850000e+01,8.593435e+02,9.075998e+03,1.535664e-02,2.881500e+02,False,False,False,3.520271e+02,7.764900e-01,4.577500e-02,2.131000e+01,2.939000e-07,2.873000e+04,7.128000e+05,,,,,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
Pseudemydura_umbrina,5.491236e+01,5.083941e+03,4.926038e+04,3.000000e-01,5.200000e+00,2.365000e+02,4.170000e+02,1.015015e-02,2.981500e+02,False,False,False,2.232984e+02,6.486200e-01,2.572300e-02,1.893600e+01,9.561000e-11,1.043000e+04,5.467000e+05,,,,,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
Tiliqua_rugosa,1.092657e+02,4.332271e+02,5.926072e+03,3.000000e-01,9.900000e+01,1.800000e+02,7.170000e+02,3.094757e-03,2.981500e+02,False,False,False,5.249409e+02,9.138300e-01,7.102700e-02,6.595720e+01,5.404000e-10,4.740000e+04,1.953000e+05,,,,,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Gallotia_atlantica,3.878362e+01,5.166533e+02,1.267393e+03,3.000000e-01,6.000000e-01,7.555750e+00,7.800000e+00,9.850225e-03,2.971500e+02,False,False,False,6.954584e+01,8.414900e-01,4.004200e-02,3.084170e+01,1.096000e-08,6.122000e+02,8.116000e+03,,,,,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Aldabrachelys_gigantea,4.349394e+01,6.363147e+03,4.449036e+04,3.000000e-01,6.540000e+01,1.987500e+04,1.590000e+05,7.911827e-02,2.971500e+02,False,False,False,7.484542e+01,8.901600e-01,6.381100e-02,1.297300e+00,4.295000e-12,4.950000e+04,2.391000e+07,,,,,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Leydigia_ciliata,8.295022e-01,2.049358e+00,2.040487e+01,1.700000e-01,3.529171e-06,1.140327e-05,4.911765e-05,1.042481e+00,3.021500e+02,False,False,False,2.680789e+01,8.013900e-01,1.858200e-02,6.512938e+02,7.934000e-06,4.357000e-03,1.293000e-02,,,,,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Dermatemys_mawii,9.625774e+01,1.333771e+03,1.997699e+03,3.000000e-01,3.120000e+01,1.060000e+04,2.200000e+04,2.262603e-01,3.011500e+02,False,False,False,5.841863e+02,7.996100e-01,1.259800e-02,3.138180e+01,8.179000e-09,1.100000e+04,5.044000e+06,,,,,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False
Pristis_pectinata,1.839431e+02,2.729595e+03,1.320772e+04,2.000000e-01,2.734774e+02,3.719930e+04,3.500000e+05,3.861378e-02,2.911500e+02,False,False,False,8.008267e+02,9.875000e-01,5.020000e-02,1.882000e+01,4.779000e-09,8.821000e+02,5.551000e+05,,,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Torpedo_marmorata,4.897260e+02,7.325017e+03,1.172131e+04,2.000000e-01,1.100000e+01,1.933360e+02,9.000000e+04,1.450350e-02,2.881500e+02,False,False,False,4.324396e+02,9.609000e-01,1.667000e-02,1.743000e+01,6.503000e-08,3.796000e+02,4.438000e+04,,,,,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
Scaphirhynchus_suttkusi,1.559614e+01,2.019286e+03,8.014757e+03,2.000000e-01,1.410000e-02,2.185708e+02,1.400000e+03,9.981587e+00,2.921500e+02,False,False,False,1.812855e+02,9.373200e-01,2.672700e-01,1.588120e+01,5.791000e-10,4.279000e+00,3.440000e+05,,,,,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
Urechis_caupo,2.209990e+00,7.281916e+02,4.839877e+03,4.000000e-02,8.200000e-06,5.600000e+01,1.600000e+02,8.264673e+04,2.901500e+02,True,False,False,8.665241e+01,5.000000e-01,2.939800e-02,1.228450e+01,2.441000e-08,1.715000e-03,2.389000e+04,2.000000e-04,4.473000e-02,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Arapaima_gigas,4.359145e+00,5.303627e+02,3.535751e+03,2.000000e-01,1.984954e-02,2.962963e+04,1.000000e+05,1.131301e+02,3.011500e+02,False,False,False,7.583351e+02,9.905000e-01,3.239000e-02,2.899000e+01,9.977000e-10,2.590000e-01,3.661000e+05,,,,,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Fenneropenaeus_chinensis,5.020758e+00,9.820683e+01,9.921714e+02,1.700000e-01,1.150000e-05,2.700000e+00,9.180000e+01,1.988395e+03,2.911500e+02,True,False,False,3.242806e+03,9.382700e-01,1.914800e-02,3.156154e+03,1.821000e-06,9.596000e-05,2.036000e+02,1.527893e-03,2.309000e-04,,,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
Glyptemys_insculpta,4.086132e+01,7.659714e+03,3.516393e+04,3.000000e-01,4.500000e+00,6.187103e+02,1.600000e+03,2.047552e-02,2.881500e+02,False,False,False,1.981166e+02,8.021600e-01,6.502400e-02,1.524570e+01,2.691000e-10,6.071000e+03,1.484000e+06,,,,,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True
Crocodylus_mindorensis,2.664830e+01,1.410865e+03,2.076325e+04,3.000000e-01,5.050000e+01,1.500000e+04,7.530000e+04,2.167291e-01,2.981500e+02,False,False,False,6.732272e+02,8.864500e-01,3.998700e-02,2.104280e+01,6.437000e-11,1.500000e+04,5.084000e+06,,,,,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Ctenotus_pantherinus,2.882983e+01,1.839343e+02,1.473204e+03,3.000000e-01,5.000000e-01,1.039844e+01,1.500000e+01,1.589041e-02,2.931500e+02,False,False,False,5.975525e+02,9.542800e-01,2.111300e-02,3.963250e+02,3.344000e-09,7.271000e+01,7.239000e+03,,,,,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Emydura_macquarii,6.483123e+01,3.098600e+03,6.340577e+03,3.000000e-01,8.000000e+00,2.669000e+03,4.000000e+03,1.186643e-01,2.951500e+02,False,False,False,2.940998e+02,7.362000e-01,6.046400e-02,1.640250e+01,1.211000e-09,1.366000e+04,1.168000e+07,,,,,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
Macroramphosus_scolopax,9.481282e+00,7.978863e+02,3.194463e+03,2.000000e-01,3.800000e-04,3.100000e+00,2.720000e+01,2.399465e+01,2.891500e+02,False,False,False,1.096012e+02,8.500000e-01,5.712500e-02,3.460920e+01,5.943000e-08,2.428000e-01,2.928000e+03,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Astacus_astacus,4.035763e+02,4.231142e+03,1.435337e+04,1.700000e-01,1.400000e-02,1.800000e+01,6.820000e+01,2.090102e-01,2.831500e+02,False,False,False,1.449119e+02,9.062400e-01,2.285100e-02,4.261860e+01,6.321000e-08,2.884000e+00,6.696000e+03,,,,,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
Brachidontes_pharaonis,1.100000e+00,1.831000e+02,1.460000e+03,9.000000e-02,2.053401e-08,8.400000e-02,1.545600e+00,1.208408e+03,2.931500e+02,True,False,False,8.202124e+00,9.830000e-01,1.868000e-02,1.424000e+01,4.156000e-08,3.938000e-06,2.163000e+00,5.731051e-07,3.310000e-05,,,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Rhyacotriton_variegatus,4.860949e+02,4.187951e+03,1.057673e+04,2.800000e-01,1.030000e-02,3.566104e-01,1.200000e+00,7.722173e-03,2.801500e+02,False,False,False,5.870400e+01,8.142200e-01,1.380800e-02,5.346290e+01,1.384000e-07,1.162000e+01,5.224000e+02,1.749139e-01,2.445000e+02,,,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
Basiliscus_basiliscus,4.431798e+01,3.397712e+02,1.237513e+03,3.000000e-01,2.000000e+00,9.799440e+01,1.601000e+02,2.969666e-01,3.011500e+02,False,False,False,2.560536e+02,4.747200e-01,1.851900e-02,3.165050e+01,6.032000e-09,6.303000e+03,2.070000e+05,,,,,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Hynobius_tokyoensis,4.603841e+01,1.726440e+03,8.822110e+03,2.800000e-01,1.090000e-02,3.411987e+00,1.050000e+01,4.570335e-01,2.911500e+02,False,False,False,7.486100e+01,6.688400e-01,2.141300e-02,2.634710e+01,1.276000e-09,2.549000e+01,1.262000e+04,8.792725e-01,2.488000e+03,,,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
Daphnia_pulex,5.780373e+00,1.298037e+01,5.400000e+01,1.700000e-01,1.529412e-04,1.117647e-03,1.000000e-02,7.000000e+00,2.931500e+02,False,False,False,5.208255e+02,4.378000e-01,4.889000e-02,1.599000e+03,7.909000e-05,2.600000e-01,3.926000e+00,,,,,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
Esox_niger,1.147338e+01,7.094376e+02,6.281678e+03,2.000000e-01,8.200000e-03,3.130000e+01,6.100000e+03,4.298215e+01,2.841500e+02,False,False,False,3.350750e+02,9.212200e-01,2.538400e-01,1.844460e+01,5.552000e-08,2.839000e+00,1.183000e+04,,,,,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
Lumbricus_rubellus,2.897842e+01,8.772919e+01,2.065010e+03,1.600000e-01,8.000000e-03,7.700000e-01,3.810000e+00,9.716591e-02,2.956500e+02,False,False,False,3.455621e+02,9.850200e-01,2.336700e-02,3.716324e+02,4.751000e-09,1.412000e-01,3.878000e+01,,,,,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False
Carcharias_taurus,2.892414e+01,1.295801e+03,2.533755e+03,2.000000e-01,9.200000e+00,8.166000e+04,2.690000e+05,4.736055e+00,2.991500e+02,False,False,False,1.228548e+03,9.245500e-01,5.600500e-02,3.294260e+01,6.058000e-09,7.431000e+02,1.685000e+07,,,,,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Desmognathus_fuscus,8.991691e+01,1.848114e+03,1.160410e+04,2.800000e-01,9.000000e-03,7.160999e-01,5.700000e+00,2.815385e-02,2.881500e+02,False,False,False,3.937536e+01,9.428900e-01,2.460600e-02,2.257350e+01,3.135000e-09,3.295000e+00,3.252000e+02,,,,,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True
Paramesotriton_hongkongensis,2.500000e+01,1.120000e+03,3.759500e+03,2.800000e-01,1.280000e-02,4.647721e+00,1.080000e+01,8.219178e-01,2.931500e+02,False,False,False,1.146847e+02,6.012100e-01,2.651700e-02,3.679470e+01,5.699000e-09,3.707000e+01,2.567000e+04,,,,,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
Clemmys_guttata,3.129938e+01,2.154938e+03,9.101307e+03,3.000000e-01,3.377290e+00,8.025681e+01,3.870000e+02,2.636984e-02,2.951500e+02,False,False,False,9.408319e+01,7.617700e-01,2.691600e-02,1.130010e+01,4.427000e-10,5.323000e+03,2.943000e+05,,,,,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False
Ctenophorus_ornatus,7.023721e+01,1.599678e+02,1.539823e+03,3.000000e-01,1.844000e+00,1.297000e+01,3.915000e+01,4.141013e-02,3.031500e+02,False,False,False,3.050411e+02,5.822500e-01,1.555200e-02,9.335620e+01,7.809000e-09,2.818000e+03,5.056000e+04,,,,,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Hyperolius_viridiflavus,6.327677e+00,8.352534e+01,5.081125e+03,2.800000e-01,1.800000e-03,7.800000e-01,3.500000e+00,4.286453e+00,2.981500e+02,False,False,False,2.016008e+02,8.920700e-01,2.049300e-02,1.632701e+02,1.109000e-10,7.020000e-01,8.181000e+02,1.300000e-01,7.853000e+01,,,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Rhinogobius_brunneus,8.000000e+00,2.080000e+02,7.300000e+02,2.000000e-01,1.200000e-03,7.000000e-01,9.800000e+00,4.657534e+00,2.931500e+02,False,False,False,1.575057e+02,9.479800e-01,3.453900e-02,8.618810e+01,5.508000e-07,1.426000e-01,1.895000e+02,,,,,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
Trachemys_scripta,3.105088e+01,1.674161e+03,1.044007e+04,3.000000e-01,3.200000e+00,7.031859e+02,3.200000e+03,5.538279e-02,2.971500e+02,False,False,False,1.397844e+02,9.688600e-01,2.459400e-02,1.124650e+01,2.025000e-10,3.552000e+02,2.178000e+05,,,,,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True
Desmognathus_ochrophaeus,8.991691e+01,1.848114e+03,1.160410e+04,2.800000e-01,1.560000e-02,5.962161e-01,2.000000e+00,2.303497e-02,2.881500e+02,False,False,False,3.791291e+01,8.059600e-01,3.118600e-02,2.556370e+01,1.790000e-09,2.299000e+01,9.052000e+02,,,,,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True
Huso_huso,2.247923e+01,9.399528e+03,2.695902e+04,2.000000e-01,6.500000e-02,5.000000e+04,3.200000e+06,3.412555e+03,2.881500e+02,False,False,False,1.899262e+03,4.308100e-01,1.551200e-02,1.667810e+01,1.154000e-08,1.579000e+01,2.772000e+07,,,,,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
Crassostrea_virginica,1.155663e+00,5.557360e+01,7.300000e+03,9.000000e-02,1.666667e-06,1.333333e+00,3.977778e+02,1.300000e+06,2.931500e+02,True,False,False,1.142673e+01,6.810300e-01,2.198600e-02,4.165700e+00,9.487000e-10,1.248000e-03,9.740000e+02,8.333333e-05,7.197000e-02,,,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
Emys_orbicularis,4.214049e+01,1.390324e+03,3.033433e+04,3.000000e-01,5.000000e+00,5.827216e+02,2.275831e+03,3.560322e-02,2.971500e+02,False,False,False,2.730579e+02,9.678600e-01,2.055900e-02,2.427700e+01,8.913000e-12,5.017000e+02,1.458000e+05,,,,,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True
Rhinobatos_productus,2.203767e+02,4.102459e+03,9.377049e+03,2.000000e-01,2.540000e+01,2.025610e+03,5.363000e+03,1.535664e-02,2.881500e+02,False,False,False,2.971006e+02,8.642400e-01,2.205200e-01,1.597530e+01,6.415000e-09,1.636000e+04,2.001000e+06,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Forbesichthys_agassizii,5.946027e+01,5.351424e+02,7.115737e+03,2.000000e-01,2.800000e-03,5.200000e-01,3.700000e+00,2.136110e-01,2.861500e+02,False,False,False,2.123106e+02,9.488200e-01,2.431100e-02,1.855435e+02,2.902000e-08,3.129000e-01,1.256000e+02,,,,,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Crocodylus_moreletii,5.693334e+01,1.904615e+03,1.090985e+04,3.000000e-01,4.620000e+01,1.060273e+04,4.850000e+04,1.154919e-01,2.968500e+02,False,False,False,1.285905e+02,8.020900e-01,1.465900e-01,3.049600e+00,9.835000e-11,7.652000e+04,2.666000e+07,,,,,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Boa_constrictor,4.435841e+01,6.476327e+02,6.476327e+03,3.000000e-01,1.900000e+02,1.024384e+04,4.500000e+04,4.014621e-01,3.021500e+02,False,False,False,1.237786e+03,6.216000e-01,2.290000e-02,4.588000e+01,8.763000e-11,9.888000e+04,8.259000e+06,,,,,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
