species,Wwi,d_V,genus,family,order,class,phylum,p_Am,kap,v,p_M,E_Hb,E_Hj,E_Hp,k_J,s_M,metamorphosis,estim_k_J,data_split
Raja_montagui,2.7880000000e+03,2.0000000000e-01,Raja,Rajidae,Rajiformes,Chondrichthyes,Chordata,6.9667916155e+02,7.5964055454e-01,5.4049692397e-02,5.8102743062e+01,2.7717750257e+03,2.7717750260e+03,1.3043804329e+06,2.0000000000e-03,1.0000000000e+00,False,False,train
Raja_polystigma,1.2700000000e+03,2.0000000000e-01,Raja,Rajidae,Rajiformes,Chondrichthyes,Chordata,2.4059113228e+02,5.5987413387e-01,5.6909380203e-02,1.5539882128e+01,7.3617174985e+03,7.3617174992e+03,1.5348627509e+06,1.9208469669e-03,1.0000000000e+00,False,True,train
Raja_radula,3.7000000000e+03,2.0000000000e-01,Raja,Rajidae,Rajiformes,Chondrichthyes,Chordata,4.5754419672e+02,4.9974520747e-01,3.2385000000e-02,2.3548692813e+01,6.8678666927e+03,6.8678666934e+03,2.4590749097e+06,2.0000000000e-03,1.0000000000e+00,False,False,test
Raja_texana,2.7300000000e+03,2.0000000000e-01,Raja,Rajidae,Rajiformes,Chondrichthyes,Chordata,1.9356182582e+02,8.6709536567e-01,2.2962987527e-02,1.7040447427e+01,2.8887692002e+03,2.8887692005e+03,2.7223232106e+05,2.0039867172e-03,1.0000000000e+00,False,True,train
Raja_undulata,7.5900000000e+03,2.0000000000e-01,Raja,Rajidae,Rajiformes,Chondrichthyes,Chordata,5.7909538030e+02,4.3295619085e-01,3.2980000000e-02,2.1659680212e+01,1.7176866011e+04,1.7176866013e+04,8.4657872200e+06,2.0000000000e-03,1.0000000000e+00,False,False,train
Rallus_elegans,3.4000000000e+02,2.8000000000e-01,Rallus,Rallidae,Gruiformes,Aves,Chordata,6.0288478945e+03,8.7742358085e-01,2.2288756039e-02,2.6604249391e+03,1.0350039439e+03,1.0350039440e+03,2.2324544554e+04,1.0881980217e-01,1.0000000000e+00,False,True,train
Rallus_limicola,7.0000000000e+01,2.8000000000e-01,Rallus,Rallidae,Gruiformes,Aves,Chordata,1.9777013148e+03,8.3297767098e-01,2.7197871656e-02,9.2159332353e+02,1.5751352103e+03,1.5751352104e+03,2.3100540748e+04,3.7755982757e-02,1.0000000000e+00,False,True,train
Ramazzottius_oberhaeuseri,5.1900000000e-06,7.0000000000e-02,Ramazzottius,Hypsibiidae,Parachela,Eutardigrada,Tardigrada,3.2834483240e+00,9.7641521416e-01,1.1359187779e-03,3.8032014006e+02,1.5332646779e-06,6.1441757515e-06,1.6477858430e-05,2.0000000000e-03,1.4592382506e+00,True,False,train
Ramphastos_dicolorus,3.2550000000e+02,2.8000000000e-01,Ramphastos,Ramphastidae,Piciformes,Aves,Chordata,3.5984376649e+03,6.8437512868e-01,3.5552557781e-02,9.0300838630e+02,7.8561664014e+03,7.8561664022e+03,2.1767990797e+05,3.7105483936e-02,1.0000000000e+00,False,True,test
Ramphastos_sulfuratus,4.0000000000e+02,2.8000000000e-01,Ramphastos,Ramphastidae,Piciformes,Aves,Chordata,3.6200951991e+03,6.6438609576e-01,2.9002690741e-02,8.7011190972e+02,5.6782942705e+03,5.6782942711e+03,2.5155838380e+05,3.5742820066e-02,1.0000000000e+00,False,True,train
Ramphastos_toco,6.6563000000e+02,2.8000000000e-01,Ramphastos,Ramphastidae,Piciformes,Aves,Chordata,2.5784104855e+03,9.5853893373e-01,3.8538491119e-02,6.3124739900e+02,8.6522495486e+02,8.6522495495e+02,5.8676853261e+04,2.5772781152e-02,1.0000000000e+00,False,True,train
Ramsayornis_modestus,1.1000000000e+01,2.8000000000e-01,Ramsayornis,Meliphagidae,Passeriformes,Aves,Chordata,1.3238413342e+03,9.6374761430e-01,2.4283237577e-02,1.2118965018e+03,9.6791535291e+01,9.6791535301e+01,8.8181068805e+02,4.9665775185e-02,1.0000000000e+00,False,True,train
Rana_chensinensis,2.0200000000e+01,2.8000000000e-01,Rana,Ranidae,Anura,Amphibia,Chordata,6.1943420333e+03,7.1095284803e-01,2.0901092105e-02,5.8233083428e+03,2.6745871088e+00,1.3008902443e+02,9.0842569310e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Rana_iberica,8.3000000000e+01,2.8000000000e-01,Rana,Ranidae,Anura,Amphibia,Chordata,1.9477191881e+02,9.8020647434e-01,7.3522302550e-02,5.0526935633e+01,4.3905189924e-01,6.9817966048e+00,1.0101679025e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Rana_latastei,3.9500000000e+01,2.8000000000e-01,Rana,Ranidae,Anura,Amphibia,Chordata,2.5106827733e+02,8.5338881568e-01,1.4369105519e-01,6.8372250384e+01,4.2917321497e+00,8.6968659494e+01,1.0078809488e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Rana_macrocnemis,4.0000000000e+01,2.8000000000e-01,Rana,Ranidae,Anura,Amphibia,Chordata,9.0220646284e+01,9.2232320832e-01,9.4818118314e-02,2.6608350964e+01,2.2476014389e+00,7.6493433314e+02,5.5269611344e+03,2.0000000000e-03,1.0000000000e+00,False,False,test
Rana_muscosa,7.6000000000e+01,2.8000000000e-01,Rana,Ranidae,Anura,Amphibia,Chordata,9.2638780706e+01,9.7402078710e-01,1.3785265303e-01,2.3089072790e+01,7.3605403056e-01,1.9449641520e+02,1.6401803387e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Ranodon_sibiricus,5.6200000000e+01,2.8000000000e-01,Ranodon,Hynobiidae,Caudata,Amphibia,Chordata,8.0692920811e+01,8.5869542807e-01,1.9206720322e-02,2.1400334460e+01,2.4927657523e+01,2.9299882295e+03,9.4203588493e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Rastrelliger_brachysoma,4.8500000000e+02,2.0000000000e-01,Rastrelliger,Scombridae,Scombriformes,Actinopterygii,Chordata,3.5254236039e+02,9.9348138844e-01,2.5723958895e-02,1.4329518017e+02,4.0408726182e-03,3.4231052775e-02,1.5137229539e+03,2.0000000000e-03,2.0249721605e+00,True,False,train
Rastrelliger_faughni,8.0000000000e+01,2.0000000000e-01,Rastrelliger,Scombridae,Scombriformes,Actinopterygii,Chordata,2.6633847856e+01,9.7355738314e-01,2.2972273015e-02,2.6571953237e+01,5.1871222140e-02,3.6852350039e+00,2.2740312983e+03,2.0000000000e-03,4.0905604050e+00,True,False,test
Rastrelliger_kanagurta,5.2200000000e+02,2.0000000000e-01,Rastrelliger,Scombridae,Scombriformes,Actinopterygii,Chordata,1.2875343418e+02,8.6434962028e-01,2.0312891970e-02,1.8494407456e+01,1.5615974351e-01,1.5714359837e-01,4.2997314417e+04,2.0000000000e-03,1.0020877310e+00,True,False,val
Rastrineobola_argentea,3.8400000000e+00,2.0000000000e-01,Rastrineobola,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,2.3085248399e+01,9.1772716463e-01,2.1341613015e-02,3.0438333683e+01,2.0344548397e-01,1.9808138859e+00,3.1120627559e+02,2.0000000000e-03,2.0958858329e+00,True,False,train
Ratabulus_diversidens,1.7040000000e+03,2.0000000000e-01,Ratabulus,Platycephalidae,Perciformes,Actinopterygii,Chordata,3.6210021606e+01,9.6246350342e-01,2.1209309136e-02,2.3104681411e+01,9.7067170172e-03,3.5491467672e+00,5.4115721003e+04,2.0000000000e-03,7.1247793013e+00,True,False,train
Rattus_norvegicus,8.2000000000e+02,3.0000000000e-01,Rattus,Muridae,Rodentia,Mammalia,Chordata,8.1663971098e+03,9.7242375859e-01,2.2771562816e-02,3.2033104518e+03,2.2787813494e+02,2.2787813496e+02,1.9807753070e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Rattus_norvegicus_Wistar,3.3000000000e+02,3.0000000000e-01,Rattus,Muridae,Rodentia,Mammalia,Chordata,9.3307399228e+03,9.4779532511e-01,2.8967953327e-02,4.6409785590e+03,3.4599966423e+02,3.4599966426e+02,4.1618187825e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Recurvirostra_americana,4.6000000000e+01,2.8000000000e-01,Recurvirostra,Recurvirostridae,Charadriiformes,Aves,Chordata,1.3585163673e+03,7.4453199336e-01,2.3245438849e-02,6.0809115001e+02,3.4983101045e+03,3.4983101049e+03,3.4781960432e+04,2.4988960856e-02,1.0000000000e+00,False,True,train
Regulus_ignicapillus,1.0000000000e+01,2.8000000000e-01,Regulus,Regulidae,Passeriformes,Aves,Chordata,8.0028641902e+02,7.8749906324e-01,2.1521782801e-02,5.5316371190e+02,4.1356455118e+02,4.1356455123e+02,7.3387505246e+03,2.2717099039e-02,1.0000000000e+00,False,True,train
Regulus_regulus,1.0000000000e+01,2.8000000000e-01,Regulus,Regulidae,Passeriformes,Aves,Chordata,1.3241001162e+03,7.2313151605e-01,2.1816983713e-02,9.6468083034e+02,4.4450393605e+02,4.4450393610e+02,7.7063639764e+03,3.9679882997e-02,1.0000000000e+00,False,True,train
Remiz_pendulinus,9.9000000000e+00,2.8000000000e-01,Remiz,Remizidae,Passeriformes,Aves,Chordata,5.7329870334e+02,8.0966399556e-01,3.0150515452e-02,3.4132180017e+02,6.1963495970e+02,6.1963495976e+02,1.1870330611e+04,1.3993740033e-02,1.0000000000e+00,False,True,train
Rhabdotorrhinus_corrugatus,1.5900000000e+03,2.8000000000e-01,Rhabdotorrhinus,Bucerotidae,Bucerotiformes,Aves,Chordata,2.4070411792e+03,9.8858593110e-01,2.8132679838e-02,4.9408533525e+02,3.7955421028e+02,3.7955421032e+02,2.6834279906e+04,2.0164758610e-02,1.0000000000e+00,False,True,test
Rhabdotorrhinus_exarhatus,4.2000000000e+02,2.8000000000e-01,Rhabdotorrhinus,Bucerotidae,Bucerotiformes,Aves,Chordata,2.0259357207e+03,9.2449621075e-01,2.4171992311e-02,6.0107540955e+02,1.7461442541e+03,1.7461442543e+03,5.4219925174e+04,2.4583421766e-02,1.0000000000e+00,False,True,test
Rhabdotorrhinus_waldeni,1.0810000000e+03,2.8000000000e-01,Rhabdotorrhinus,Bucerotidae,Bucerotiformes,Aves,Chordata,1.4807358817e+03,9.7549542687e-01,3.6306674973e-02,2.7202162927e+02,1.5542856706e+03,1.5542856707e+03,7.9429494442e+04,1.1172022841e-02,1.0000000000e+00,False,True,train
Rhaebo_blombergi,1.1350000000e+03,2.8000000000e-01,Rhaebo,Bufonidae,Anura,Amphibia,Chordata,2.5697120153e+02,9.3486454995e-01,2.9410795975e-02,3.0820278674e+01,2.1782656416e-01,1.2088851188e+03,3.4621142036e+05,2.0000000000e-03,1.0000000000e+00,False,False,val
Rhea_americana,2.3000000000e+04,2.8000000000e-01,Rhea,Rheidae,Rheiformes,Aves,Chordata,1.5415253210e+04,8.4559215848e-01,2.8749054307e-02,2.0301474002e+03,2.0115453295e+04,2.0115453297e+04,1.0676277953e+06,8.4902928771e-02,1.0000000000e+00,False,True,train
Rhincodon_typus,3.4000000000e+07,2.0000000000e-01,Rhincodon,Rhincodontidae,Orectolobiformes,Chondrichthyes,Chordata,1.9149948535e+03,9.4653856374e-01,1.6289240706e-02,1.6678174331e+01,1.2824490790e+04,1.2824490791e+04,6.1050855896e+07,2.0000000000e-03,1.0000000000e+00,False,False,test
Rhinobatos_productus,5.3630000000e+03,2.0000000000e-01,Rhinobatos,Rhinobatidae,Rhinopristiformes,Chondrichthyes,Chordata,2.9650597929e+02,8.6274412361e-01,2.2050976696e-01,1.5935843969e+01,1.6687708052e+04,1.6687708054e+04,2.0388315726e+06,2.0070684440e-03,1.0000000000e+00,False,True,test
Rhinobatos_rhinobatos,9.0759976101e+03,2.0000000000e-01,Rhinobatos,Rhinobatidae,Rhinopristiformes,Chondrichthyes,Chordata,3.4576488569e+02,7.6935684029e-01,4.6832402624e-02,2.0713144111e+01,3.0664105811e+04,3.0664105814e+04,7.4282669971e+05,1.9968786523e-03,1.0000000000e+00,False,True,train
Rhinocrypta_lanceolata,6.1125000000e+01,2.8000000000e-01,Rhinocrypta,Rhinocryptidae,Passeriformes,Aves,Chordata,7.1772111236e+03,9.7174513421e-01,2.5337441422e-02,6.2936378984e+03,8.1363258878e+01,8.1363258887e+01,8.4988683006e+02,2.5701665247e-01,1.0000000000e+00,False,True,train
Rhinogobiops_nicholsii,3.6400000000e+01,2.0000000000e-01,Rhinogobiops,Gobiidae,Gobiiformes,Actinopterygii,Chordata,8.5904380710e+01,6.5702886784e-01,2.1473589126e-02,2.0934130692e+01,2.6189656238e-01,2.6189656241e-01,1.9231016480e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Rhinogobius_brunneus,9.8000000000e+00,2.0000000000e-01,Rhinogobius,Gobiidae,Gobiiformes,Actinopterygii,Chordata,1.6512850777e+02,9.4879004939e-01,3.4140470867e-02,9.1147304118e+01,1.3872581413e-01,1.3872581414e-01,1.9211936345e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
Rhinopomastus_cyanomelas,3.0300000000e+01,2.8000000000e-01,Rhinopomastus,Phoeniculidae,Bucerotiformes,Aves,Chordata,1.0991358379e+03,9.0522438979e-01,3.5990401204e-02,5.6898789620e+02,5.4425852313e+02,5.4425852318e+02,1.1654413537e+04,2.3276793266e-02,1.0000000000e+00,False,True,train
Rhinoptera_bonasus,8.3000000000e+03,2.0000000000e-01,Rhinoptera,Myliobatidae,Myliobatiformes,Chondrichthyes,Chordata,9.2869192953e+01,8.9553279657e-01,2.7755677284e-02,4.9446854722e+00,1.0839598246e+05,1.0839598247e+05,7.2302957604e+05,2.8201697177e-04,1.0000000000e+00,False,True,val
Rhizoprionodon_acutus,2.7500000000e+03,2.0000000000e-01,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,1.4390924735e+02,8.3496148465e-01,1.1108799576e-02,1.3334119772e+01,1.7309790190e+04,1.7309790192e+04,1.7446191540e+05,1.9913951258e-03,1.0000000000e+00,False,True,train
Rhizoprionodon_lalandii,2.9500000000e+03,2.0000000000e-01,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,4.9883853600e+02,6.1413263280e-01,3.3518421759e-02,3.4716299962e+01,3.4153570869e+05,3.4153570873e+05,2.7867906705e+06,2.0000000000e-03,1.0000000000e+00,False,False,train
Rhizoprionodon_oligolinx,2.8500000000e+03,2.0000000000e-01,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,2.0937830465e+02,8.8490800744e-01,2.8732000000e-02,1.7930759639e+01,2.1584339257e+04,2.1584339259e+04,1.3741551745e+05,2.0000000000e-03,1.0000000000e+00,False,False,test
Rhizoprionodon_porosus,4.7000000000e+03,2.0000000000e-01,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,2.8102249986e+02,7.2929272100e-01,2.8732000000e-02,1.7766636496e+01,1.1554309182e+05,1.1554309183e+05,9.7395795706e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Rhizoprionodon_taylori,2.6000000000e+03,2.0000000000e-01,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,1.0055669805e+03,8.6911161096e-01,3.8039784565e-02,1.2028000658e+02,1.8420567465e+04,1.8420567467e+04,6.2834293707e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Rhodeus_amarus,8.6300000000e+00,2.0000000000e-01,Rhodeus,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,5.8790687355e+01,8.9388006235e-01,2.8297285455e-02,3.8828037900e+01,8.2821149204e-01,2.2428009235e+00,7.1844078270e+02,2.0000000000e-03,1.3791718385e+00,True,False,train
Rhodeus_ocellatus,1.1400000000e+01,2.0000000000e-01,Rhodeus,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,4.7273175681e+01,7.7922547449e-01,2.1762745545e-02,2.1906568755e+01,2.0812787995e+00,3.3792204950e+00,6.6422096841e+02,2.0000000000e-03,1.1708922314e+00,True,False,train
Rhodeus_sericeus,1.4400000000e+01,2.0000000000e-01,Rhodeus,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,1.0491307694e+02,4.9100950332e-01,2.4820555962e-02,2.7816174912e+01,5.4604644701e+00,6.7350386358e+00,2.1226552932e+03,2.0000000000e-03,1.0705061806e+00,True,False,train
Rhombosolea_leporina,1.1000000000e+03,2.0000000000e-01,Rhombosolea,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,2.3196980566e+02,4.8869152659e-01,3.4783627057e-02,2.9613100068e+01,1.0201248727e+00,8.5592627738e+00,1.1797134988e+05,2.0000000000e-03,2.0271252358e+00,True,False,train
Rhombosolea_plebeia,8.7000000000e+02,2.0000000000e-01,Rhombosolea,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,1.7239635106e+02,6.6591266787e-01,3.8151405508e-02,2.5457835523e+01,6.2437704912e-01,3.0328874050e+00,1.5455199988e+05,2.0000000000e-03,1.6905034640e+00,True,False,train
Rhyacotriton_olympicus,8.0000000000e-01,2.8000000000e-01,Rhyacotriton,Rhyacotritonidae,Caudata,Amphibia,Chordata,1.7990001218e+01,8.0324329610e-01,7.9024812609e-03,1.7122676689e+01,3.8108951390e+00,5.6370361031e+01,2.2860068195e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
Rhyacotriton_variegatus,1.2000000000e+00,2.8000000000e-01,Rhyacotriton,Rhyacotritonidae,Caudata,Amphibia,Chordata,5.8778372305e+01,8.1437655824e-01,1.3797976345e-02,5.3548132142e+01,1.1607580011e+01,2.4450456262e+02,5.2274166180e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
Rhynchocyclus_fulvipectus,3.1000000000e+01,2.8000000000e-01,Rhynchocyclus,Tyrannidae,Passeriformes,Aves,Chordata,7.1423994041e+02,9.4006902829e-01,2.3232478366e-02,3.8314292033e+02,4.6713630811e+02,4.6713630815e+02,7.1221113672e+03,1.5728898213e-02,1.0000000000e+00,False,True,train
Rhynchophanes_mccownii,2.5400000000e+01,2.8000000000e-01,Rhynchophanes,Calcariidae,Passeriformes,Aves,Chordata,4.0178285126e+03,9.5703118494e-01,2.2385813367e-02,4.0000508884e+03,6.2110596158e+01,6.2110596164e+01,7.2072423509e+02,1.6356823190e-01,1.0000000000e+00,False,True,train
Rhynchotus_rufescens,7.4500000000e+02,2.8000000000e-01,Rhynchotus,Tinamidae,Tinamiformes,Aves,Chordata,8.7306081114e+03,8.6783066077e-01,2.8971702073e-02,3.0326310307e+03,2.4377549616e+03,2.4377549618e+03,4.9592287174e+04,1.2433690605e-01,1.0000000000e+00,False,True,train
Rhynochetos_jubatus,1.0000000000e+03,2.8000000000e-01,Rhynochetos,Rhynochetidae,Eurypygiformes,Aves,Chordata,2.5057269809e+03,7.3421119973e-01,2.8914184105e-02,4.4191415360e+02,2.4177232523e+04,2.4177232526e+04,6.2170425703e+05,1.8242507204e-02,1.0000000000e+00,False,True,train
Rioraja_agassizii,1.9900000000e+03,2.0000000000e-01,Rioraja,Arhynchobatidae,Rajiformes,Chondrichthyes,Chordata,3.2496631089e+02,5.2990699968e-01,3.2980000000e-02,2.0098623237e+01,5.3014676860e+03,5.3014676865e+03,8.1626964903e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Riparia_riparia,1.3700000000e+01,2.8000000000e-01,Riparia,Hirundinidae,Passeriformes,Aves,Chordata,1.0859119427e+03,7.5636411474e-01,2.7977526235e-02,6.5799764426e+02,1.0737656071e+03,1.0737656072e+03,1.4063125080e+04,2.6664505871e-02,1.0000000000e+00,False,True,train
Rissa_brevirostris,4.8000000000e+02,2.8000000000e-01,Rissa,Laridae,Charadriiformes,Aves,Chordata,4.0731110958e+03,9.6184472084e-01,2.5443066408e-02,1.4788456768e+03,9.4424762652e+02,9.4424762661e+02,1.4882893319e+04,6.0040664189e-02,1.0000000000e+00,False,True,test
Rissa_tridactyla,4.9000000000e+02,2.8000000000e-01,Rissa,Laridae,Charadriiformes,Aves,Chordata,3.8914047387e+03,9.6143351606e-01,2.6278199550e-02,1.3673989365e+03,1.0418715576e+03,1.0418715577e+03,1.6465260257e+04,5.5873262340e-02,1.0000000000e+00,False,True,test
Rogadius_asper,1.8000000000e+02,2.0000000000e-01,Rogadius,Platycephalidae,Perciformes,Actinopterygii,Chordata,1.7986865397e+01,9.5000000000e-01,1.8120043333e-02,8.4507774496e+00,1.4828954810e-02,2.6558486956e-01,1.5516166205e+03,4.8065170179e-04,2.6072014124e+00,True,True,train
Roncador_stearnsii,4.1000000000e+03,2.0000000000e-01,Roncador,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,5.8556452874e+01,9.4845614782e-01,2.5330000000e-02,1.7975660056e+01,3.8032747313e-02,3.7506753304e+00,3.3906126573e+04,2.0000000000e-03,4.6113531731e+00,True,False,train
Rostroraja_texana,1.9000000000e+03,2.0000000000e-01,Rostroraja,Rajidae,Rajiformes,Chondrichthyes,Chordata,2.0013706007e+02,7.3446651294e-01,3.2000000000e-02,1.5784928831e+01,4.4392427867e+03,4.4392427872e+03,1.2657494604e+06,2.0000000000e-03,1.0000000000e+00,False,False,train
Ruditapes_philippinarum,1.0888888889e+01,9.0000000000e-02,Ruditapes,Veneridae,Veneroida,Bivalvia,Mollusca,3.4329512540e+00,9.9163743242e-01,5.8211821696e-03,1.1107907289e+01,4.4946033529e-07,1.3426622178e-04,1.0033413082e+01,2.0000000000e-03,6.6750058907e+00,True,False,train
Sagittarius_serpentarius,3.3000000000e+03,2.8000000000e-01,Sagittarius,Sagittariidae,Accipitriformes,Aves,Chordata,2.6918129339e+02,9.7992919535e-01,6.1614348176e-02,2.1018708677e+01,8.6138543143e+03,8.6138543151e+03,1.9223013162e+05,8.6152224529e-04,1.0000000000e+00,False,True,train
Sakesphorus_canadensis,2.4500000000e+01,2.8000000000e-01,Sakesphorus,Thamnophilidae,Passeriformes,Aves,Chordata,2.1860003278e+03,9.3544366201e-01,2.4216314368e-02,1.7239399751e+03,2.4748009953e+02,2.4748009955e+02,2.2311031967e+03,7.0678398888e-02,1.0000000000e+00,False,True,test
Salamandra_lanzai,2.0000000000e+01,2.8000000000e-01,Salamandra,Salamandridae,Caudata,Amphibia,Chordata,2.7638220315e+02,9.8361214330e-01,8.5503000000e-02,1.1530852161e+02,1.1692674745e+01,1.5259495852e+02,2.0168899230e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Salamandrina_perspicillata,1.9100000000e+00,2.8000000000e-01,Salamandrina,Salamandridae,Caudata,Amphibia,Chordata,1.8976083417e+01,7.5617427553e-01,8.0754277104e-02,1.1626495297e+01,9.4935508799e+00,5.5321491651e+01,2.7485826981e+03,4.7480834990e-04,1.0000000000e+00,False,True,test
Salpa_thompsoni,2.8000000000e+00,7.0000000000e-04,Salpa,Salpidae,Salpida,Thaliacea,Chordata,9.0567632637e+02,9.5000000000e-01,1.6349910747e-02,9.1948361000e+03,3.0680400051e-05,3.0680400054e-05,9.2872510541e-02,2.0000000000e-03,1.0000000000e+00,False,False,test
Salvator_merianae,7.0000000000e+03,3.0000000000e-01,Salvator,Teiidae,Squamata,Reptilia,Chordata,3.0998555924e+03,9.7414050162e-01,2.4980776307e-02,4.2442336463e+02,2.5837216802e+02,2.5837216805e+02,1.5952768369e+05,2.0000000000e-03,1.0000000000e+00,False,False,val
Salvelinus_alpinus,1.5000000000e+04,2.0000000000e-01,Salvelinus,Salmonidae,Salmoniformes,Actinopterygii,Chordata,4.3394780794e+02,9.6056410782e-01,5.2904110146e-02,5.8852944191e+01,6.7962836696e+00,1.0788325213e+02,1.1917587297e+05,2.0000000000e-03,2.4851779115e+00,True,False,train
Salvelinus_willoughbii,5.9600000000e+02,2.0000000000e-01,Salvelinus,Salmonidae,Salmoniformes,Actinopterygii,Chordata,7.2057681946e+01,9.6000000000e-01,4.4735581094e-02,7.7036361712e+01,1.4168883139e+00,1.0443545195e+03,8.7392674418e+03,2.0000000000e-03,8.5660083313e+00,True,False,train
Sander_vitreus,1.1300000000e+04,2.0000000000e-01,Sander,Percidae,Perciformes,Actinopterygii,Chordata,6.6421341463e+01,9.6120439940e-01,1.4777975695e-02,2.1756965716e+01,4.1060883801e-02,9.4737028289e+00,7.6788003848e+04,2.0076205082e-03,6.1152565798e+00,True,True,train
