species,Wwi,d_V,genus,family,order,class,phylum,kap,v,s_p_M,E_Hb,E_Hj,E_Hp,k_J,s_M,p_M,metamorphosis,estim_p_M,estim_v,estim_kap,estim_k_J,estim_E_Hb,estim_E_Hj,estim_E_Hp,estim_s_M,estim_s_p_M,estim_p_Am
Physa_fontinalis,2.9800000000e-01,1.5000000000e-01,Physa,Physidae,Pulmonata,Gastropoda,Mollusca,9.8432514362e-01,3.3495689364e-02,4.0401375580e-03,1.8057437458e-03,4.8899620597e-03,7.1498671186e-01,2.0000000000e-03,1.3776668630e+00,1.0546624244e+02,True,True,True,True,False,True,True,True,True,True,True
Clypeaster_subdepressus,5.0000000000e+02,9.0000000000e-02,Clypeaster,Clypeasteridae,Clypeasteroida,Echinoidea,Echinodermata,8.0000000000e-01,1.2874649218e-02,1.6566364717e-02,2.1969760910e-03,7.2659553980e-02,1.1304036086e+04,4.7958601008e-04,3.2056020291e+00,3.7826312834e+00,True,True,True,False,True,True,True,True,True,True,True
Harengula_jaguana,1.0120000000e+02,2.0000000000e-01,Harengula,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,5.3091459405e-01,2.4221000000e-02,2.7140980971e-02,4.0297271152e+00,4.7453113748e+00,1.4286417367e+04,2.0000000000e-03,1.0551213095e+00,2.9527392159e+01,True,True,False,True,False,True,True,True,True,True,True
Globicephala_melas,1.1000000000e+06,3.0000000000e-01,Globicephala,Delphinidae,Cetartiodactyla,Mammalia,Chordata,9.1041503343e-01,1.3965501362e-02,4.9183321561e-01,1.1673498465e+07,1.1673498466e+07,1.4577308182e+08,5.8264044253e-04,1.0000000000e+00,1.5243178864e+01,False,True,True,True,True,True,False,True,True,True,True
Setophaga_citrina,1.0300000000e+01,2.8000000000e-01,Setophaga,Parulidae,Passeriformes,Aves,Chordata,8.3678570834e-01,2.2984502932e-02,8.5616334986e-01,2.7869494526e+02,2.7869494529e+02,1.4312622037e+03,2.0400094901e-01,1.0000000000e+00,4.9797943705e+03,False,True,True,True,True,True,False,True,True,True,True
Palaemon_elegans,1.4300000000e+00,1.7000000000e-01,Palaemon,Palaemonidae,Decapoda,Malacostraca,Arthropoda,9.8779957166e-01,1.7418004597e-02,9.8930785351e-02,3.6166693259e-03,1.2051261818e-01,5.6415134393e+01,2.0000000000e-03,3.1319975352e+00,6.5144157925e+01,True,True,True,True,False,True,True,True,True,True,True
Clupea_pallasii,9.2900000000e+02,2.0000000000e-01,Clupea,Clupeidae,Clupeiformes,Actinopterygii,Chordata,7.5297422610e-01,2.0661174025e-02,5.7059184411e-03,1.3941538800e-01,5.1700277266e+00,9.3516197442e+04,2.0000000000e-03,3.0926136891e+00,1.1919099530e+04,True,True,True,True,False,True,True,True,True,True,True
Dipodomys_stephensi,6.5000000000e+01,3.0000000000e-01,Dipodomys,Heteromyidae,Rodentia,Mammalia,Chordata,9.4591901630e-01,2.0221461476e-02,4.4476914966e-01,9.4018860279e+02,9.4018860289e+02,1.7023057628e+05,2.0000000000e-03,1.0000000000e+00,6.4238777079e+04,False,True,True,True,False,True,False,True,True,True,True
Esox_masquinongy,3.8500000000e+04,2.0000000000e-01,Esox,Esocidae,Esociformes,Actinopterygii,Chordata,6.7855821641e-01,8.6380529225e-02,3.9399878685e-02,9.2953869883e+00,9.2953869893e+00,3.0810072557e+06,1.9981534629e-03,1.0000000000e+00,2.8750506824e+01,False,True,True,True,True,True,False,True,True,True,True
Onychogalea_fraenata,3.4000000000e+03,3.0000000000e-01,Onychogalea,Macropodidae,Diprotodontia,Mammalia,Chordata,9.6007545017e-01,2.0637719426e-02,3.4857377876e-01,3.8874209862e+00,3.8874209866e+00,1.0209472280e+06,2.0000000000e-03,1.0000000000e+00,4.0454821690e+03,False,True,True,True,False,True,False,True,True,True,True
Lithobates_catesbeianus,8.0000000000e+02,2.8000000000e-01,Lithobates,Ranidae,Anura,Amphibia,Chordata,9.5443912451e-01,2.1760130833e-02,4.4825163500e-01,4.9373071150e-02,1.4896943954e+04,2.8442608218e+05,2.0000000000e-03,1.0000000000e+00,4.7127196853e+02,False,True,True,True,False,True,True,True,True,True,True
Nautilus_pompilius,4.9000000000e+02,2.1000000000e-01,Nautilus,Nautilidae,Nautilida,Cephalopoda,Mollusca,9.0213011798e-01,2.0515796376e-02,1.7834593652e-01,1.7425163341e+03,9.6128819256e+04,9.6129087470e+04,2.0000000000e-03,3.4960799425e+00,2.2209265870e+01,True,True,True,True,False,True,True,True,True,True,True
Hyla_arborea,4.8000000000e+00,2.8000000000e-01,Hyla,Hylidae,Anura,Amphibia,Chordata,7.1980993158e-01,1.7800505269e-02,3.6055307410e-02,8.7498039079e-01,6.4771244137e+02,3.0080126698e+03,2.0000000000e-03,1.0000000000e+00,7.2188023114e+02,False,True,True,True,False,True,True,True,True,True,True
Decapterus_macrosoma,3.8900000000e+02,2.0000000000e-01,Decapterus,Carangidae,Carangiformes,Actinopterygii,Chordata,8.7966392000e-01,2.0397840829e-02,9.8323006319e-02,1.6590958940e-01,1.6590963562e-01,2.1590412461e+04,2.0000000000e-03,1.0000000924e+00,1.8662103310e+01,True,True,True,True,False,True,True,True,True,True,True
Cyclopsetta_querna,1.0000000000e+03,2.0000000000e-01,Cyclopsetta,Cyclopsettidae,Pleuronectiformes,Actinopterygii,Chordata,8.0000000000e-01,1.8512254212e-02,9.6120392706e-02,2.5287051181e-01,2.5287054185e-01,7.2384345793e+04,2.0000000000e-03,1.0000000395e+00,1.6384539130e+01,True,True,True,False,False,True,True,True,True,True,True
Ambiserrula_jugosa,1.9600000000e+01,2.0000000000e-01,Ambiserrula,Platycephalidae,Perciformes,Actinopterygii,Chordata,9.2174736289e-01,2.1593000000e-02,7.7243556960e-02,2.3366650069e-02,1.4674094966e-01,8.4964395339e+02,2.0000000000e-03,1.8405397637e+00,1.6509053157e+01,True,True,False,True,False,True,True,True,True,True,True
Cyanoramphus_novaezelandiae,8.1500000000e+01,2.8000000000e-01,Cyanoramphus,Psittacidae,Psittaciformes,Aves,Chordata,6.9474055279e-01,1.5807636845e-02,9.3488761749e-01,1.8325519763e+03,1.8325519765e+03,4.1616816417e+04,3.5996503654e-02,1.0000000000e+00,8.7752087975e+02,False,True,True,True,True,True,False,True,True,True,True
Atherina_presbyter,7.0400000000e+01,2.0000000000e-01,Atherina,Atherinidae,Atheriniformes,Actinopterygii,Chordata,8.6017097327e-01,8.6943662550e-03,5.5710549953e-03,1.3700817537e-01,9.5342986918e-01,1.2694338549e+03,2.0000000000e-03,1.8206192474e+00,1.0867350420e+03,True,True,True,True,False,True,True,True,True,True,True
Nannoperca_vittata,5.6000000000e+00,2.0000000000e-01,Nannoperca,Percichthyidae,Centrarchiformes,Actinopterygii,Chordata,9.1651500228e-01,2.1737258647e-02,1.1023482745e-01,1.8314179256e-01,2.0257082434e-01,4.4040739533e+02,2.0000000000e-03,1.0334724458e+00,2.2307186418e+01,True,True,True,True,False,True,True,True,True,True,True
Caranx_tille,6.7630000000e+03,2.0000000000e-01,Caranx,Carangidae,Carangiformes,Actinopterygii,Chordata,7.7224844525e-01,1.8515666395e-02,7.1108255696e-02,2.3370008395e-01,4.7346910554e-01,3.3622961611e+05,2.0000000000e-03,1.2649176759e+00,1.6375008220e+01,True,True,True,True,False,True,True,True,True,True,True
Numenius_arquata,8.2850000000e+02,2.8000000000e-01,Numenius,Scolopacidae,Charadriiformes,Aves,Chordata,8.4538677668e-01,2.7100035621e-02,9.0864428678e-01,6.3553435253e+03,6.3553435259e+03,1.1521262114e+05,5.6323765374e-02,1.0000000000e+00,1.3879281025e+03,False,True,True,True,True,True,False,True,True,True,True
Setophaga_ruticilla,8.5000000000e+00,2.8000000000e-01,Setophaga,Parulidae,Passeriformes,Aves,Chordata,9.1730902477e-01,2.7540638261e-02,8.8130226188e-01,1.7545066190e+02,1.7545066192e+02,2.0645422270e+03,4.6963364815e-02,1.0000000000e+00,1.1586306470e+03,False,True,True,True,True,True,False,True,True,True,True
Cacatua_moluccensis,8.5000000000e+02,2.8000000000e-01,Cacatua,Cacatuidae,Psittaciformes,Aves,Chordata,9.8917696845e-01,2.5416950103e-02,7.0289030639e-01,1.6304707323e+02,1.6304707325e+02,8.3329038504e+03,3.4073753421e-02,1.0000000000e+00,8.3164028985e+02,False,True,True,True,True,True,False,True,True,True,True
Hypoptychus_dybowskii,3.9800000000e+00,2.0000000000e-01,Hypoptychus,Hypoptychidae,Perciformes,Actinopterygii,Chordata,9.9511435353e-01,1.8111770599e-02,2.3082305268e-03,9.4998672118e-03,3.7199675766e-01,7.4447881834e+00,2.0000000000e-03,3.0554750660e+00,3.8290274754e+03,True,True,True,True,False,True,True,True,True,True,True
Triops_longicaudatus,5.5500000000e-01,1.7000000000e-01,Triops,Triopsidae,Notostraca,Branchiopoda,Arthropoda,9.8860917496e-01,6.5769841949e-02,1.3815222203e-03,4.1011939804e-04,4.1011939808e-04,1.9154865279e+00,2.0000000000e-03,1.0000000000e+00,2.4347055158e+03,False,True,True,True,False,True,False,True,True,True,True
Rhinobatos_productus,5.3630000000e+03,2.0000000000e-01,Rhinobatos,Rhinobatidae,Rhinopristiformes,Chondrichthyes,Chordata,8.6274412361e-01,2.2050976696e-01,3.9020994777e-01,1.6687708052e+04,1.6687708054e+04,2.0388315726e+06,2.0070684440e-03,1.0000000000e+00,1.5935843969e+01,False,True,True,True,True,True,False,True,True,True,True
Pseudocyttus_maculatus,6.2700000000e+03,2.0000000000e-01,Pseudocyttus,Oreosomatidae,Zeiformes,Actinopterygii,Chordata,5.8821799616e-01,3.4688268286e-02,7.3033975652e-02,2.8691778254e+00,2.8691778257e+00,9.7740488013e+05,2.0000000000e-03,1.0000000000e+00,2.7485713199e+01,False,True,True,True,False,True,False,True,True,True,True
Microstomus_pacificus,3.8000000000e+03,2.0000000000e-01,Microstomus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,7.4473831995e-01,3.0617536532e-02,5.7872767063e-02,7.2645982934e-01,1.6418052547e+01,6.3915998091e+05,2.0000000000e-03,2.8149324610e+00,4.7684640943e+01,True,True,True,True,False,True,True,True,True,True,True
Erithacus_rubecula,1.8600000000e+01,2.8000000000e-01,Erithacus,Muscicapidae,Passeriformes,Aves,Chordata,8.6741093662e-01,2.6466095664e-02,8.1383427729e-01,4.2456578459e+02,4.2456578464e+02,5.4664749985e+03,4.6674070949e-02,1.0000000000e+00,1.1360662749e+03,False,True,True,True,True,True,False,True,True,True,True
Tyrannus_tyrannus,3.9900000000e+01,2.8000000000e-01,Tyrannus,Tyrannidae,Passeriformes,Aves,Chordata,9.4926469790e-01,2.6709763955e-02,8.9712014762e-01,1.2976669255e+02,1.2976669257e+02,1.6921585633e+03,1.5643561907e-01,1.0000000000e+00,3.8116422207e+03,False,True,True,True,True,True,False,True,True,True,True
Burhinus_capensis,4.9000000000e+02,2.8000000000e-01,Burhinus,Burhinidae,Charadriiformes,Aves,Chordata,9.1690619368e-01,2.0766879710e-02,9.3780200309e-01,1.1711900596e+03,1.1711900597e+03,2.9324938598e+04,7.0912143687e-02,1.0000000000e+00,1.7216244905e+03,False,True,True,True,True,True,False,True,True,True,True
Turdus_migratorius,7.5500000000e+01,2.8000000000e-01,Turdus,Turdidae,Passeriformes,Aves,Chordata,9.3197075083e-01,2.3322066560e-02,8.1919129779e-01,1.9688404095e+02,1.9688404097e+02,2.0520158635e+03,2.7090689123e-01,1.0000000000e+00,6.6450444249e+03,False,True,True,True,True,True,False,True,True,True,True
Mergus_serrator,9.0800000000e+02,2.8000000000e-01,Mergus,Anatidae,Anseriformes,Aves,Chordata,4.6018438827e-01,2.3307404824e-02,9.4794034547e-01,2.4165339190e+04,2.4165339192e+04,6.9144781765e+05,3.6045593537e-02,1.0000000000e+00,8.8074880696e+02,False,True,True,True,True,True,False,True,True,True,True
Gammarus_minus,1.0900000000e-02,1.7000000000e-01,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,7.9949326601e-01,2.2449929377e-02,2.1574705240e-02,1.0536233484e-01,2.9985680592e-01,5.0489563038e+00,2.0000000000e-03,1.3347918311e+00,2.6973504331e+02,True,True,True,True,False,True,True,True,True,True,True
Gadus_macrocephalus,1.2250000000e+04,2.0000000000e-01,Gadus,Gadidae,Gadiformes,Actinopterygii,Chordata,4.3851483608e-01,2.5407634031e-02,2.4163152568e-02,3.9293182606e-02,1.6528786212e-01,3.9408077552e+06,2.0000000000e-03,1.6076620481e+00,3.6967614603e+03,True,True,True,True,False,True,True,True,True,True,True
Amblygobius_bynoensis,1.0000000000e+01,2.0000000000e-01,Amblygobius,Gobiidae,Gobiiformes,Actinopterygii,Chordata,9.0000000000e-01,2.0805700940e-02,3.4914553092e-02,8.0128887086e-02,8.0128887094e-02,5.1880434500e+02,2.0000000000e-03,1.0000000000e+00,5.5385593053e+01,False,True,True,False,False,True,False,True,True,True,True
Homo_sapiens,6.8000000000e+04,3.0000000000e-01,Homo,Hominidae,Primates,Mammalia,Chordata,7.9389484705e-01,3.1963780240e-02,6.8008013835e-01,4.8406273199e+06,4.8406273204e+06,8.6709745229e+07,2.5369968547e-04,1.0000000000e+00,2.5826000000e+00,False,False,True,True,True,True,False,True,True,True,True
Pelophylax_nigromaculatus,1.1800000000e+02,2.8000000000e-01,Pelophylax,Ranidae,Anura,Amphibia,Chordata,6.3698626691e-01,8.6909684374e-02,1.4812908828e-01,1.8643048678e+01,2.2817312418e+03,1.0192194070e+05,2.0000000000e-03,1.0000000000e+00,3.1975499232e+01,False,True,True,True,False,True,True,True,True,True,True
Phycodurus_eques,1.9170000000e+02,2.0000000000e-01,Phycodurus,Syngnathidae,Syngnathiformes,Actinopterygii,Chordata,9.9659589056e-01,2.6394000000e-02,1.3882513692e-01,2.7673546130e-02,6.4802838137e-01,1.1776747824e+03,2.0000000000e-03,2.7934681788e+00,1.1354736357e+02,True,True,False,True,False,True,True,True,True,True,True
Dipturus_pullopunctatus,6.8600000000e+04,2.0000000000e-01,Dipturus,Rajidae,Rajiformes,Chondrichthyes,Chordata,7.2009946004e-01,3.2000000000e-02,7.9205200152e-02,5.1926735142e+04,5.1926735147e+04,3.8142903254e+06,2.0000000000e-03,1.0000000000e+00,1.8388253326e+01,False,True,False,True,False,True,False,True,True,True,True
Donacobius_atricapilla,3.6000000000e+01,2.8000000000e-01,Donacobius,Donacobiidae,Passeriformes,Aves,Chordata,9.7459225886e-01,2.8026815399e-02,7.4761443261e-01,1.4385664305e+02,1.4385664306e+02,2.3160262527e+03,2.7410315226e-02,1.0000000000e+00,6.6636523507e+02,False,True,True,True,True,True,False,True,True,True,True
Cyprinodon_macularius,7.4000000000e+00,2.0000000000e-01,Cyprinodon,Cyprinodontidae,Cyprinodontiformes,Actinopterygii,Chordata,9.7370991265e-01,3.4091950811e-02,2.1165046730e-03,6.2838684055e-02,1.0729985236e+00,6.7563478418e+00,2.0000000000e-03,2.5212022611e+00,3.8278158518e+01,True,True,True,True,False,True,True,True,True,True,True
Diplectrum_formosum,3.4600000000e+02,2.0000000000e-01,Diplectrum,Serranidae,Perciformes,Actinopterygii,Chordata,9.5000000000e-01,1.7810527207e-02,6.1873063715e-02,4.5437469537e-02,4.5437527830e-02,4.3491882817e+03,2.0000000000e-03,1.0000004265e+00,1.5178588774e+01,True,True,True,False,False,True,True,True,True,True,True
Motacilla_flava,1.8000000000e+01,2.8000000000e-01,Motacilla,Motacillidae,Passeriformes,Aves,Chordata,9.7640581106e-01,2.4980216336e-02,6.1649271827e-01,4.2444463347e+01,4.2444463351e+01,7.6221574944e+02,3.8334880172e-02,1.0000000000e+00,9.3601085939e+02,False,True,True,True,True,True,False,True,True,True,True
Micrurus_corallinus,3.1336024436e+02,3.0000000000e-01,Micrurus,Elapidae,Squamata,Reptilia,Chordata,7.5536009748e-01,3.7136103066e-02,8.2688680326e-02,3.8515336067e+03,3.8515336071e+03,2.4558037844e+04,2.0000000000e-03,1.0000000000e+00,2.0615104530e+01,False,True,True,True,False,True,False,True,True,True,True
Megaceryle_alcyon,1.5160000000e+02,2.8000000000e-01,Megaceryle,Alcedinidae,Coraciiformes,Aves,Chordata,8.7009381667e-01,2.9771858822e-02,8.4734414116e-01,1.2719296428e+03,1.2719296430e+03,1.9618340920e+04,8.5166858764e-02,1.0000000000e+00,2.0778279237e+03,False,True,True,True,True,True,False,True,True,True,True
Myripristis_murdjan,5.0000000000e+03,2.0000000000e-01,Myripristis,Holocentridae,Holocentriformes,Actinopterygii,Chordata,5.2628984425e-01,2.5302000000e-02,1.5160996230e-02,2.8267050830e-01,2.8267050833e-01,1.5524880338e+05,2.0000000000e-03,1.0000000000e+00,2.0234137216e+01,False,True,False,True,False,True,False,True,True,True,True
Triportheus_elongatus,1.6444000000e+02,2.0000000000e-01,Triportheus,Triportheidae,Characiformes,Actinopterygii,Chordata,8.0584667456e-01,1.7615724994e-02,2.6632231152e-02,1.2456647446e-01,3.3173795681e-01,4.8398177252e+04,2.0000000000e-03,1.3180326588e+00,1.8379312752e+04,True,True,True,True,False,True,True,True,True,True,True
Macroramphosus_gracilis,3.3200000000e+01,2.0000000000e-01,Macroramphosus,Centriscidae,Syngnathiformes,Actinopterygii,Chordata,8.5000000000e-01,5.7550407164e-02,4.6446181137e-02,2.4853625877e-01,2.4853625880e-01,3.1227951216e+03,2.0122805697e-03,1.0000000000e+00,3.2893874761e+01,False,True,True,False,True,True,False,True,True,True,True
Leptodora_kindtii,4.9306250000e-08,3.0000000000e-02,Leptodora,Leptodoridae,Haplopoda,Branchiopoda,Arthropoda,8.3307084747e-01,2.3790000000e-02,7.4964100850e-04,1.6477171445e-03,1.6477171446e-03,1.5692409041e-01,2.0000000000e-03,1.0000000000e+00,1.6518994994e+02,False,True,False,True,False,True,False,True,True,True,True
Holacanthus_passer,9.6550000000e+02,2.0000000000e-01,Holacanthus,Pomacentridae,OvalentariaIncSed,Actinopterygii,Chordata,9.7991905118e-01,1.9743994717e-02,4.8339884913e-02,9.4762941887e-03,3.9672445573e+01,1.6728368603e+04,3.4219905856e-04,1.5863465212e+01,6.0076743032e+00,True,True,True,True,True,True,True,True,True,True,True
Callisaurus_draconoides,1.2900000000e+01,3.0000000000e-01,Callisaurus,Phrynosomatidae,Squamata,Reptilia,Chordata,6.2353763131e-01,3.0297224028e-02,7.4403341396e-02,7.2265841040e+02,7.2265841047e+02,2.0583322200e+04,2.0000000000e-03,1.0000000000e+00,3.2504772492e+02,False,True,True,True,False,True,False,True,True,True,True
Lutjanus_synagris,2.9000000000e+03,2.0000000000e-01,Lutjanus,Lutjanidae,Lutjaniformes,Actinopterygii,Chordata,8.5660660206e-01,3.4268210902e-02,2.8088456900e-02,1.2957643838e-01,1.2957646196e-01,1.1204391755e+05,7.9699640239e-04,1.0000000605e+00,1.3901482866e+01,True,True,True,True,True,True,True,True,True,True,True
Ctenophorus_ornatus,3.9150000000e+01,3.0000000000e-01,Ctenophorus,Agamidae,Squamata,Reptilia,Chordata,5.8225224723e-01,1.5551932905e-02,2.1925939651e-01,2.8176716634e+03,2.8176716637e+03,5.0562873165e+04,2.0000000000e-03,1.0000000000e+00,9.3357942960e+01,False,True,True,True,False,True,False,True,True,True,True
Progne_subis,6.4000000000e+01,2.8000000000e-01,Progne,Hirundinidae,Passeriformes,Aves,Chordata,8.1227717860e-01,3.6123303588e-02,9.3766814571e-01,1.9669087007e+03,1.9669087009e+03,3.8467311005e+04,3.1288078426e-02,1.0000000000e+00,7.6669657997e+02,False,True,True,True,True,True,False,True,True,True,True
Ramsayornis_modestus,1.1000000000e+01,2.8000000000e-01,Ramsayornis,Meliphagidae,Passeriformes,Aves,Chordata,9.6374761430e-01,2.4283237577e-02,8.2336538666e-01,9.6791535291e+01,9.6791535301e+01,8.8181068805e+02,4.9665775185e-02,1.0000000000e+00,1.2118965018e+03,False,True,True,True,True,True,False,True,True,True,True
Rhodeus_sericeus,1.4400000000e+01,2.0000000000e-01,Rhodeus,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,4.9100950332e-01,2.4820555962e-02,1.8895500767e-02,5.4604644701e+00,6.7350386358e+00,2.1226552932e+03,2.0000000000e-03,1.0705061806e+00,2.7816174912e+01,True,True,True,True,False,True,True,True,True,True,True
Chrysiptera_biocellata,4.4600000000e+01,2.0000000000e-01,Chrysiptera,Pomacentridae,OvalentariaIncSed,Actinopterygii,Chordata,9.9785326523e-01,1.9946836915e-02,5.0714243628e-02,7.8211385968e-04,6.5557663878e-03,3.3329371261e+01,2.0000000000e-03,2.0260010811e+00,1.7968968339e+01,True,True,True,True,False,True,True,True,True,True,True
Sauromalus_ater,1.4070384840e+02,3.0000000000e-01,Sauromalus,Iguanidae,Squamata,Reptilia,Chordata,3.4014331282e-01,4.1944433045e-02,2.1690665333e-01,7.7507737151e+04,7.7507737158e+04,1.0289100099e+06,6.0000000000e-04,1.0000000000e+00,7.9204430227e+00,False,True,True,True,False,True,False,True,True,True,True
Bolitoglossa_subpalmata,3.3000000000e+01,2.8000000000e-01,Bolitoglossa,Plethodontidae,Caudata,Amphibia,Chordata,8.6903936227e-01,2.0836155145e-02,7.3266012341e-02,2.3021158448e+01,2.3021158450e+01,5.9248215650e+03,2.0000000000e-03,1.0000000000e+00,9.5434214654e+01,False,True,True,True,False,True,False,True,True,True,True
Pternistis_bicalcaratus,3.8100000000e+02,2.8000000000e-01,Pternistis,Phasianidae,Galliformes,Aves,Chordata,9.6193196661e-01,8.1273148447e-02,6.1559459843e-02,3.6622998181e+03,3.6622998185e+03,1.6739392074e+04,1.1490597961e-03,1.0000000000e+00,2.7991200674e+01,False,True,True,True,True,True,False,True,True,True,True
Equulites_lineolatus,3.5300000000e+01,2.0000000000e-01,Equulites,Leiognathidae,Acanthuriformes ,Actinopterygii,Chordata,9.6100413981e-01,2.1427000000e-02,6.8093263687e-02,4.2431866678e-02,2.1811277553e-01,6.8571937934e+02,2.0000000000e-03,1.7198377166e+00,1.9175525406e+01,True,True,False,True,False,True,True,True,True,True,True
Synoicus_chinensis,3.5600000000e+01,2.8000000000e-01,Synoicus,Phasianidae,Galliformes,Aves,Chordata,9.3135555601e-01,2.3496145195e-02,6.9019057532e-01,3.3099792530e+02,3.3099792533e+02,3.0933288599e+03,5.7092794971e-02,1.0000000000e+00,1.3948307160e+03,False,True,True,True,True,True,False,True,True,True,True
Parargyrops_edita,5.4100000000e+02,2.0000000000e-01,Parargyrops,Sparidae,Spariformes,Actinopterygii,Chordata,9.2615173294e-01,2.7823000000e-02,4.7433799307e-02,8.0058897590e-02,3.1883574802e-01,2.1791027010e+04,1.0567649509e-03,1.5820081919e+00,1.8398582571e+01,True,True,False,True,True,True,True,True,True,True,True
Parapocryptes_serperaster,6.7300000000e+01,2.0000000000e-01,Parapocryptes,Oxudercidae,Gobiiformes,Actinopterygii,Chordata,9.5000000000e-01,1.9434953210e-02,2.9645744256e-01,3.7693716590e-02,3.7693716594e-02,4.6448879426e+03,2.0000000000e-03,1.0000000000e+00,1.4883129580e+01,False,True,True,False,False,True,False,True,True,True,True
Alligator_sinensis,2.3900000000e+04,3.0000000000e-01,Alligator,Alligatoridae,Crocodilia,Reptilia,Chordata,8.9715407186e-01,9.4099861237e-02,1.9643223536e-01,2.1370742569e+04,2.1370742571e+04,9.1516486023e+06,4.1948240389e-04,1.0000000000e+00,1.0879077935e+01,False,True,True,True,True,True,False,True,True,True,True
Archboldia_papuensis,1.2500000000e+02,2.8000000000e-01,Archboldia,Ptilonorhynchidae,Passeriformes,Aves,Chordata,9.4890518487e-01,3.2485987644e-02,8.7890770151e-01,1.8942817548e+03,1.8942817550e+03,1.8819209411e+04,2.1617392499e-02,1.0000000000e+00,5.2681170792e+02,False,True,True,True,True,True,False,True,True,True,True
Pygoscelis_papua,5.7150000000e+03,2.8000000000e-01,Pygoscelis,Spheniscidae,Sphenisciformes,Aves,Chordata,9.7491030123e-01,2.5331022148e-02,7.9017674787e-01,1.4491417270e+03,1.4491417272e+03,6.0211690293e+04,6.0898459250e-02,1.0000000000e+00,1.4938764520e+03,False,True,True,True,True,True,False,True,True,True,True
Euptilotis_neoxenus,1.3025000000e+02,2.8000000000e-01,Euptilotis,Trogonidae,Trogoniformes,Aves,Chordata,9.0972044727e-01,2.8567214106e-02,8.9485623965e-01,1.7003261697e+03,1.7003261698e+03,1.8092310356e+04,5.0399408133e-02,1.0000000000e+00,1.2385855139e+03,False,True,True,True,True,True,False,True,True,True,True
Calidris_bairdii,3.8000000000e+01,2.8000000000e-01,Calidris,Scolopacidae,Charadriiformes,Aves,Chordata,7.6831069570e-01,2.0135791445e-02,9.1372438313e-01,1.1241210721e+03,1.1241210722e+03,6.5247313617e+03,1.6191764943e-01,1.0000000000e+00,3.9518448091e+03,False,True,True,True,True,True,False,True,True,True,True
Gallotia_simonyi,8.9350000000e+01,3.0000000000e-01,Gallotia,Lacertidae,Squamata,Reptilia,Chordata,5.9222710915e-01,7.5426391740e-02,4.2721739670e-01,1.3405076118e+04,1.3405076119e+04,2.3369304889e+05,2.0000000000e-03,1.0000000000e+00,2.0946705341e+01,False,True,True,True,False,True,False,True,True,True,True
Solea_solea,1.1097000000e+03,2.0000000000e-01,Solea,Soleidae,Pleuronectiformes,Actinopterygii,Chordata,7.8251118163e-01,7.2774360166e-02,7.5220366562e-03,3.5652069636e-01,6.7302173809e+00,1.9560946035e+05,2.0000000000e-03,2.6579906639e+00,3.4194363269e+01,True,True,True,True,False,True,True,True,True,True,True
Aerodramus_spodiopygius,1.1500000000e+01,2.8000000000e-01,Aerodramus,Apodidae,Apodiformes,Aves,Chordata,9.0601508333e-01,3.9289047393e-02,2.0483876581e-01,7.6805445068e+02,7.6805445076e+02,5.0076439964e+03,8.4175858265e-04,1.0000000000e+00,2.0466226524e+01,False,True,True,True,True,True,False,True,True,True,True
Fulmarus_glacialis,7.0600000000e+02,2.8000000000e-01,Fulmarus,Procellariidae,Procellariiformes,Aves,Chordata,9.1882985882e-01,4.8922003911e-02,9.2970460296e-01,1.0542730580e+04,1.0542730581e+04,1.6366624469e+05,2.1494690774e-02,1.0000000000e+00,5.2582382387e+02,False,True,True,True,True,True,False,True,True,True,True
Gopherus_morafkai,4.2000000000e+03,3.0000000000e-01,Gopherus,Testudinidae,Testudines,Reptilia,Chordata,8.5246836560e-01,3.1948497721e-02,3.5848773227e-01,2.0884109324e+04,2.0884109327e+04,4.9710926948e+06,2.2217035442e-04,1.0000000000e+00,5.8068002043e+00,False,True,True,True,True,True,False,True,True,True,True
Menura_novaehollandiae,6.8020000000e+02,2.8000000000e-01,Menura,Menuridae,Passeriformes,Aves,Chordata,9.7673090418e-01,2.0259770627e-02,7.3841993711e-01,1.3835856792e+03,1.3835856794e+03,2.2379909704e+04,1.6689013371e-02,1.0000000000e+00,4.0598247633e+02,False,True,True,True,True,True,False,True,True,True,True
Atropus_atropos,4.2080000000e+02,2.0000000000e-01,Atropus,Carangidae,Carangiformes,Actinopterygii,Chordata,9.0615822420e-01,1.9673646290e-02,1.5253742800e-01,2.0670630760e-02,3.2469637585e+00,4.3186363972e+04,2.0000000000e-03,5.3815929270e+00,1.6310218399e+01,True,True,True,True,False,True,True,True,True,True,True
Strangomera_bentincki,1.8670000000e+02,2.0000000000e-01,Strangomera,Clupeidae,Clupeiformes,Actinopterygii,Chordata,9.3103561812e-01,3.3520000000e-02,3.4518475147e-02,2.4926722693e-01,1.2140374499e+00,3.2586634109e+03,2.0000000000e-03,1.6901852268e+00,1.9242348654e+01,True,True,False,True,False,True,True,True,True,True,True
