species,ab/m,abjx/m,ap/m,am,d_V,Wwb/i,Wwbjx/i,Wwi,Ri,T_typical,metamorphosis,weaning,p_Am,kap,v,p_M,E_G,h_a,E_Hb/bjx,E_Hbjx/p,E_Hp
Hylomyscus_stella,8.595444e-02,1.042193e-01,1.206576e-01,2.667020e+02,3.000000e-01,7.500000e-02,7.500000e-02,2.000000e+01,6.749105e-02,3.091500e+02,False,True,2.366900e+03,9.769900e-01,2.490300e-02,2.115099e+03,7.844468e+03,1.509000e-09,8.299074e-02,3.739612e-01,2.888000e+03
Pagurus_bernhardus,3.056518e-01,3.467477e-01,5.556518e-01,3.827565e+03,1.700000e-01,3.333333e-07,1.851852e-04,5.400000e+01,6.270305e-01,2.831500e+02,True,False,3.868353e+01,9.999000e-01,2.051500e-02,9.423950e+01,4.400000e+03,4.945000e-07,1.801115e-03,1.231591e-03,2.621000e+00
Cavia_tschudii,1.778440e-01,1.871590e-01,2.151042e-01,3.466293e+02,3.000000e-01,7.500000e-02,1.500000e-01,1.200000e+03,2.163695e-01,3.121500e+02,False,True,1.155860e+03,8.816400e-01,1.107900e-01,1.264302e+02,7.837043e+03,1.951200e-13,3.158669e-01,2.034709e-01,7.768439e+05
Gallus_gallus,3.178093e-03,3.178093e-03,7.780832e-03,1.172041e+03,2.800000e-01,2.778067e-02,2.778067e-02,9.593000e+02,1.279815e-01,3.141500e+02,False,False,2.096896e+04,9.913600e-01,1.776000e-02,1.194151e+04,7.322710e+03,4.362000e-14,1.000000e+00,1.178462e-02,3.278000e+04
Calonectris_leucomelas,6.076005e-03,6.076005e-03,1.679187e-02,1.620638e+03,2.800000e-01,8.194444e-02,8.194444e-02,7.200000e+02,1.530262e-02,3.105500e+02,False,False,7.477732e+03,9.949900e-01,9.234300e-02,1.930782e+03,7.321212e+03,1.037000e-13,1.000000e+00,6.216927e-03,1.406000e+05
Arctictis_binturong,2.836849e-02,3.638472e-02,1.222295e-01,2.264016e+03,3.000000e-01,2.595918e-02,1.714286e-01,1.225000e+04,4.770284e-02,3.098500e+02,False,True,9.739247e+03,7.274700e-01,2.389500e-02,1.152784e+03,7.852235e+03,8.000000e-12,5.461336e-02,4.860132e-02,4.683000e+07
Erpetoichthys_calabaricus,2.602740e-03,2.602740e-03,3.000000e-01,4.222924e+03,2.000000e-01,1.974217e-05,1.974217e-05,6.040000e+01,5.683265e+00,2.991500e+02,False,False,5.482991e+01,9.262000e-01,9.734000e-03,1.703000e+01,5.235000e+03,6.520000e-10,1.000000e+00,2.365631e-05,1.094000e+04
Mytilopsis_sallei,3.726650e-04,1.341594e-02,4.471980e-02,4.684098e+02,9.000000e-02,3.541014e-07,8.556625e-07,3.194000e-01,9.024651e+01,3.001500e+02,True,False,7.146776e+00,9.991800e-01,8.286700e-02,4.944890e+01,2.348227e+03,3.164000e-08,9.066419e-03,9.300216e-04,2.315000e-02
Dissostichus_mawsoni,6.052757e-03,6.052757e-03,2.111810e-01,9.138925e+04,2.000000e-01,3.942149e-07,3.942149e-07,1.210000e+05,5.732821e+02,2.744500e+02,True,False,4.042186e+03,4.500000e-01,2.848100e-02,3.790260e+02,5.230084e+03,6.437000e-08,1.797262e-02,5.794822e-06,7.184000e+07
Tyrannus_forficatus,4.971784e-03,8.674116e-03,1.607878e-02,4.927286e+02,2.800000e-01,6.511628e-02,6.511628e-02,4.300000e+01,6.758285e-02,3.147500e+02,False,False,1.255729e+03,9.723600e-01,4.854400e-02,6.009549e+02,7.286974e+03,1.066000e-13,1.200935e-01,3.823135e-01,4.478000e+03
Archosargus_probatocephalus,1.383975e-04,1.383975e-04,6.263840e-02,7.300000e+03,2.000000e-01,2.101961e-08,2.101961e-08,1.275000e+04,3.872609e+02,2.931500e+02,True,False,1.808545e+02,9.942500e-01,8.384900e-02,2.311420e+01,5.220953e+03,1.102000e-09,5.455545e-02,5.968271e-06,1.828000e+04
Aphanius_fasciatus,2.873084e-03,2.873084e-03,1.044713e-01,2.903926e+03,2.000000e-01,3.769610e-04,3.769610e-04,7.460000e+00,1.055812e+00,2.901500e+02,False,False,2.546557e+01,7.608000e-01,3.578400e-02,1.060380e+01,5.241252e+03,4.851000e-08,1.000000e+00,1.098675e-02,2.037000e+02
Buphagus_erythrorhynchus,2.530399e-03,5.521366e-03,1.150330e-02,1.016530e+03,2.800000e-01,5.423729e-02,5.423729e-02,5.900000e+01,6.307732e-02,3.147500e+02,False,False,1.542006e+03,9.473500e-01,4.035300e-02,7.126989e+02,7.287719e+03,3.345000e-14,7.089232e-02,4.974392e-01,9.372000e+03
Macronectes_giganteus,9.081983e-03,9.081983e-03,1.479460e-02,2.647393e+03,2.800000e-01,3.907407e-02,3.907407e-02,5.400000e+03,1.775331e-02,3.121500e+02,False,False,7.452854e+03,9.965000e-01,7.490600e-02,1.080320e+03,7.316314e+03,2.364000e-16,1.000000e+00,7.242438e-03,2.281000e+05
Pachyptila_belcheri,4.587786e-03,1.006724e-02,2.102614e-02,1.357174e+03,2.800000e-01,1.000000e-01,1.000000e-01,2.500000e+02,1.842063e-02,3.125500e+02,False,False,1.854440e+03,7.806700e-01,3.520500e-02,4.910306e+02,7.319523e+03,3.944000e-13,1.405115e-01,5.556140e-01,1.710000e+05
Eunymphicus_cornutus,2.990056e-03,2.990056e-03,8.831097e-03,1.162188e+03,2.800000e-01,4.166667e-02,4.166667e-02,1.200000e+02,5.085238e-02,3.116500e+02,False,False,1.008119e+04,9.935100e-01,1.470300e-02,9.837702e+03,7.313980e+03,2.519000e-13,1.000000e+00,1.619036e-02,4.150000e+03
Platalea_alba,4.552655e-03,4.552655e-03,9.909661e-03,1.008263e+03,2.800000e-01,2.206704e-02,2.206704e-02,1.790000e+03,5.325993e-02,3.121500e+02,False,False,2.679361e+04,9.983300e-01,9.092600e-02,7.936642e+03,7.323846e+03,2.808000e-15,1.000000e+00,2.814146e-03,3.987000e+04
Calyptorhynchus_lathami,3.120007e-03,3.120007e-03,9.660467e-03,2.656885e+03,2.800000e-01,4.230769e-02,4.230769e-02,5.200000e+02,1.418955e-02,3.119500e+02,False,False,3.872241e+03,9.957100e-01,3.087200e-02,1.326645e+03,7.311225e+03,8.448000e-16,1.000000e+00,1.261566e-02,1.686000e+04
Phyllostomus_hastatus,7.322646e-02,8.844716e-02,1.843376e-01,1.769990e+03,3.000000e-01,1.962963e-01,1.962963e-01,8.100000e+01,1.016955e-02,3.079500e+02,False,True,3.750925e+03,9.679000e-01,4.471500e-02,1.903487e+03,7.846896e+03,1.017000e-11,2.652046e-02,5.375600e-01,1.459000e+05
Podarcis_muralis_Castanet,8.528653e-03,8.528653e-03,1.893506e-01,5.860656e+03,3.000000e-01,7.089405e-02,7.089405e-02,5.078000e+00,1.706294e-02,2.981500e+02,False,False,2.501576e+02,2.756000e-01,2.701400e-02,5.265270e+01,7.835975e+03,1.765000e-08,1.000000e+00,1.198760e-01,2.903000e+04
Aquila_rapax,3.376836e-03,3.376836e-03,8.611548e-03,2.377470e+03,2.800000e-01,5.076142e-02,5.076142e-02,1.970000e+03,1.698223e-02,3.116700e+02,False,False,1.672978e+04,9.972000e-01,8.060200e-02,4.279871e+03,7.313673e+03,5.645000e-19,1.000000e+00,4.377158e-03,1.506000e+05
Phoebetria_palpebrata,1.494477e-02,1.494477e-02,2.300739e-02,1.971463e+03,2.800000e-01,7.666667e-02,7.666667e-02,3.000000e+03,1.775331e-02,3.121500e+02,False,False,1.479828e+04,9.947900e-01,1.142500e-01,2.723623e+03,7.319657e+03,4.858000e-15,1.000000e+00,4.880577e-03,6.657000e+05
Melanerpes_formicivorus,3.152504e-03,3.152504e-03,7.612523e-03,9.823565e+02,2.800000e-01,5.949367e-02,5.949367e-02,7.900000e+01,1.715874e-01,3.120000e+02,False,False,1.287681e+04,9.905300e-01,6.422000e-02,9.493760e+03,7.316184e+03,1.303000e-18,1.000000e+00,5.778240e-03,1.921000e+04
Channa_punctata,9.090909e-04,9.090909e-04,3.318182e-01,5.820882e+02,2.000000e-01,1.666667e-06,1.666667e-06,3.000000e+02,8.219178e+01,3.001500e+02,False,False,9.746243e+01,9.969600e-01,4.454000e-02,1.648840e+01,5.232446e+03,6.290500e-08,1.000000e+00,6.852200e-07,3.459327e+02
Capra_hircus,2.041623e-02,4.149104e-02,7.389357e-02,1.406928e+03,3.000000e-01,3.688525e-02,3.688525e-02,6.100000e+04,2.217598e-02,3.124500e+02,False,True,4.418259e+03,9.428000e-01,2.693800e-02,3.055031e+02,7.836196e+03,1.048000e-12,1.540547e-01,3.803265e-01,2.328000e+06
Macaca_fuscata,1.238457e-02,3.842975e-02,1.179174e-01,2.995719e+03,3.000000e-01,5.583699e-02,1.989193e-01,8.883000e+03,9.638755e-03,3.107500e+02,False,True,3.182160e+02,8.291600e-01,1.771500e-02,1.990990e+01,7.852372e+03,2.014000e-12,2.225000e-01,2.813853e-01,3.696000e+06
Turdus_rubrocanus,2.890737e-03,4.612851e-03,8.057078e-03,7.768243e+02,2.800000e-01,4.231082e-02,4.231082e-02,9.217500e+01,6.533009e-02,3.147500e+02,False,False,1.995468e+03,9.920700e-01,4.627200e-02,8.638697e+02,7.316592e+03,1.072000e-12,1.332161e-01,3.055874e-01,1.396000e+03
Hirundo_atrocaerulea,4.311469e-03,8.078592e-03,1.561284e-02,7.102394e+02,2.800000e-01,1.007194e-01,1.007194e-01,1.390000e+01,1.171436e-01,3.147500e+02,False,False,7.525605e+02,8.834000e-01,2.874800e-02,4.710635e+02,7.314352e+03,1.401000e-12,1.187535e-01,4.571935e-01,7.896000e+03
Potos_flavus,2.697224e-02,3.546254e-02,8.547681e-02,3.385339e+03,3.000000e-01,5.000000e-02,5.000000e-02,3.000000e+03,1.134303e-02,3.092500e+02,False,True,4.291027e+03,8.727000e-01,2.510500e-02,7.532190e+02,7.854845e+03,1.669000e-22,3.767284e-02,1.485543e-01,6.329000e+06
Aotus_trivirgatus,7.110111e-02,7.810971e-02,1.458292e-01,2.265863e+03,3.000000e-01,1.106250e-01,4.500000e-01,8.000000e+02,1.802492e-02,3.111500e+02,False,True,5.304884e+02,5.957700e-01,3.641700e-01,3.366450e+01,7.824424e+03,1.083000e-18,1.996936e-01,2.195067e-01,8.920000e+06
Gila_intermedia,4.302355e-03,4.302355e-03,6.181848e-01,1.159137e+03,2.000000e-01,1.675978e-06,1.675978e-06,7.160000e+02,7.657675e+00,2.861500e+02,True,False,5.205566e+02,9.848000e-01,2.070800e-02,1.088070e+02,5.255981e+03,1.524000e-07,9.993614e-01,1.007722e-04,1.554000e+02
Martes_zibellina,2.031540e-02,2.865370e-02,8.821296e-02,1.329139e+03,3.000000e-01,1.898734e-02,3.797468e-01,1.580000e+03,4.153065e-02,3.116500e+02,False,True,1.567747e+03,9.224700e-01,1.568600e-01,1.624980e+02,7.806992e+03,1.226000e-32,1.837937e-02,1.066493e-01,4.617000e+06
Thamnophis_sirtalis,1.956947e-02,1.956947e-02,1.624266e-01,3.233443e+03,3.000000e-01,2.286454e-03,2.286454e-03,2.318000e+03,1.039140e-01,2.991500e+02,False,False,7.166884e+02,9.421100e-01,2.048100e-02,9.330210e+01,7.831534e+03,2.862000e-09,1.000000e+00,3.433819e-03,1.715000e+05
Forbesichthys_agassizii,8.356164e-03,8.356164e-03,7.520548e-02,7.115737e+03,2.000000e-01,7.567568e-04,7.567568e-04,3.700000e+00,2.136110e-01,2.861500e+02,False,False,2.123106e+02,9.488200e-01,2.431100e-02,1.855435e+02,5.226597e+03,2.902000e-08,1.000000e+00,2.491242e-03,1.256000e+02
Platalea_regia,2.121299e-03,2.121299e-03,5.716244e-03,2.039056e+03,2.800000e-01,4.380952e-02,4.380952e-02,1.575000e+03,5.503527e-02,3.121500e+02,False,False,3.471970e+04,9.978400e-01,1.873900e-01,8.960223e+03,7.331477e+03,1.159000e-27,1.000000e+00,1.648999e-03,1.849000e+05
Melospiza_lincolnii,7.866539e-03,1.183193e-02,1.976272e-02,3.373637e+02,2.800000e-01,9.234973e-02,9.234973e-02,1.830000e+01,9.686875e-02,3.147500e+02,False,False,8.507980e+02,9.729900e-01,3.586800e-02,5.234716e+02,7.321300e+03,1.367000e-11,2.035117e-01,3.553179e-01,1.683000e+03
Gallotia_stehlini,1.287356e-02,1.287356e-02,2.542529e-01,3.012656e+03,3.000000e-01,2.409091e-02,2.409091e-02,8.800000e+01,3.876795e-02,2.971500e+02,False,False,1.155987e+02,5.945000e-01,6.154800e-02,1.674670e+01,7.849282e+03,1.147000e-09,1.000000e+00,5.920165e-02,1.453000e+05
Dasymys_incomtus,1.496752e-01,1.935108e-01,3.633738e-01,1.333510e+02,3.000000e-01,6.285714e-02,6.285714e-02,1.400000e+02,1.957240e-01,3.091500e+02,False,True,5.540653e+03,9.061100e-01,3.167500e-02,2.844765e+03,7.844203e+03,1.863000e-08,7.033993e-02,8.530911e-02,3.138000e+05
Ammospermophilus_leucurus,2.611562e-02,4.226043e-02,1.154013e-01,8.787340e+02,3.000000e-01,2.735043e-02,2.991453e-01,1.170000e+02,1.325543e-01,3.106500e+02,False,True,3.094217e+03,7.811500e-01,3.086000e-02,1.172129e+03,7.859227e+03,1.523000e-11,6.698842e-03,1.534815e-01,1.350000e+06
Tangara_parzudakii,5.978570e-03,1.063610e-02,1.995117e-02,4.438996e+02,2.800000e-01,8.928571e-02,8.928571e-02,2.800000e+01,4.505523e-02,3.147500e+02,False,False,1.016735e+03,9.730700e-01,4.311700e-02,5.419637e+02,7.321541e+03,2.658000e-13,1.282698e-01,4.267442e-01,3.440000e+03
Ctenophorus_adelaidensis,1.662105e-02,1.662105e-02,6.736866e-02,6.294838e+02,3.000000e-01,1.074074e-01,1.074074e-01,5.400000e+00,1.429743e-02,3.031500e+02,False,False,2.481703e+02,9.083800e-01,1.718300e-02,1.577668e+02,7.838702e+03,5.139000e-08,1.000000e+00,9.626750e-02,2.572000e+03
Mustela_vison,5.025772e-02,6.203373e-02,1.305269e-01,7.903149e+02,3.000000e-01,9.189189e-03,1.189189e-01,9.250000e+02,6.491084e-02,3.121500e+02,False,True,3.322264e+03,9.795100e-01,4.925800e-02,7.302287e+02,7.855283e+03,1.564000e-11,7.068673e-03,6.945896e-02,5.933000e+05
Chirocentrus_nudus,3.370805e-04,3.370805e-04,5.142255e-02,2.677883e+03,2.000000e-01,3.144320e-07,3.144320e-07,1.200000e+03,2.925759e+02,2.981500e+02,True,False,2.183158e+02,9.742300e-01,2.797600e-02,3.926050e+01,5.226565e+03,1.417000e-09,3.726240e-01,4.680851e-06,4.136000e+03
Globicephala_melas,2.054795e-02,5.762557e-02,1.555479e-01,4.907055e+03,3.000000e-01,6.818182e-02,6.818182e-02,1.100000e+06,2.445459e-03,3.101500e+02,False,True,8.058366e+02,9.104800e-01,1.440000e-02,1.490720e+01,7.856346e+03,1.308000e-12,2.779470e-01,2.863758e-01,1.490000e+08
Syncerus_caffer,2.764788e-02,5.178753e-02,1.508520e-01,2.388937e+03,3.000000e-01,6.200000e-02,2.766667e-01,6.000000e+05,5.491982e-03,3.115500e+02,False,True,1.511505e+03,8.868400e-01,6.040500e-02,2.628030e+01,7.837504e+03,6.783000e-13,2.218243e-01,2.648996e-01,1.792000e+08
Bufotes_zamdaensis,1.522070e-02,1.522070e-02,5.707763e-01,1.052912e+04,2.800000e-01,4.000000e-05,4.000000e-05,3.000000e+01,2.279392e+00,2.811500e+02,False,False,1.169214e+02,5.632400e-01,2.210600e-02,2.674850e+01,7.311014e+03,4.419000e-07,2.076099e-02,1.642593e-02,1.080000e+04
Chelictinia_riocourii,5.593124e-03,5.593124e-03,1.105627e-02,9.911041e+02,2.800000e-01,1.090909e-01,1.090909e-01,1.100000e+02,6.792894e-02,3.116700e+02,False,False,5.560580e+03,9.893300e-01,8.060200e-02,2.607103e+03,7.325440e+03,3.684000e-16,1.000000e+00,1.645438e-02,2.685000e+04
Myiarchus_cinerascens,5.796933e-03,9.480598e-03,1.684793e-02,5.282405e+02,2.800000e-01,1.312057e-01,1.312057e-01,2.820000e+01,1.351657e-01,3.147500e+02,False,False,1.453725e+03,8.756400e-01,3.690100e-02,7.934055e+02,7.333977e+03,7.632000e-14,1.853914e-01,4.935887e-01,1.201000e+04
Profelis_aurata,4.094424e-02,4.642370e-02,8.471463e-02,1.363521e+03,3.000000e-01,2.331737e-02,2.331737e-02,1.065000e+04,3.080261e-02,3.129500e+02,False,True,6.230220e+03,9.789400e-01,2.616700e-02,9.067410e+02,7.853803e+03,8.024000e-12,1.047175e-01,4.093369e-02,1.885000e+06
Casuarius_casuarius,9.026684e-03,9.026684e-03,3.409518e-02,1.824843e+03,2.800000e-01,7.059829e-03,7.059829e-03,5.850000e+04,9.863860e-02,3.113200e+02,False,False,1.019215e+03,9.844600e-01,1.407600e-01,3.313300e+01,7.321000e+03,1.119000e-12,1.000000e+00,9.262143e-03,2.697000e+06
Oreoscoptes_montanus,3.449175e-03,4.956024e-03,7.969723e-03,8.877992e+02,2.800000e-01,8.533333e-02,8.533333e-02,3.750000e+01,1.802209e-01,3.147500e+02,False,False,1.328278e+03,9.478800e-01,3.579700e-02,7.101230e+02,7.314401e+03,9.892000e-16,2.183592e-01,3.699851e-01,4.711000e+03
Calidris_bairdii,6.084245e-03,6.084245e-03,7.796574e-03,1.350191e+03,2.800000e-01,1.605263e-01,1.605263e-01,3.800000e+01,8.532128e-02,3.141500e+02,False,False,1.342456e+04,9.920100e-01,4.610700e-02,1.402057e+04,7.305339e+03,3.827000e-19,1.000000e+00,2.225532e-02,7.050000e+03
Spizella_pusilla,4.846698e-03,6.841644e-03,1.083154e-02,5.054452e+02,2.800000e-01,9.771987e-02,9.771987e-02,1.228000e+01,1.630246e-01,3.136500e+02,False,False,1.660262e+03,9.554500e-01,2.809900e-02,1.488502e+03,7.316150e+03,5.985000e-12,2.912962e-01,4.007225e-01,8.028000e+02
Buteo_jamaicensis,8.631149e-03,8.631149e-03,1.269166e-02,1.439266e+03,2.800000e-01,4.705882e-02,4.705882e-02,1.224000e+03,6.399096e-02,3.141500e+02,False,False,2.996294e+04,9.975900e-01,1.058700e-01,9.822783e+03,7.295678e+03,6.470000e-14,1.000000e+00,2.547398e-03,1.076000e+05
Dryobates_pubescens,3.905624e-03,3.905624e-03,8.913106e-03,6.796536e+02,2.800000e-01,1.140940e-01,1.140940e-01,2.980000e+01,8.404281e-02,3.120000e+02,False,False,3.946832e+03,9.920500e-01,1.110100e-01,2.373291e+03,7.298838e+03,4.362000e-17,1.000000e+00,1.591175e-02,6.844000e+03
Aethomys_chrysophilus,7.052759e-02,9.335864e-02,1.454134e-01,2.667020e+02,3.000000e-01,2.928571e-02,2.928571e-02,1.400000e+02,2.789630e-01,3.091500e+02,False,True,3.376408e+03,9.476300e-01,3.552600e-02,1.515099e+03,7.843003e+03,2.227000e-09,4.761444e-02,1.190330e-01,7.818000e+04
Zosterops_lateralis,4.598900e-03,7.338626e-03,1.281808e-02,5.326795e+02,2.800000e-01,8.800000e-02,8.800000e-02,1.250000e+01,6.758285e-02,3.147500e+02,False,False,8.728275e+02,9.755800e-01,3.591900e-02,6.173516e+02,7.324492e+03,2.674000e-12,1.681042e-01,3.809842e-01,1.199000e+03
Canis_latrans,2.561634e-02,3.315687e-02,6.005143e-02,1.782897e+03,3.000000e-01,1.886792e-02,1.144906e-01,1.325000e+04,8.170333e-02,3.101500e+02,False,True,1.088398e+04,9.652300e-01,3.795800e-02,1.541601e+03,7.852624e+03,6.490000e-17,3.760486e-02,7.420047e-02,4.659000e+06
Pelagodroma_marina,4.566210e-03,4.566210e-03,1.077626e-02,1.960449e+03,2.800000e-01,1.083333e-01,1.083333e-01,6.000000e+01,1.530262e-02,3.105500e+02,False,False,1.978930e+03,9.945000e-01,5.234300e-02,9.307820e+02,7.318482e+03,2.304000e-14,1.000000e+00,1.595326e-02,8.387000e+03
Bos_grunniens,2.854575e-02,5.229699e-02,1.054248e-01,1.979807e+03,3.000000e-01,6.000000e-02,6.000000e-02,2.550000e+05,1.089378e-02,3.111500e+02,False,True,9.914698e+02,9.278900e-01,3.214900e-02,2.459780e+01,7.841199e+03,1.085000e-11,3.504135e-01,3.883501e-01,1.588000e+07
Geochelone_elegans,1.465697e-02,1.465697e-02,4.261796e-01,3.934369e+03,3.000000e-01,5.303030e-03,5.303030e-03,6.600000e+03,1.729375e-01,3.021500e+02,False,False,1.110786e+02,5.450200e-01,4.020600e-02,3.455600e+00,7.857163e+03,2.394000e-10,1.000000e+00,6.800387e-03,2.069000e+07
Brachyramphus_marmoratus,6.555701e-03,6.555701e-03,9.257100e-03,1.368271e+03,2.800000e-01,1.441441e-01,1.441441e-01,2.220000e+02,2.075413e-02,3.141500e+02,False,False,4.358093e+03,9.940400e-01,4.026700e-02,1.866167e+03,7.345866e+03,4.296000e-16,1.000000e+00,6.360609e-02,1.051000e+04
Puffinus_puffinus,7.869288e-03,7.869288e-03,1.185239e-02,2.867071e+03,2.800000e-01,6.428571e-02,6.428571e-02,7.000000e+02,1.775331e-02,3.121500e+02,False,False,6.744582e+04,9.969800e-01,2.289800e-02,5.601178e+04,7.310135e+03,2.139000e-16,1.000000e+00,5.230118e-03,5.910000e+04
Fejervarya_multistriata,2.841633e-02,2.841633e-02,2.284163e-01,1.055731e+03,2.800000e-01,3.166667e-04,2.333333e-01,6.000000e+00,4.262449e+00,2.991500e+02,False,False,4.448337e+01,5.886600e-01,1.946800e-02,1.576400e+01,7.324015e+03,1.160000e-08,1.350657e-03,5.639341e-01,9.588000e+03
Cercopithecus_neglectus,1.581803e-02,5.095412e-02,1.591199e-01,2.456944e+03,3.000000e-01,6.341463e-02,6.341463e-02,4.100000e+03,1.253590e-02,3.104500e+02,False,True,2.583528e+02,7.440300e-01,1.774300e-02,1.748810e+01,7.843830e+03,4.232000e-12,1.383040e-01,2.513170e-01,8.352000e+06
Furcifer_pardalis,1.264489e-01,1.264489e-01,2.389357e-01,1.004367e+03,3.000000e-01,3.053097e-02,3.053097e-02,2.260000e+01,1.553217e-01,3.001500e+02,False,False,3.855506e+02,7.271700e-01,1.911700e-02,1.567137e+02,7.830261e+03,4.669000e-13,1.000000e+00,3.224124e-02,2.454000e+04
Larus_delawarensis,2.754972e-03,2.754972e-03,6.201168e-03,1.463908e+03,2.800000e-01,8.174098e-02,8.174098e-02,4.710000e+02,6.516804e-02,3.143500e+02,False,False,1.114138e+04,9.876400e-01,2.513600e-02,5.824824e+03,7.358456e+03,3.512000e-16,1.000000e+00,2.710438e-02,4.752000e+04
Bos_primigenius_Holstein,8.441469e-02,9.263387e-02,1.276415e-01,1.247866e+03,3.000000e-01,6.602941e-02,1.026471e-01,6.800000e+05,1.483096e-02,3.121500e+02,False,True,1.855858e+03,9.417700e-01,1.157800e-01,2.900990e+01,7.834063e+03,3.568000e-12,5.992777e-01,2.745133e-01,5.548000e+07
Coccyzus_americanus,8.938824e-03,8.938824e-03,2.044567e-02,2.689463e+02,2.800000e-01,1.360000e-01,1.360000e-01,6.250000e+01,9.760314e-02,3.126500e+02,False,False,9.417239e+03,9.905300e-01,9.635000e-02,5.925210e+03,7.319330e+03,9.054000e-12,1.000000e+00,1.708551e-02,1.719000e+04
Sardinella_brasiliensis,7.116171e-04,7.116171e-04,3.246753e-01,2.336002e+03,2.000000e-01,1.797753e-06,1.797753e-06,1.780000e+02,7.680216e+01,2.951500e+02,True,False,6.948408e+01,9.500200e-01,1.342200e-01,1.213420e+01,5.238048e+03,4.467000e-09,9.998713e-01,6.507538e-06,1.194000e+04
Ammodramus_savannarum,6.131867e-03,8.719386e-03,1.389442e-02,3.995097e+02,2.800000e-01,9.794319e-02,9.794319e-02,2.042000e+01,2.703314e-01,3.147500e+02,False,False,9.730838e+02,9.332600e-01,4.566300e-02,5.409460e+02,7.328453e+03,6.468000e-12,2.448837e-01,3.637902e-01,4.728000e+03
Branchipus_schaefferi,2.028571e-02,2.028571e-02,1.631429e-01,4.429374e+01,1.700000e-01,1.901094e-04,1.901094e-04,8.000000e-02,1.553482e+02,2.981500e+02,True,False,1.309715e+02,9.141600e-01,2.103200e-02,1.614468e+03,4.445494e+03,3.005000e-06,9.933468e-03,3.905512e-02,1.270000e+01
Calonectris_borealis,6.076005e-03,6.076005e-03,1.701281e-02,1.620638e+03,2.800000e-01,5.384615e-02,5.384615e-02,1.300000e+03,1.530262e-02,3.105500e+02,False,False,8.549106e+03,9.963200e-01,9.234300e-02,1.930782e+03,7.320618e+03,1.812000e-13,1.000000e+00,4.568521e-03,1.474000e+05
Phoenicopterus_roseus,2.196591e-03,2.196591e-03,4.438185e-03,2.366727e+03,2.800000e-01,2.533333e-02,2.533333e-02,3.000000e+03,1.859107e-02,3.126500e+02,False,False,3.046650e+04,9.983000e-01,1.961000e-02,1.314265e+04,7.322578e+03,6.219000e-29,1.000000e+00,2.678202e-02,7.744000e+03
Panthera_leo,3.291659e-02,5.483439e-02,1.440277e-01,2.049372e+03,3.000000e-01,8.125000e-03,5.300000e-02,1.600000e+05,2.222862e-02,3.110500e+02,False,True,1.998638e+03,9.686200e-01,5.881400e-02,6.417390e+01,7.840002e+03,1.888000e-13,2.836918e-02,1.201033e-01,2.323000e+07
Callospermophilus_saturatus,2.446199e-02,3.578970e-02,1.127128e-01,9.016608e+02,3.000000e-01,2.170909e-02,4.127273e-01,2.750000e+02,4.798257e-02,3.094500e+02,False,True,9.740191e+03,7.087400e-01,2.773500e-02,4.035580e+03,7.870723e+03,8.283000e-19,1.015352e-02,7.026232e-02,4.079000e+06
Leucoraja_naevus,2.685910e-02,2.685910e-02,6.697162e-01,5.110000e+03,2.000000e-01,2.104630e-03,2.104630e-03,3.326000e+03,2.465753e-01,2.931500e+02,False,False,3.279307e+02,3.982600e-01,3.006100e-02,1.324010e+01,5.239754e+03,1.050000e-08,1.000000e+00,4.241674e-03,3.633000e+06
Xenosaurus_grandis,1.253425e-01,1.253425e-01,5.710046e-01,1.707189e+03,3.000000e-01,6.469369e-02,6.469369e-02,2.340000e+01,1.054365e-02,2.958500e+02,False,False,7.501952e+01,6.164200e-01,1.080900e-02,2.026270e+01,7.836494e+03,4.094000e-08,1.000000e+00,1.511821e-01,2.284000e+04
Bucorvus_abyssinicus,1.996500e-03,1.996500e-03,4.853643e-03,3.563262e+03,2.800000e-01,2.000000e-02,2.000000e-02,3.500000e+03,1.309661e-02,3.132500e+02,False,False,1.008701e+04,9.985900e-01,1.829800e-02,2.926008e+03,7.325345e+03,1.058000e-15,1.000000e+00,1.338605e-02,1.075000e+04
Crocidura_fuscomurina,1.354751e-01,1.628724e-01,3.272559e-01,2.396944e+02,3.000000e-01,2.068966e-01,5.172414e-01,5.800000e+00,5.840770e-02,3.082500e+02,False,True,5.052842e+02,8.463200e-01,5.008100e-01,2.489997e+02,7.838326e+03,1.885000e-12,1.460069e-01,1.462857e-01,7.875000e+04
Varanus_komodoensis,1.183109e-03,1.183109e-03,7.995165e-02,1.894026e+04,3.000000e-01,1.034483e-03,1.034483e-03,8.700000e+04,1.519977e-01,2.981500e+02,False,False,6.343436e+02,9.712000e-01,1.279600e-01,1.709580e+01,7.870024e+03,6.071000e-11,1.000000e+00,5.130996e-03,2.481000e+06
Chaetura_pelagica,5.465878e-03,5.465878e-03,9.484143e-03,8.527557e+02,2.800000e-01,5.319149e-02,5.319149e-02,2.350000e+01,7.915515e-02,3.120500e+02,False,False,1.406518e+03,9.916800e-01,3.491500e-02,9.449330e+02,7.324325e+03,3.333000e-12,1.000000e+00,3.987276e-02,8.645000e+02
