species,ab/m,abjx/m,ap/m,am,d_V,Wwb/i,Wwbjx/i,Wwi,Ri,T_typical,metamorphosis,weaning,p_Am,kap,v,p_M,E_G,h_a,E_Hb/bjx,E_Hbjx/p,E_Hp
Circaetus_cinereus,2.515885e-02,2.515885e-02,6.726199e-02,4.011612e+02,2.800000e-01,4.882812e-02,4.882812e-02,2.048000e+03,1.698223e-02,3.116700e+02,False,False,6.605108e+03,9.954800e-01,8.060200e-02,1.241434e+03,7.312116e+03,2.982000e-11,1.000000e+00,5.639563e-03,2.103000e+05
Anatololacerta_danfordi,1.076969e-02,1.076969e-02,1.446259e-01,3.943900e+03,3.000000e-01,3.547230e-02,3.547230e-02,6.900000e+00,1.977738e-02,2.991500e+02,False,False,4.504402e+01,7.787000e-01,3.306500e-02,1.965360e+01,7.842794e+03,1.236000e-09,1.000000e+00,1.114555e-01,2.968000e+03
Halobaena_caerulea,5.479452e-03,5.479452e-03,1.172603e-02,1.633708e+03,2.800000e-01,1.760000e-01,1.760000e-01,2.500000e+02,1.530262e-02,3.105500e+02,False,False,7.234420e+03,9.891400e-01,4.234300e-02,3.454097e+03,7.315426e+03,1.854000e-13,1.000000e+00,3.619522e-02,5.020000e+04
Rana_muscosa,5.296720e-03,2.469595e-01,3.919572e-01,1.339648e+04,2.800000e-01,5.526316e-05,5.526316e-05,7.600000e+01,3.975664e-01,2.831500e+02,False,False,9.294508e+01,9.734200e-01,1.428400e-01,2.320040e+01,7.320794e+03,1.430000e-08,3.768701e-03,1.198113e-01,1.696000e+03
Pluvialis_apricaria,8.517144e-03,8.517144e-03,1.643666e-02,6.000847e+02,2.800000e-01,7.500000e-02,7.500000e-02,2.600000e+02,8.532128e-02,3.141500e+02,False,False,1.274223e+04,9.864400e-01,1.777300e-02,9.500000e+03,7.322194e+03,9.382000e-13,1.000000e+00,2.672342e-02,2.408000e+04
Calidris_alpina,6.232641e-03,6.232641e-03,7.374194e-03,1.350191e+03,2.800000e-01,1.748971e-01,1.748971e-01,4.860000e+01,8.532128e-02,3.141500e+02,False,False,2.302413e+03,9.854400e-01,7.114400e-02,1.158070e+03,7.336475e+03,2.547000e-23,1.000000e+00,1.075572e-01,4.896000e+03
Cuon_alpinus,3.597942e-02,4.584925e-02,9.809123e-02,1.134638e+03,3.000000e-01,1.833333e-02,1.566667e-01,1.500000e+04,7.094776e-02,3.119500e+02,False,True,1.093692e+04,9.467100e-01,3.032600e-02,1.574839e+03,7.844897e+03,1.100000e-14,4.213961e-02,5.468801e-02,9.247000e+06
Phoenicopterus_chilensis,2.033284e-03,2.033284e-03,5.963940e-03,2.511958e+03,2.800000e-01,3.359684e-02,3.359684e-02,2.530000e+03,1.859107e-02,3.126500e+02,False,False,1.993966e+04,9.975300e-01,2.352000e-02,7.456294e+03,7.342613e+03,1.145000e-34,1.000000e+00,1.118557e-02,3.298000e+04
Falco_columbarius,9.149000e-03,9.149000e-03,1.497361e-02,7.253446e+02,2.800000e-01,6.132075e-02,6.132075e-02,2.120000e+02,8.754459e-02,3.120000e+02,False,False,1.510065e+04,9.952900e-01,1.048400e-01,7.210824e+03,7.319608e+03,2.297000e-16,1.000000e+00,5.929137e-03,2.653000e+04
Pelobates_varaldii,8.213241e-04,8.213241e-04,2.802274e-01,3.464403e+03,2.800000e-01,7.828283e-05,7.828283e-05,3.960000e+01,3.243884e+00,2.901500e+02,False,False,7.114557e+01,8.277900e-01,3.249400e-02,1.909340e+01,7.320118e+03,6.274000e-10,1.276603e-03,1.358151e-01,2.055000e+04
Perna_canaliculus,5.268014e-04,2.120418e-03,1.809637e-02,1.075477e+04,9.000000e-02,1.619729e-09,5.142857e-08,3.888889e+02,1.859639e+05,2.881500e+02,True,False,3.280993e+01,8.575600e-01,1.359100e-02,2.658900e+01,3.555621e+03,3.083000e-09,1.177692e-02,2.029275e-05,2.801000e+02
Ceratotherium_simum,1.502920e-01,1.725143e-01,2.503225e-01,3.560027e+03,3.000000e-01,2.413793e-02,3.287862e-01,2.175000e+06,4.572575e-03,3.105500e+02,False,True,3.034382e+03,8.348600e-01,1.806400e-01,3.093030e+01,7.837403e+03,1.470000e-16,5.809654e-02,3.173564e-01,1.619000e+09
Cistothorus_palustris,7.153844e-03,1.111123e-02,1.902599e-02,3.995097e+02,2.800000e-01,7.159574e-02,7.159574e-02,9.400000e+00,2.252762e-01,3.147500e+02,False,False,6.545736e+02,9.398200e-01,2.566300e-02,4.961540e+02,7.324027e+03,9.885000e-13,1.657007e-01,3.414003e-01,1.971000e+03
Tunchiornis_ochraceiceps,6.898350e-03,9.912048e-03,1.593945e-02,4.438996e+02,2.800000e-01,1.491379e-01,1.491379e-01,1.160000e+01,4.505523e-02,3.147500e+02,False,False,9.128596e+02,9.651400e-01,3.384400e-02,6.788699e+02,7.299262e+03,1.379000e-12,2.705185e-01,4.512032e-01,1.496000e+03
Arremon_castaneiceps,6.438460e-03,1.109599e-02,2.041106e-02,4.438996e+02,2.800000e-01,1.217143e-01,1.217143e-01,3.500000e+01,4.505523e-02,3.147500e+02,False,False,9.877289e+02,9.615000e-01,4.839000e-02,4.640159e+02,7.322571e+03,1.808000e-12,1.673089e-01,4.454298e-01,6.991000e+03
Planorbis_planorbis,5.952381e-02,1.666667e-01,2.857143e-01,2.100000e+02,1.500000e-01,1.410747e-04,2.029520e-02,4.336000e-01,1.000000e+01,2.931500e+02,True,False,8.358020e+01,9.631000e-01,1.730000e-02,7.659000e+02,3.919000e+03,2.806000e-06,4.851351e-03,4.122563e-02,2.513000e+01
Turdus_rufiventris,3.284928e-03,5.007042e-03,8.451269e-03,7.768243e+02,2.800000e-01,7.340720e-02,7.340720e-02,7.220000e+01,7.208837e-02,3.147500e+02,False,False,1.881165e+03,9.813200e-01,5.076000e-02,8.376174e+02,7.341651e+03,8.172000e-13,1.749599e-01,3.700624e-01,3.367000e+03
Glyptemys_insculpta,1.162023e-03,1.162023e-03,2.178287e-01,3.516393e+04,3.000000e-01,2.812500e-03,2.812500e-03,1.600000e+03,2.047552e-02,2.881500e+02,False,False,1.981166e+02,8.021600e-01,6.502400e-02,1.524570e+01,7.866328e+03,2.691000e-10,1.000000e+00,4.090970e-03,1.484000e+06
Mecistops_cataphractus,2.506989e-03,2.506989e-03,2.253234e-01,1.295687e+04,3.000000e-01,2.197000e-03,2.197000e-03,6.850000e+04,5.418227e-02,2.981500e+02,False,False,5.724653e+02,8.665700e-01,3.359500e-02,1.856960e+01,7.847163e+03,1.001000e-10,1.000000e+00,8.385744e-04,4.293000e+07
Dicrostonyx_groenlandicus,7.847241e-02,9.175593e-02,1.116812e-01,2.403504e+02,3.000000e-01,7.372881e-02,3.898305e-01,5.900000e+01,3.967957e-01,3.115500e+02,False,True,1.292103e+03,9.216900e-01,1.456400e-01,3.994897e+02,7.846773e+03,1.758000e-19,8.324582e-02,2.832612e-01,7.396000e+04
Pseudosida_bidentata,6.176471e-02,6.176471e-02,1.647059e-01,1.508186e+01,1.700000e-01,2.497588e-02,2.497588e-02,5.176471e-04,9.017456e+00,3.021500e+02,False,False,1.382361e+02,7.219100e-01,2.034800e-02,1.738753e+03,4.445248e+03,2.674000e-05,1.000000e+00,6.957390e-02,1.502000e-01
Buteo_platypterus,1.377895e-02,1.377895e-02,1.901887e-02,8.579337e+02,2.800000e-01,6.363636e-02,6.363636e-02,4.400000e+02,5.332580e-02,3.141500e+02,False,False,4.605102e+03,9.952700e-01,9.533000e-02,1.231116e+03,7.317475e+03,7.872000e-13,1.000000e+00,1.322952e-02,3.211000e+04
Raja_clavata,1.816557e-02,1.816557e-02,4.347826e-01,1.805211e+04,2.000000e-01,8.585859e-04,8.585859e-04,9.900000e+03,1.809207e-01,2.851500e+02,False,False,8.212134e+02,4.213000e-01,4.402000e-02,2.822000e+01,5.225000e+03,1.999000e-08,1.000000e+00,1.189720e-03,1.070000e+07
Pternistis_bicalcaratus,1.955470e-02,1.955470e-02,2.693088e-02,2.505526e+02,2.800000e-01,4.068241e-02,4.068241e-02,3.810000e+02,1.245248e-01,3.138500e+02,False,False,1.866534e+02,9.622400e-01,8.201100e-02,2.728280e+01,7.310054e+03,6.432000e-11,1.000000e+00,5.519837e-01,6.377000e+03
Gypaetus_barbatus,3.818493e-03,3.818493e-03,1.118151e-02,2.359772e+03,2.800000e-01,2.024291e-02,2.024291e-02,6.175000e+03,2.542619e-02,3.116500e+02,False,False,5.856975e+03,9.947400e-01,3.053600e-02,1.009245e+03,7.298745e+03,9.337000e-14,1.000000e+00,1.279847e-02,1.047000e+05
Numenius_arquata,3.590349e-03,3.590349e-03,7.467320e-03,1.490836e+03,2.800000e-01,6.035003e-02,6.035003e-02,8.285000e+02,8.532128e-02,3.141500e+02,False,False,3.109513e+03,9.867100e-01,6.347000e-02,6.686252e+02,7.323202e+03,2.834000e-13,1.000000e+00,2.409694e-02,8.748000e+04
Pongo_pygmaeus,3.130981e-02,7.788515e-02,1.499539e-01,5.378652e+03,3.000000e-01,3.896104e-02,2.857143e-01,3.850000e+04,2.831535e-03,3.088500e+02,False,True,1.187988e+03,7.393000e-01,3.292100e-02,4.751670e+01,7.840964e+03,9.984000e-14,2.806415e-02,6.890268e-01,5.158000e+07
Cercomacroides_serva,1.124349e-02,1.124349e-02,1.480513e-02,4.688162e+02,2.800000e-01,1.400000e-01,1.400000e-01,2.000000e+01,4.266064e-02,3.141500e+02,False,False,7.847905e+03,9.962100e-01,3.912800e-02,8.979786e+03,7.319966e+03,2.239000e-13,1.000000e+00,3.891688e-02,9.528000e+02
Geocapromys_ingrahami,1.586597e-01,1.817082e-01,4.761200e-01,5.600743e+02,3.000000e-01,1.212121e-01,3.787879e-01,6.600000e+02,1.124851e-02,3.091500e+02,False,True,3.755567e+03,5.858700e-01,1.833500e-02,7.757551e+02,7.845556e+03,6.767000e-10,1.446949e-01,1.014519e-01,5.992000e+06
Sporophila_plumbea,9.964283e-03,1.544374e-02,2.640264e-02,2.663398e+02,2.800000e-01,1.165049e-01,1.165049e-01,1.030000e+01,1.013743e-01,3.147500e+02,False,False,7.985184e+02,9.490400e-01,3.425900e-02,5.797322e+02,7.304145e+03,1.312000e-11,2.034553e-01,4.187530e-01,2.101000e+03
Oryx_leucoryx,1.299615e-01,1.480068e-01,2.345452e-01,1.502505e+03,3.000000e-01,3.333333e-02,3.333333e-02,1.500000e+05,1.384355e-02,3.116500e+02,False,True,1.718350e+03,8.907200e-01,1.913400e-01,3.804640e+01,7.827756e+03,1.265000e-16,1.159719e-01,1.786873e-01,1.356000e+08
Myodes_rutilus,5.559574e-02,6.677830e-02,8.187475e-02,4.143161e+02,3.000000e-01,1.000000e-01,1.000000e-01,2.900000e+01,1.525647e-01,3.097500e+02,False,True,8.598860e+03,9.874100e-01,4.043300e-01,4.480528e+03,7.852290e+03,1.958000e-15,6.286672e-03,4.022252e-01,5.932000e+04
Coracias_cyanogaster,3.673048e-03,3.673048e-03,7.029212e-03,1.018075e+03,2.800000e-01,1.126761e-01,1.126761e-01,1.420000e+02,2.946738e-02,3.132500e+02,False,False,5.853400e+02,9.882700e-01,5.460000e-02,1.540420e+02,7.329121e+03,6.102000e-14,1.000000e+00,1.927633e-01,4.643000e+03
Casuarius_bennetti,1.051956e-02,1.051956e-02,4.898110e-02,1.581531e+03,2.800000e-01,9.714286e-03,9.714286e-03,3.500000e+04,8.219884e-02,3.113200e+02,False,False,1.163850e+03,9.749800e-01,1.237700e-01,4.657330e+01,7.321000e+03,1.641000e-12,1.000000e+00,5.778885e-03,5.418000e+06
Corynorhinus_rafinesquii,6.978431e-01,7.093500e-01,7.978431e-01,6.964602e+01,3.000000e-01,1.923077e-01,1.923077e-01,1.300000e+01,1.435832e-01,3.079500e+02,False,True,3.880597e+02,9.236400e-01,6.170400e-03,2.748466e+02,7.840049e+03,9.878000e-14,1.248051e-02,8.260870e-01,2.484000e+04
Antrozous_pallidus,3.971623e-03,4.989362e-03,1.140112e-02,1.416199e+04,3.000000e-01,1.490385e-01,1.490385e-01,2.080000e+01,1.900843e-02,3.071500e+02,False,True,2.309158e+03,8.468800e-01,2.055000e-02,1.837778e+03,7.846447e+03,2.245000e-08,5.955667e-02,1.366286e-01,1.750000e+05
Neurergus_crocatus,9.483667e-03,9.483667e-03,3.171760e-01,7.618852e+03,2.800000e-01,4.735062e-04,4.735062e-04,8.870000e+00,2.479402e-01,2.881500e+02,False,False,1.086615e+02,9.341700e-01,2.050300e-02,5.990460e+01,7.323281e+03,1.367000e-08,1.000000e+00,4.094488e-04,3.048000e+03
Deirochelys_reticularia,1.155579e-02,1.155579e-02,2.198891e-01,7.281045e+03,3.000000e-01,3.981180e-03,3.981180e-03,2.763000e+03,3.164381e-02,2.951500e+02,False,False,4.273460e+02,9.201600e-01,2.461500e-02,4.169070e+01,7.827029e+03,1.400000e-09,1.000000e+00,4.164731e-03,5.597000e+05
Calendulauda_barlowi,6.208515e-03,9.770159e-03,1.689345e-02,4.438996e+02,2.800000e-01,9.187279e-02,9.187279e-02,2.830000e+01,4.505523e-02,3.147500e+02,False,False,1.597478e+03,9.750400e-01,3.562200e-02,1.027038e+03,7.294128e+03,5.609000e-12,1.828815e-01,4.289847e-01,1.694000e+03
Coenocorypha_pusilla,4.558995e-03,4.558995e-03,1.017543e-02,9.376324e+02,2.800000e-01,1.571429e-01,1.571429e-01,7.000000e+01,4.266064e-02,3.141500e+02,False,False,9.719748e+03,9.882800e-01,2.182300e-02,9.499439e+03,7.319548e+03,1.303000e-15,1.000000e+00,2.628655e-02,1.710000e+04
Mustela_nigripes,5.877173e-02,7.432153e-02,1.357803e-01,7.695171e+02,3.000000e-01,1.256614e-02,1.256614e-02,7.560000e+02,1.622771e-01,3.121500e+02,False,True,1.966058e+03,9.173000e-01,1.408600e-01,2.799455e+02,7.837770e+03,1.220000e-27,4.957702e-03,1.818007e-01,3.121000e+06
Phaeognathus_hubrichti,6.929112e-03,6.929112e-03,2.607362e-01,1.154549e+04,2.800000e-01,1.278571e-02,1.278571e-02,1.400000e+01,1.365035e-02,2.881500e+02,False,False,7.550378e+01,7.299100e-01,2.618500e-02,2.563420e+01,7.312570e+03,3.897000e-09,4.958150e-01,4.655878e-02,1.514000e+04
Ploceus_cucullatus,2.491071e-03,4.660021e-03,8.997920e-03,1.065359e+03,2.800000e-01,1.029412e-01,1.029412e-01,3.400000e+01,4.505523e-02,3.147500e+02,False,False,1.755673e+03,9.538300e-01,3.245900e-02,1.089392e+03,7.323810e+03,1.601000e-14,1.417873e-01,5.129321e-01,3.905000e+03
Apodemus_agrarius,3.709896e-02,5.923011e-02,9.939405e-02,2.622445e+02,3.000000e-01,4.750000e-02,4.750000e-02,4.000000e+01,2.324799e-01,3.106500e+02,False,True,1.926986e+03,9.187600e-01,1.945600e-02,1.325475e+03,7.795149e+03,2.191000e-11,7.162188e-02,1.590257e-01,3.346000e+04
Coccyzus_erythropthalmus,8.938824e-03,8.938824e-03,2.044567e-02,2.689463e+02,2.800000e-01,1.546392e-01,1.546392e-01,4.850000e+01,5.019590e-02,3.126500e+02,False,False,7.923558e+03,9.942900e-01,9.635000e-02,5.181056e+03,7.327463e+03,8.417000e-12,1.000000e+00,1.947076e-02,8.654000e+03
Egretta_thula,3.519571e-03,3.519571e-03,7.124473e-03,1.226395e+03,2.800000e-01,5.405405e-02,5.405405e-02,3.700000e+02,6.767151e-02,3.126500e+02,False,False,1.214812e+04,9.915200e-01,2.097600e-02,7.498198e+03,7.344637e+03,1.609000e-12,1.000000e+00,3.292636e-02,1.032000e+04
Mytilus_trossulus,1.388889e-03,1.884921e-02,2.910714e-01,1.489681e+03,9.000000e-02,2.058824e-07,3.044118e-06,3.777778e+01,1.387142e+04,2.911500e+02,True,False,5.847327e+01,5.285400e-01,4.451700e-02,2.685330e+01,2.348000e+03,9.115000e-08,6.428667e-02,7.691911e-06,1.941000e+04
Dryocopus_martius,3.319780e-03,3.319780e-03,8.603537e-03,7.995925e+02,2.800000e-01,3.529412e-02,3.529412e-02,2.550000e+02,8.404281e-02,3.120000e+02,False,False,1.415013e+04,9.942200e-01,2.732500e-02,9.606896e+03,7.324331e+03,4.862000e-13,1.000000e+00,1.593895e-02,6.257000e+03
Chinchilla_lanigera,7.047115e-02,7.907261e-02,1.086999e-01,1.705656e+03,3.000000e-01,5.447471e-02,5.447471e-02,6.425000e+02,4.033638e-02,3.078500e+02,False,True,4.929470e+03,9.524500e-01,5.190100e-02,1.335041e+03,7.856017e+03,5.171000e-23,3.229933e-02,1.231593e-01,9.711000e+05
Trochalopteron_elliotii,3.372527e-03,5.381659e-03,9.399924e-03,6.658494e+02,2.800000e-01,3.333333e-02,3.333333e-02,4.500000e+01,9.011046e-02,3.147500e+02,False,False,1.158986e+03,9.923900e-01,3.996900e-02,5.705473e+02,7.299409e+03,3.908000e-13,1.171983e-01,2.666091e-01,8.113000e+02
Acipenser_nudiventris,8.394306e-04,8.394306e-04,4.166667e-01,2.561665e+04,2.000000e-01,3.592745e-07,3.592745e-07,8.000000e+04,6.089714e+02,2.861500e+02,False,False,4.207302e+02,7.561900e-01,9.331300e-02,9.483400e+00,5.238862e+03,5.067000e-09,1.000000e+00,1.930158e-07,3.107000e+07
Condylura_cristata,2.314360e-01,2.577374e-01,5.645867e-01,1.929228e+02,3.000000e-01,2.712477e-02,5.424955e-01,5.530000e+01,5.701762e-02,3.108500e+02,False,True,2.621613e+03,9.595500e-01,1.191300e-01,1.072143e+03,7.851830e+03,5.058000e-10,9.958571e-03,7.057749e-02,2.736000e+05
Carollia_perspicillata,7.568814e-02,8.213456e-02,1.172675e-01,1.461611e+03,3.000000e-01,3.333333e-01,8.333333e-01,1.500000e+01,2.326201e-02,3.095500e+02,False,True,9.653317e+02,7.692200e-01,1.455800e-01,3.620441e+02,7.834432e+03,9.118000e-18,8.607040e-02,2.194131e-01,4.260000e+05
Tympanuchus_phasianellus,8.584475e-03,8.584475e-03,1.187215e-02,3.613739e+02,2.800000e-01,1.529988e-02,1.529988e-02,8.170000e+02,2.490495e-01,3.138500e+02,False,False,1.239266e+04,9.916300e-01,2.005600e-02,5.958847e+03,7.322332e+03,2.530000e-11,1.000000e+00,1.236796e-01,1.136000e+03
Rhodeus_amarus,9.863014e-03,9.863014e-03,2.000000e-01,2.100502e+03,2.000000e-01,2.317497e-04,2.317497e-04,8.630000e+00,3.237321e-01,2.931500e+02,True,False,4.700735e+01,9.035800e-01,2.974700e-02,3.774540e+01,5.218811e+03,4.050000e-08,1.948549e-01,7.243024e-03,5.662000e+02
Aequipecten_opercularis,3.355991e-04,5.815051e-03,1.003356e-01,9.568913e+03,9.000000e-02,1.532710e-09,1.532710e-09,1.070000e+02,6.270305e+03,2.831500e+02,True,False,1.474086e+01,9.999700e-01,1.666900e-02,3.878750e+01,2.347980e+03,3.605000e-08,7.267151e-04,1.921824e-05,6.447000e-01
Donacobius_atricapilla,1.070977e-02,1.708995e-02,2.985032e-02,3.240467e+02,2.800000e-01,8.055556e-02,8.055556e-02,3.600000e+01,5.631904e-02,3.147500e+02,False,False,1.132042e+03,9.743900e-01,2.855000e-02,6.430279e+02,7.322072e+03,6.318000e-12,1.595824e-01,3.862963e-01,2.430000e+03
Falco_naumanni,1.012558e-02,1.012558e-02,1.716252e-02,6.226181e+02,2.800000e-01,6.058824e-02,6.058824e-02,1.700000e+02,7.003567e-02,3.120000e+02,False,False,1.768581e+04,9.967200e-01,1.098800e-01,9.499271e+03,7.323512e+03,3.102000e-16,1.000000e+00,4.409254e-03,1.945000e+04
Phalacrocorax_brasilianus,7.811954e-03,7.811954e-03,1.455255e-02,6.071082e+02,2.800000e-01,1.935484e-02,1.935484e-02,1.550000e+03,6.848862e-02,3.138500e+02,False,False,2.771322e+04,9.990600e-01,1.453800e-01,7.300121e+03,7.323099e+03,1.317000e-15,1.000000e+00,1.172999e-03,3.948000e+04
Euryceros_prevostii,4.598900e-03,7.338626e-03,1.281808e-02,7.102394e+02,2.800000e-01,9.302326e-02,9.302326e-02,8.600000e+01,6.082456e-02,3.147500e+02,False,False,1.363420e+03,9.683200e-01,4.677500e-02,5.278162e+02,7.323650e+03,1.573000e-12,1.767056e-01,3.952089e-01,9.309000e+03
Dasyurus_viverrinus,3.714412e-02,1.048315e-01,1.721159e-01,6.147368e+02,3.000000e-01,3.357143e-05,8.571429e-01,7.000000e+02,6.636987e-02,3.089500e+02,False,True,4.405058e+03,9.999400e-01,3.566900e-02,1.296595e+03,7.841384e+03,1.466900e-12,1.535159e-06,4.569471e-01,1.113364e+03
Uncia_uncia,6.281589e-02,7.276679e-02,1.571555e-01,1.609136e+03,3.000000e-01,9.500000e-03,1.500000e-01,5.000000e+04,2.898449e-02,3.110500e+02,False,True,1.423492e+03,9.095700e-01,2.710600e-01,4.303490e+01,7.822285e+03,1.207000e-22,6.293532e-02,6.546047e-02,5.527000e+07
Mycteria_cinerea,2.809975e-03,5.619951e-03,1.485273e-02,1.468447e+03,2.800000e-01,1.782609e-02,1.782609e-02,2.300000e+03,4.647769e-02,3.126500e+02,False,False,3.089468e+04,9.969200e-01,7.176500e-02,9.394682e+03,7.274389e+03,6.793000e-17,4.009901e-03,1.339291e-01,3.469000e+05
Oceanodroma_tristrami,9.961353e-03,9.961353e-03,1.810747e-02,1.689826e+03,2.800000e-01,6.923077e-02,6.923077e-02,1.300000e+02,1.775331e-02,3.121500e+02,False,False,8.684151e+03,9.947300e-01,2.021300e-02,6.867853e+03,7.332018e+03,1.386000e-13,1.000000e+00,7.197898e-03,1.713000e+04
Myiopsitta_monachus,5.751798e-03,5.751798e-03,1.071058e-02,1.268063e+03,2.800000e-01,5.826193e-02,5.826193e-02,8.170000e+01,2.439941e-01,3.119500e+02,False,False,1.079959e+04,9.749800e-01,2.772300e-02,9.497057e+03,7.319372e+03,8.871000e-16,1.000000e+00,8.553593e-03,3.284000e+04
Chordeiles_minor,5.505064e-03,5.505064e-03,1.043657e-02,6.295695e+02,2.800000e-01,6.428571e-02,6.428571e-02,8.400000e+01,3.176774e-02,3.109500e+02,False,False,1.473668e+04,9.984300e-01,8.327300e-02,9.998329e+03,7.321512e+03,6.237000e-13,1.000000e+00,9.824311e-03,2.106000e+03
Corvus_caurinus,4.956898e-03,9.550451e-03,1.873756e-02,7.413124e+02,2.800000e-01,5.102041e-02,5.102041e-02,2.940000e+02,9.011046e-02,3.147500e+02,False,False,1.861867e+03,9.543400e-01,4.349900e-02,5.228349e+02,7.322933e+03,1.624000e-13,8.655914e-02,3.981804e-01,3.737000e+04
Symsagittifera_roscoffensis,1.095890e-02,1.095890e-02,3.123288e-01,4.402573e+02,5.000000e-02,1.818182e-04,1.818182e-04,2.310000e-02,1.243591e+01,2.911500e+02,True,False,3.714595e+00,9.000000e-01,2.307500e-02,9.935910e+01,1.305423e+03,2.235000e-07,1.078763e-03,4.006844e-01,1.315000e+00
Centropus_toulou,6.207517e-03,6.207517e-03,1.199138e-02,4.841033e+02,2.800000e-01,5.006135e-02,5.006135e-02,2.037500e+02,4.461858e-02,3.126500e+02,False,False,6.931952e+03,9.976200e-01,8.496500e-02,2.812075e+03,7.322681e+03,2.648000e-12,1.000000e+00,1.730349e-02,3.753000e+03
Macaca_fascicularis,1.308824e-02,3.008859e-02,1.000570e-01,3.034624e+03,3.000000e-01,5.005475e-02,1.327076e-01,6.393000e+03,1.088367e-02,3.107500e+02,False,True,2.131526e+02,9.165700e-01,1.972100e-02,1.448510e+01,7.843824e+03,1.513000e-12,2.349052e-01,1.413267e-01,3.211000e+06
Erithacus_rubecula,3.335990e-03,5.323356e-03,9.298088e-03,8.567263e+02,2.800000e-01,9.677419e-02,9.677419e-02,1.860000e+01,2.329355e-01,3.147500e+02,False,False,1.232889e+03,8.662300e-01,3.052700e-02,7.871207e+02,7.321579e+03,3.612000e-16,1.742212e-01,4.176845e-01,7.532000e+03
Limosa_limosa,3.527594e-03,3.527594e-03,6.429846e-03,1.106406e+03,2.800000e-01,8.503401e-02,8.503401e-02,2.940000e+02,8.532128e-02,3.141500e+02,False,False,1.616355e+04,9.908000e-01,3.611700e-02,9.897929e+03,7.321813e+03,3.943000e-13,1.000000e+00,2.464073e-02,2.519000e+04
Ardea_purpurea,3.455165e-03,3.455165e-03,7.985420e-03,1.430719e+03,2.800000e-01,3.470919e-02,3.470919e-02,1.066000e+03,7.101325e-02,3.121500e+02,False,False,2.646080e+04,9.966800e-01,8.382400e-02,9.500000e+03,7.308506e+03,2.624000e-18,1.000000e+00,2.968107e-03,7.776000e+04
Catharus_bicknelli,5.217239e-03,7.979988e-03,1.350549e-02,5.282405e+02,2.800000e-01,8.333333e-02,8.333333e-02,3.000000e+01,9.011046e-02,3.147500e+02,False,False,9.400774e+02,9.733400e-01,4.323400e-02,4.811057e+02,7.316843e+03,8.944000e-14,1.868620e-01,3.531375e-01,2.996000e+03
Myotis_myotis,2.114772e-03,2.428170e-03,5.860619e-03,3.550067e+04,3.000000e-01,2.066550e-01,2.066550e-01,2.855000e+01,1.034247e-02,3.071500e+02,False,True,2.940518e+03,9.078300e-01,1.151600e-01,1.464259e+03,7.859850e+03,1.457000e-10,2.533728e-02,1.967404e-01,4.295000e+05
Aglaoctenus_lagotis,5.348837e-02,5.348837e-02,6.837209e-01,2.336930e+02,1.700000e-01,3.708333e-04,3.708333e-04,7.200000e-01,5.081105e+00,2.998500e+02,True,False,7.909392e+00,8.572700e-01,6.203500e-03,2.514550e+01,4.434828e+03,3.764300e-07,3.136547e-02,6.525850e-02,7.555950e+01
Antigone_canadensis,2.717061e-03,2.717061e-03,5.606499e-03,1.968687e+03,2.800000e-01,2.654501e-02,2.654501e-02,4.110000e+03,3.718215e-02,3.126500e+02,False,False,6.088950e+03,9.957100e-01,4.000000e-02,1.101011e+03,7.320890e+03,4.679000e-14,1.000000e+00,3.910215e-02,2.183000e+04
Arctocephalus_forsteri,2.112991e-02,5.112365e-02,1.845286e-01,2.400827e+03,3.000000e-01,9.000000e-02,9.000000e-02,4.000000e+04,1.274561e-02,3.106500e+02,False,True,6.370745e+02,5.568400e-01,2.400100e-02,1.733110e+01,7.848212e+03,1.905000e-12,3.404947e-01,3.004246e-01,4.710000e+07
Rallus_elegans,4.153247e-03,4.153247e-03,7.838977e-03,1.188511e+03,2.800000e-01,4.323529e-02,4.323529e-02,3.400000e+02,1.857535e-01,3.127500e+02,False,False,1.387888e+04,9.799000e-01,1.752800e-02,9.499803e+03,7.316261e+03,5.945000e-13,1.000000e+00,2.998498e-02,1.998000e+04
Gammarus_roeselii,4.210610e-03,4.210610e-03,2.748732e-01,2.502689e+03,1.700000e-01,2.081218e-03,2.081218e-03,5.910000e-02,5.949982e+00,2.861500e+02,True,False,4.613270e+01,8.279100e-01,1.384600e-02,3.985945e+02,4.371374e+03,1.373000e-05,1.583255e-02,4.182609e-01,1.265000e+01
Lycaon_pictus,5.529849e-02,6.996408e-02,1.582800e-01,1.248419e+03,3.000000e-01,1.200000e-02,1.200000e-02,2.650000e+04,1.089378e-01,3.114500e+02,False,True,4.696699e+03,7.101600e-01,1.247300e-01,2.057776e+02,7.804272e+03,8.601000e-19,1.166748e-02,1.181344e-01,1.726000e+08
Oceanites_oceanicus,4.018265e-03,4.018265e-03,7.945205e-03,1.960449e+03,2.800000e-01,1.120690e-01,1.120690e-01,5.800000e+01,1.530262e-02,3.105500e+02,False,False,4.806354e+03,9.971700e-01,7.246500e-02,2.683662e+03,7.348977e+03,2.325000e-15,1.000000e+00,1.171429e-02,5.530000e+03
