species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,kap,v,p_M,E_Hb,E_Hp,k_J,s_M,E_Hbj,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C
Encrasicholina_purpurea,1.847787e+00,1.124071e+02,2.000000e-01,2.700000e-04,4.200000e-01,6.170000e+00,3.669698e+00,2.984500e+02,True,4.833943e+02,9.973829e-01,2.325937e-02,6.613319e+02,7.714572e-04,4.992052e+00,2.000000e-03,1.415071e+00,2.290820e-03,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
Acanthochromis_polyacanthus,8.099636e+00,2.217275e+03,2.000000e-01,4.400000e-03,9.800000e+00,1.520000e+02,5.953252e+00,3.006500e+02,True,3.434789e+01,9.857534e-01,1.971474e-02,2.561518e+01,2.493483e-01,1.546119e+03,2.000000e-03,3.626415e+00,1.256082e+01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Potamorhina_latior,5.295529e+00,3.624128e+03,2.000000e-01,7.200000e-03,3.482000e+01,2.710000e+02,1.076121e+02,2.976500e+02,True,3.687961e+02,8.023684e-01,3.348712e-02,8.863474e+01,2.711611e+00,3.457430e+04,2.000000e-03,1.303874e+00,6.127279e+00,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Tachycineta_bicolor,2.858030e+00,9.366282e+02,2.800000e-01,1.660000e+00,2.327500e+01,2.450000e+01,1.126381e-01,3.147500e+02,False,8.996629e+02,9.408674e-01,3.154163e-02,5.110152e+02,2.477549e+02,5.759387e+03,2.093718e-02,1.000000e+00,2.477549e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Eremophila_alpestris,2.449740e+00,4.438996e+02,2.800000e-01,2.730000e+00,3.211000e+01,3.380000e+01,1.689571e-01,3.147500e+02,False,5.762341e+03,9.537442e-01,2.246880e-02,5.850425e+03,7.175990e+01,7.123096e+02,2.390644e-01,1.000000e+00,7.175990e+01,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True
Macrobrachium_rosenbergii,7.240189e+00,3.303336e+02,1.700000e-01,1.000000e-04,1.750000e+01,7.700000e+01,1.892027e+03,3.021500e+02,True,1.747466e+02,9.827388e-01,1.877100e-02,2.827457e+02,2.598107e-03,1.969155e+03,2.000000e-03,4.720491e+00,2.886221e-01,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
Diplectrum_formosum,4.350415e+00,5.444234e+03,2.000000e-01,3.440000e-04,2.530000e+01,3.460000e+02,5.730834e+01,2.983500e+02,True,8.953521e+01,9.500000e-01,1.781053e-02,1.517859e+01,4.543747e-02,4.349188e+03,2.000000e-03,1.000000e+00,4.543753e-02,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Falco_naumanni,5.818132e+00,5.600353e+02,2.800000e-01,1.030000e+01,1.615000e+02,1.700000e+02,7.786202e-02,3.131500e+02,False,1.090671e+03,9.554447e-01,2.605586e-02,3.683299e+02,9.255063e+02,1.595184e+04,1.520190e-02,1.000000e+00,9.255063e+02,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Cyanistes_caeruleus,2.755957e+00,6.480934e+02,2.800000e-01,8.100000e-01,1.083000e+01,1.140000e+01,3.784639e-01,3.147500e+02,False,2.592923e+03,6.897971e-01,1.571503e-02,2.372122e+03,2.637145e+02,4.257352e+03,9.749521e-02,1.000000e+00,2.637145e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Apus_affinis,4.511604e+00,9.795981e+02,2.800000e-01,1.950000e+00,2.327500e+01,2.450000e+01,7.513285e-02,3.112500e+02,False,7.820374e+02,8.341424e-01,2.078565e-02,4.264415e+02,8.008762e+02,1.503513e+04,1.751460e-02,1.000000e+00,8.008762e+02,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Etmopterus_baxteri,4.474930e+03,9.944289e+04,2.000000e-01,3.317760e+01,5.537337e+02,2.400000e+03,2.413445e-03,2.777500e+02,False,2.948286e+02,6.061928e-01,3.500000e-02,1.888832e+01,3.309990e+04,8.193909e+05,2.000000e-03,1.000000e+00,3.309990e+04,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Rogadius_asper,2.531136e+00,1.478184e+03,2.000000e-01,6.500000e-05,5.243514e+00,1.800000e+02,6.494457e+02,3.006500e+02,True,1.798687e+01,9.500000e-01,1.812004e-02,8.450777e+00,1.482895e-02,1.551617e+03,4.806517e-04,2.607201e+00,2.655849e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Mugil_liza,1.265535e+00,5.312085e+03,2.000000e-01,3.800000e-04,3.784904e+02,2.900000e+03,1.731900e+04,2.981500e+02,False,3.027924e+02,4.236086e-01,6.696826e-02,1.108037e+01,1.261437e+00,1.335586e+06,2.000000e-03,1.000000e+00,1.261437e+00,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
Esox_lucius,2.887269e+01,1.296293e+04,2.000000e-01,4.800000e-03,9.080000e+02,2.460000e+04,1.542861e+02,2.851500e+02,False,8.050555e+02,9.281604e-01,2.321700e-02,5.176987e+01,2.358939e-01,9.182561e+04,2.000000e-03,1.000000e+00,2.358939e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
Passer_montanus,2.653885e+00,5.815085e+02,2.800000e-01,2.200000e+00,2.375000e+01,2.500000e+01,2.815952e-01,3.147500e+02,False,3.287163e+03,8.160566e-01,2.373084e-02,2.590920e+03,4.391168e+02,5.265426e+03,1.061595e-01,1.000000e+00,4.391168e+02,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True
Pelecanoides_urinatrix,9.390670e+00,1.357174e+03,2.800000e-01,1.700000e+01,1.520000e+02,1.600000e+02,1.842063e-02,3.125500e+02,False,1.026834e+02,9.670422e-01,4.144942e-02,2.035177e+01,3.522027e+03,2.221745e+04,8.343126e-04,1.000000e+00,3.522027e+03,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Gopherus_polyphemus,8.428097e+01,4.170971e+04,3.000000e-01,3.890000e+01,2.780000e+03,5.500000e+03,2.808699e-02,2.971500e+02,False,1.791063e+02,7.444076e-01,2.064945e-02,1.001468e+01,4.775323e+04,8.962226e+06,3.794876e-04,1.000000e+00,4.775323e+04,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Pterodroma_solandri,1.122797e+01,1.357174e+03,2.800000e-01,5.000000e+01,5.795000e+02,6.100000e+02,1.842063e-02,3.125500e+02,False,2.223795e+03,7.092804e-01,1.736278e-02,5.153433e+02,1.898541e+04,2.745975e+05,2.130831e-02,1.000000e+00,1.898541e+04,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Hafferia_fortis,2.653885e+00,3.995097e+02,2.800000e-01,4.800000e+00,3.325000e+01,3.500000e+01,4.505523e-02,3.147500e+02,False,3.857166e+03,9.451540e-01,3.174429e-02,3.011723e+03,2.872317e+02,2.239348e+03,1.239558e-01,1.000000e+00,2.872317e+02,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Blepsias_cirrhosus,1.896427e+02,8.972909e+03,2.000000e-01,1.090000e-02,7.600000e+00,3.800000e+01,3.151709e-01,2.802500e+02,True,8.817965e+01,6.577698e-01,2.361200e-02,3.034100e+01,1.702788e+01,2.317207e+04,2.000000e-03,1.463905e+00,5.543767e+01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Hemiphaga_novaeseelandiae,4.892995e+00,9.698484e+02,2.800000e-01,1.860000e+01,5.605000e+02,5.900000e+02,2.062178e-02,3.137800e+02,False,1.550587e+02,9.925895e-01,5.543157e-02,2.065936e+01,7.802689e+02,8.693668e+03,8.469038e-04,1.000000e+00,7.802689e+02,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Pterodroma_axillaris,8.414713e+00,1.633708e+03,2.800000e-01,4.500000e+01,5.985000e+02,6.300000e+02,1.530262e-02,3.105500e+02,False,1.656946e+02,9.694736e-01,4.450569e-02,2.178325e+01,7.724525e+03,8.879945e+04,8.930739e-04,1.000000e+00,7.724525e+03,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
Lindbergichthys_nudifrons,8.850511e+02,2.372565e+04,2.000000e-01,4.200000e-03,1.050000e+01,9.420000e+01,2.321875e+00,2.714500e+02,True,1.616996e+02,4.812331e-01,2.302804e-02,1.240082e+02,1.020379e+01,1.719857e+05,2.000000e-03,5.380252e+00,1.854319e+03,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
Sula_leucogaster,8.369945e+00,1.322616e+03,2.800000e-01,6.000000e+01,1.662500e+03,1.750000e+03,4.113060e-02,3.137500e+02,False,2.579722e+03,8.653563e-01,2.321605e-02,4.861671e+02,8.781253e+03,3.493330e+05,1.988332e-02,1.000000e+00,8.781253e+03,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Chaetura_brachyura,3.572537e+00,9.795981e+02,2.800000e-01,1.600000e+00,1.900000e+01,2.000000e+01,5.716630e-02,3.112500e+02,False,7.657708e+02,8.846804e-01,2.554537e-02,4.440081e+02,4.906002e+02,9.954116e+03,1.818594e-02,1.000000e+00,4.906002e+02,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Milvus_migrans,6.532640e+00,1.232950e+03,2.800000e-01,5.200000e+01,8.075000e+02,8.500000e+02,4.866376e-02,3.131500e+02,False,2.995115e+03,9.361865e-01,2.957262e-02,7.564094e+02,3.907224e+03,7.038216e+04,3.075636e-02,1.000000e+00,3.907224e+03,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True
Strix_occidentalis,6.124350e+00,1.260979e+03,2.800000e-01,4.885000e+01,6.460000e+02,6.800000e+02,3.965174e-02,3.133500e+02,False,1.731926e+02,9.299005e-01,9.990625e-02,1.981539e+01,2.339975e+04,5.779606e+05,8.128109e-04,1.000000e+00,2.339975e+04,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Chriodorus_atherinoides,9.108235e-01,2.493379e+02,2.000000e-01,1.800000e-04,1.580000e+01,8.730000e+01,5.895613e+01,3.018500e+02,False,6.774103e+01,9.861851e-01,2.688400e-02,1.743618e+01,8.553438e-03,9.764914e+02,2.000000e-03,1.000000e+00,8.553438e-03,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Somateria_mollissima,6.909120e+00,1.772125e+03,2.800000e-01,7.200000e+01,1.824000e+03,1.920000e+03,8.532128e-02,3.141500e+02,False,1.547234e+04,7.263426e-01,2.253880e-02,4.252870e+03,5.424597e+03,1.630414e+05,1.762201e-01,1.000000e+00,5.424597e+03,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
Potamopyrgus_antipodarum,5.218392e+01,1.602951e+03,1.500000e-01,3.800000e-05,1.218116e-02,3.742500e-02,3.633475e-01,2.891500e+02,True,2.370684e+00,9.873000e-01,3.906000e-03,3.780000e+01,2.022000e-04,4.470000e-02,2.000000e-03,5.117818e+00,3.276000e-02,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
Chromis_chromis,4.405199e+00,3.285000e+03,2.000000e-01,8.248374e-04,7.850000e+00,2.292000e+01,2.000000e+02,2.951500e+02,True,4.383932e+01,8.885900e-01,3.527500e-02,3.054350e+01,4.375000e-02,6.676000e+03,2.000000e-03,2.536617e+00,7.261000e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Glyptocephalus_stelleri,3.558105e+01,3.733787e+04,2.000000e-01,6.600000e-05,1.346000e+02,1.500000e+03,6.251812e+01,2.779500e+02,True,5.237919e+01,9.819145e-01,2.082372e-02,2.657274e+01,4.134748e-03,1.376797e+04,2.000000e-03,5.086620e+00,5.491450e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Phalacrocorax_aristotelis,6.226422e+00,1.487943e+03,2.800000e-01,3.580000e+01,1.890500e+03,1.990000e+03,6.169591e-02,3.137500e+02,False,2.592545e+03,9.857191e-01,2.734832e-02,5.078114e+02,5.261011e+02,2.956110e+04,2.078230e-02,1.000000e+00,5.261011e+02,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Gerygone_flavolateralis,3.674610e+00,2.175108e+02,2.800000e-01,1.137000e+00,6.783000e+00,7.140000e+00,4.730799e-02,3.147500e+02,False,3.867551e+01,9.470061e-01,5.482916e-02,1.963479e+01,4.067280e+02,1.023574e+03,8.073581e-04,1.000000e+00,4.067280e+02,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Acanthocybium_solandri,2.176640e+00,2.269925e+03,2.000000e-01,6.000000e-04,6.000000e+03,1.126000e+05,2.643260e+04,2.978500e+02,True,4.085293e+02,9.802100e-01,3.399429e-02,5.125942e+01,1.767048e-02,3.581731e+05,2.000000e-03,4.011976e+00,1.148499e+00,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Hippocampus_zosterae,5.483311e+00,2.001409e+02,2.000000e-01,1.500000e-03,4.140000e-02,5.587000e-01,8.251566e+00,2.997500e+02,True,5.914724e+02,8.318462e-01,2.051690e-02,1.097634e+03,3.347284e-01,1.201158e+01,2.000000e-03,2.116193e+00,3.734406e+00,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Schilbe_intermedius,3.439612e+00,1.931475e+03,2.000000e-01,1.500000e-04,8.100000e+00,1.100000e+03,3.209983e+02,3.001500e+02,True,2.919402e+01,9.947445e-01,1.900000e-02,1.784287e+01,3.249438e-03,3.675711e+02,2.000000e-03,5.739154e+00,6.206114e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Etheostoma_perlongum,4.550849e+00,6.603860e+02,2.000000e-01,9.000000e-04,8.230588e-01,5.100000e+00,1.135699e-01,2.911500e+02,True,5.165897e+02,9.992303e-01,2.157379e-02,1.289140e+03,8.913567e-04,5.381790e+00,2.000000e-03,2.336872e+00,1.344063e-02,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Cyclopsetta_querna,4.487156e+00,1.273854e+03,2.000000e-01,5.240000e-04,1.150000e+02,1.000000e+03,1.153979e+03,2.999500e+02,True,1.467256e+02,8.000000e-01,1.851225e-02,1.638454e+01,2.528705e-01,7.238435e+04,2.000000e-03,1.000000e+00,2.528705e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Trematomus_loennbergii,4.867781e+02,5.634843e+04,2.000000e-01,3.100000e-03,6.220000e+01,2.700000e+02,4.450878e+00,2.722500e+02,True,1.483895e+02,4.552343e-01,2.217900e-02,6.253761e+01,8.299712e+00,5.102437e+05,2.000000e-03,4.449396e+00,7.851114e+02,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
Champsocephalus_gunnari,5.970940e+02,3.441147e+04,2.000000e-01,3.100000e-02,9.770000e+01,2.400000e+03,5.084351e+00,2.746500e+02,True,1.232078e+03,6.631693e-01,2.828118e-02,2.773519e+02,9.247060e+00,1.349275e+05,2.000000e-03,2.074594e+00,8.860275e+01,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
Saxicola_rubicola,2.858030e+00,3.906317e+02,2.800000e-01,1.700000e+00,1.406000e+01,1.480000e+01,2.815952e-01,3.147500e+02,False,1.797810e+03,9.517999e-01,2.436323e-02,1.614609e+03,2.734524e+02,1.442536e+04,2.007427e-03,1.000000e+00,2.734524e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Crocodylus_rhombifer,2.385302e+01,1.328848e+04,3.000000e-01,1.120000e+02,4.552764e+04,8.000000e+04,1.264253e-01,2.981500e+02,False,7.537741e+02,8.415921e-01,6.604693e-02,2.040750e+01,6.288480e+04,2.265628e+07,2.000000e-03,1.000000e+00,6.288480e+04,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Hydrocynus_vittatus,2.633650e+00,1.414300e+03,2.000000e-01,2.204082e-03,1.524893e+03,2.800000e+04,1.934525e+03,3.011500e+02,True,1.534679e+02,5.517857e-01,2.560100e-02,8.570806e+00,2.443492e+00,2.857107e+06,2.000000e-03,2.295755e+00,2.952178e+01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Enteromius_liberiensis,6.233082e+00,2.022289e+03,2.000000e-01,1.000000e-03,3.920000e+00,2.380000e+01,1.977957e+00,2.971500e+02,True,4.923549e+01,9.885616e-01,2.787788e-02,2.942159e+01,4.412772e-02,2.964351e+02,2.000000e-03,1.550833e+00,1.682151e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Trigla_lyra,1.544455e+01,5.637262e+03,2.000000e-01,3.800000e-04,2.246000e+02,1.800000e+03,6.590008e+01,2.862500e+02,True,1.099150e+02,7.975919e-01,2.165560e-02,1.933565e+01,2.409729e-01,2.011179e+05,2.000000e-03,2.094181e+00,2.222990e+00,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Diplodus_annularis,4.000000e+00,2.805165e+03,2.000000e-01,3.200000e-04,2.229307e+01,3.300000e+02,5.290241e+02,2.921500e+02,True,1.799244e+02,7.817581e-01,5.143877e-02,2.458564e+01,2.627665e-01,2.434544e+04,2.000000e-03,1.000000e+00,2.627665e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
Iheringichthys_labrosus,3.640676e+00,1.932868e+03,2.000000e-01,1.800000e-04,2.090000e+01,9.837000e+02,1.113777e+03,2.976500e+02,True,4.888894e+01,9.559817e-01,1.994359e-02,1.681450e+01,2.840897e-02,4.532966e+03,2.000000e-03,3.090056e+00,8.427054e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Sporophila_corvina,2.449740e+00,2.663398e+02,2.800000e-01,1.350000e+00,8.977500e+00,9.450000e+00,9.011046e-02,3.147500e+02,False,1.127601e+03,9.251475e-01,3.353688e-02,9.060141e+02,2.622758e+02,2.539694e+03,3.698157e-02,1.000000e+00,2.622758e+02,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Megascops_choliba,5.307770e+00,1.044090e+03,2.800000e-01,1.200000e+01,1.406000e+02,1.480000e+02,4.460821e-02,3.133500e+02,False,1.583509e+03,9.536527e-01,2.774534e-02,6.097936e+02,9.587133e+02,1.422113e+04,2.496346e-02,1.000000e+00,9.587133e+02,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Icterus_parisorum,2.653885e+00,2.840958e+02,2.800000e-01,2.000000e+00,3.334500e+01,3.510000e+01,6.758285e-02,3.147500e+02,False,2.534893e+03,9.800645e-01,2.488839e-02,1.943842e+03,4.518312e+01,8.145947e+02,7.886482e-02,1.000000e+00,4.518312e+01,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Dipturus_kwangtungensis,4.239694e+02,5.511602e+03,2.000000e-01,1.623829e+00,9.620000e+02,3.600000e+03,7.075983e-02,2.915500e+02,False,2.097595e+02,8.709911e-01,1.056928e-02,2.066997e+01,5.127623e+02,2.433254e+05,2.000000e-03,1.000000e+00,5.127623e+02,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Acyrtops_beryllinus,8.099636e+00,1.847729e+02,2.000000e-01,3.400000e-04,1.931776e-02,1.100000e-01,7.035662e-01,3.006500e+02,False,2.184330e+01,9.098778e-01,2.172200e-02,4.447972e+01,1.509905e-01,8.594786e+00,2.000000e-03,1.000000e+00,1.509905e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Doricha_eliza,3.062175e+00,6.122488e+02,2.800000e-01,3.000000e-01,3.325000e+00,3.500000e+00,3.266646e-02,3.112500e+02,False,3.066973e+01,9.609702e-01,4.282642e-02,2.007980e+01,8.406042e+01,3.031705e+02,8.232397e-04,1.000000e+00,8.406042e+01,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True
Pacifastacus_leniusculus,1.284527e+02,1.913783e+04,1.700000e-01,3.500000e-02,2.900000e+01,8.940000e+01,3.657678e-01,2.831500e+02,False,2.092720e+02,9.135201e-01,4.709145e-02,5.641057e+01,3.236031e+00,9.620343e+03,2.000000e-03,1.000000e+00,3.236031e+00,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
Amandava_subflava,2.653885e+00,5.326795e+02,2.800000e-01,6.000000e-01,6.935000e+00,7.300000e+00,1.058798e-01,3.147500e+02,False,5.889247e+02,9.377154e-01,2.724634e-02,4.637742e+02,1.129662e+02,2.286963e+03,1.886203e-02,1.000000e+00,1.129662e+02,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True
Pontinus_kuhlii,1.518020e+01,1.173340e+04,2.000000e-01,2.700000e-04,1.492254e+02,7.320000e+02,9.204492e+02,2.870500e+02,True,2.289446e+02,5.288283e-01,2.135000e-02,2.514200e+01,3.680709e-01,8.459714e+04,2.000000e-03,1.263699e+00,7.445933e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Passerina_amoena,2.449740e+00,4.394606e+02,2.800000e-01,1.300000e+00,1.415500e+01,1.490000e+01,1.351657e-01,3.147500e+02,False,1.972712e+03,9.291011e-01,2.628344e-02,1.735308e+03,1.420986e+02,1.840586e+03,7.096888e-02,1.000000e+00,1.420986e+02,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Galerida_cristata,2.347667e+00,5.149236e+02,2.800000e-01,3.000000e+00,3.705000e+01,3.900000e+01,2.027485e-01,3.147500e+02,False,2.414491e+03,9.270307e-01,3.606536e-02,1.483430e+03,3.489222e+02,5.256954e+03,6.029987e-02,1.000000e+00,3.489222e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True
Daption_capense,9.186525e+00,1.357174e+03,2.800000e-01,5.000000e+01,6.650000e+02,7.000000e+02,1.842063e-02,3.125500e+02,False,1.789062e+03,9.720612e-01,2.311386e-02,4.604143e+02,1.940825e+03,2.777109e+04,1.888002e-02,1.000000e+00,1.940825e+03,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Aythya_americana,4.993269e+00,1.040387e+03,2.800000e-01,3.760000e+01,1.182750e+03,1.245000e+03,2.823948e-01,3.143500e+02,False,3.858767e+03,6.890543e-01,2.796961e-02,6.907588e+02,1.268088e+04,5.733834e+05,2.850434e-02,1.000000e+00,1.268088e+04,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True
Lagopus_leucura,4.695335e+00,7.227479e+02,2.800000e-01,1.290000e+01,3.334500e+02,3.510000e+02,1.245248e-01,3.138500e+02,False,4.583595e+03,9.826067e-01,2.104401e-02,2.089163e+03,1.492153e+02,1.168489e+03,8.557374e-02,1.000000e+00,1.492153e+02,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
Stegastes_rectifraenum,4.468636e+00,2.990262e+03,2.000000e-01,5.200000e-04,2.400000e+00,4.660000e+01,2.685383e+02,2.963500e+02,True,1.794117e+02,6.386295e-01,1.965051e-02,4.490299e+01,4.788404e-01,3.864976e+03,2.000000e-03,1.000000e+00,4.788409e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Puffinus_gavia,1.020725e+01,2.763206e+03,2.800000e-01,4.000000e+01,4.987500e+02,5.250000e+02,1.842063e-02,3.125500e+02,False,1.438631e+03,9.188155e-01,2.056430e-02,3.749144e+02,5.190208e+03,8.432161e+04,1.535393e-02,1.000000e+00,5.190208e+03,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
Curimata_knerii,5.295529e+00,2.416085e+03,2.000000e-01,7.200000e-03,1.150000e+01,9.050000e+01,1.531403e+01,2.976500e+02,True,9.826225e+01,8.040875e-01,5.780485e-02,2.033673e+01,6.560708e+00,1.462529e+04,2.000000e-03,1.041852e+00,7.435451e+00,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Menticirrhus_saxatilis,3.888855e+00,7.097161e+02,2.000000e-01,3.700000e-04,1.517000e+02,9.007000e+02,1.860873e+03,2.973500e+02,True,1.169279e+02,8.432986e-01,2.018716e-02,2.570580e+01,1.597735e-01,1.090841e+05,2.000000e-03,1.918895e+00,1.136285e+00,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Opisthocomus_hoazin,6.532640e+00,1.368528e+03,2.800000e-01,2.090000e+01,7.125000e+02,7.500000e+02,5.480342e-02,3.144500e+02,False,1.863968e+03,9.489202e-01,2.443690e-02,4.549026e+02,1.337731e+03,6.904562e+04,1.867789e-02,1.000000e+00,1.337731e+03,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Centropus_senegalensis,3.706264e+00,4.105584e+02,2.800000e-01,1.230000e+01,1.624500e+02,1.710000e+02,6.576410e-02,3.144500e+02,False,4.220190e+03,9.625947e-01,2.736267e-02,2.136226e+03,3.915948e+02,5.165510e+03,8.756499e-02,1.000000e+00,3.915948e+02,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Cynoscion_leiarchus,8.759655e-01,3.385349e+03,2.000000e-01,2.000000e-04,5.010494e+01,8.200000e+03,7.177989e+03,3.004500e+02,True,6.843512e+01,9.736687e-01,2.533000e-02,1.468845e+01,1.781181e-02,5.273899e+03,2.000000e-03,3.806598e+00,9.850250e-01,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
